DT,pres,prcp,dwpt,wdir,temp,wspd,Amity,rhum
2022-01-06 12:00:00,1011.2,0.8,9.9,200.0,12.2,24.1,0.428844,86.0
2022-01-06 13:00:00,1010.8,0.8,9.4,200.0,12.2,16.6,0.484091,83.0
2022-01-06 14:00:00,1010.7,1.5,10.6,210.0,12.2,14.8,0.555492,90.0
2022-01-06 15:00:00,1011.0,3.0,10.6,220.0,12.2,20.5,0.595271,90.0
2022-01-06 16:00:00,1010.8,0.3,10.6,200.0,12.2,25.9,0.603052,90.0
2022-01-06 17:00:00,1010.6,0.0,10.0,190.0,12.8,29.5,0.609237,83.0
2022-01-06 18:00:00,1010.8,0.7,9.9,190.0,12.2,35.3,0.603097,86.0
2022-01-06 19:00:00,1010.6,0.8,9.4,190.0,12.8,29.5,0.592975,80.0
2022-01-06 20:00:00,1009.6,0.0,9.4,190.0,12.8,31.7,0.573167,80.0
2022-01-06 21:00:00,1008.4,0.1,10.0,180.0,12.8,37.1,0.574288,83.0
2022-01-06 22:00:00,1007.7,0.1,9.9,180.0,12.2,35.3,0.571973,86.0
2022-01-06 23:00:00,1007.4,0.0,9.4,200.0,12.2,25.9,0.583707,83.0
2022-01-07 00:00:00,1006.7,0.0,8.3,200.0,12.2,35.3,0.608021,77.0
2022-01-07 01:00:00,1006.4,0.0,8.3,190.0,11.1,24.1,0.649146,83.0
2022-01-07 02:00:00,1005.6,0.0,7.8,200.0,11.1,18.4,0.618066,80.0
2022-01-07 03:00:00,1004.1,0.0,6.6,190.0,11.1,20.5,0.58576,74.0
2022-01-07 04:00:00,1003.0,0.0,6.0,200.0,11.1,16.6,0.549969,71.0
2022-01-07 05:00:00,1002.1,0.6,6.6,190.0,11.1,16.6,0.516339,74.0
2022-01-07 06:00:00,1000.4,1.8,6.7,190.0,10.6,22.3,0.470516,77.0
2022-01-07 07:00:00,999.5,0.5,6.7,190.0,10.6,25.9,0.433296,77.0
2022-01-07 08:00:00,998.8,1.3,8.3,190.0,10.0,24.1,0.410719,89.0
2022-01-07 09:00:00,997.4,1.0,7.8,190.0,10.0,25.9,0.397733,86.0
2022-01-07 10:00:00,996.6,0.3,7.8,190.0,10.0,22.3,0.394528,86.0
2022-01-07 11:00:00,996.1,0.0,7.8,170.0,10.0,27.7,0.408376,86.0
2022-01-07 12:00:00,995.1,1.8,8.3,170.0,10.0,25.9,0.427344,89.0
2022-01-07 13:00:00,993.7,1.0,7.8,170.0,10.6,31.7,0.473015,83.0
2022-01-07 14:00:00,992.7,1.8,8.4,170.0,10.6,31.7,0.53611,86.0
2022-01-07 15:00:00,993.1,1.0,7.8,210.0,10.6,35.3,0.579605,83.0
2022-01-07 16:00:00,998.2,0.5,5.1,240.0,8.3,38.9,0.601457,80.0
2022-01-07 17:00:00,1001.6,0.9,4.0,230.0,7.2,33.5,0.617996,80.0
2022-01-07 18:00:00,1004.3,0.0,4.0,230.0,7.2,33.5,0.617643,80.0
2022-01-07 19:00:00,1006.9,0.1,4.0,220.0,7.2,22.3,0.612862,80.0
2022-01-07 20:00:00,1008.4,0.0,3.8,250.0,7.8,22.3,0.60714,76.0
2022-01-07 21:00:00,1009.3,0.0,1.7,260.0,7.2,20.5,0.507764,68.0
2022-01-07 22:00:00,1010.1,0.0,2.3,250.0,7.2,20.5,0.552439,71.0
2022-01-07 23:00:00,1010.9,0.0,2.2,260.0,6.7,16.6,0.603664,73.0
2022-01-08 00:00:00,1011.8,0.0,1.6,240.0,6.1,11.2,0.642261,73.0
2022-01-08 01:00:00,1012.7,0.0,2.2,220.0,6.1,16.6,0.678798,76.0
2022-01-08 02:00:00,1013.2,0.0,2.2,190.0,5.6,13.0,0.681176,79.0
2022-01-08 03:00:00,1014.0,0.0,2.2,230.0,5.6,13.0,0.649964,79.0
2022-01-08 04:00:00,1015.0,0.1,2.8,230.0,5.6,14.8,0.619486,82.0
2022-01-08 05:00:00,1015.8,0.1,2.9,190.0,5.0,11.2,0.569899,86.0
2022-01-08 06:00:00,1016.3,0.0,2.2,220.0,5.0,7.6,0.541069,82.0
2022-01-08 07:00:00,1016.8,0.0,2.3,260.0,3.9,11.2,0.492131,89.0
2022-01-08 08:00:00,1017.6,0.0,2.3,190.0,4.4,13.0,0.486392,86.0
2022-01-08 09:00:00,1018.3,0.0,2.9,160.0,5.0,13.0,0.469082,86.0
2022-01-08 10:00:00,1019.2,0.0,2.9,0.0,5.0,0.0,0.459612,86.0
2022-01-08 11:00:00,1020.1,0.0,2.9,0.0,5.0,0.0,0.46647,86.0
2022-01-08 12:00:00,1020.4,0.3,2.7,250.0,4.4,7.6,0.485495,89.0
2022-01-08 13:00:00,1020.5,0.0,2.9,220.0,5.0,7.6,0.514473,86.0
2022-01-08 14:00:00,1021.5,0.0,3.3,220.0,5.0,11.2,0.559298,89.0
2022-01-08 15:00:00,1022.0,0.0,2.9,0.0,5.0,0.0,0.618068,86.0
2022-01-08 16:00:00,1022.7,0.0,2.7,0.0,4.4,0.0,0.65814,89.0
2022-01-08 17:00:00,1023.9,0.0,3.3,0.0,5.0,0.0,0.681349,89.0
2022-01-08 18:00:00,1024.5,0.0,3.3,0.0,6.1,0.0,0.657187,82.0
2022-01-08 19:00:00,1025.1,0.0,3.8,0.0,7.8,0.0,0.568604,76.0
2022-01-08 20:00:00,1024.9,0.0,3.8,0.0,7.8,0.0,0.468477,76.0
2022-01-08 21:00:00,1024.3,0.0,4.3,0.0,8.9,0.0,0.432577,73.0
2022-01-08 22:00:00,1024.0,0.0,4.0,0.0,9.4,0.0,0.451817,69.0
2022-01-08 23:00:00,1024.2,0.0,4.0,0.0,9.4,0.0,0.504599,69.0
2022-01-09 00:00:00,1024.5,0.0,3.9,360.0,8.3,5.4,0.565232,74.0
2022-01-09 01:00:00,1024.6,0.0,2.8,10.0,6.7,7.6,0.633171,76.0
2022-01-09 02:00:00,1024.5,0.0,2.8,340.0,5.6,9.4,0.639607,82.0
2022-01-09 03:00:00,1024.5,0.0,2.3,340.0,4.4,11.2,0.645026,86.0
2022-01-09 04:00:00,1024.8,0.0,2.3,340.0,3.9,11.2,0.619577,89.0
2022-01-09 05:00:00,1024.8,0.0,1.7,350.0,3.3,13.0,0.593267,89.0
2022-01-09 06:00:00,1025.0,0.0,1.0,350.0,2.2,9.4,0.556188,92.0
2022-01-09 07:00:00,1025.1,0.0,1.0,340.0,2.2,13.0,0.530756,92.0
2022-01-09 08:00:00,1025.0,0.0,0.6,350.0,2.2,11.2,0.510488,89.0
2022-01-09 09:00:00,1024.6,0.0,0.5,350.0,1.7,9.4,0.508062,92.0
2022-01-09 10:00:00,1024.5,0.0,0.5,350.0,1.7,9.4,0.517208,92.0
2022-01-09 11:00:00,1024.8,0.0,-0.7,340.0,1.1,9.4,0.524458,88.0
2022-01-09 12:00:00,1024.8,0.0,-0.6,0.0,0.6,0.0,0.552464,92.0
2022-01-09 13:00:00,1024.7,0.0,-0.7,350.0,1.1,11.2,0.607797,88.0
2022-01-09 14:00:00,1024.8,0.0,-0.6,360.0,0.6,7.6,0.66313,92.0
2022-01-09 15:00:00,1025.3,0.0,-0.6,0.0,0.6,0.0,0.700218,92.0
2022-01-09 16:00:00,1025.4,0.0,-2.2,270.0,-1.1,7.6,0.727181,92.0
2022-01-09 17:00:00,1025.8,0.0,-1.2,0.0,0.6,0.0,0.697612,88.0
2022-01-09 18:00:00,1026.5,0.0,1.7,0.0,3.3,0.0,0.623907,89.0
2022-01-09 19:00:00,1026.4,0.0,2.2,340.0,6.7,7.6,0.521549,73.0
2022-01-09 20:00:00,1025.9,0.0,2.2,360.0,8.9,7.6,0.483856,63.0
2022-01-09 21:00:00,1025.6,0.0,1.6,0.0,10.0,0.0,0.437021,56.0
2022-01-09 22:00:00,1025.2,0.0,2.1,0.0,11.1,0.0,0.483288,54.0
2022-01-09 23:00:00,1025.1,0.0,2.2,10.0,11.7,5.4,0.518503,52.0
2022-01-10 00:00:00,1025.1,0.0,2.9,330.0,10.6,7.6,0.597037,59.0
2022-01-10 01:00:00,1025.3,0.0,1.6,350.0,10.0,7.6,0.679228,56.0
2022-01-10 02:00:00,1025.3,0.0,1.7,340.0,7.2,9.4,0.695897,68.0
2022-01-10 03:00:00,1025.7,0.0,1.1,360.0,3.9,9.4,0.707773,82.0
2022-01-10 04:00:00,1025.5,0.0,1.1,360.0,3.9,11.2,0.659698,82.0
2022-01-10 05:00:00,1025.6,0.0,0.6,340.0,3.9,13.0,0.608046,79.0
2022-01-10 06:00:00,1025.8,0.0,0.0,350.0,3.3,13.0,0.54241,79.0
2022-01-10 07:00:00,1026.4,0.0,-0.6,350.0,2.2,9.4,0.523021,82.0
2022-01-10 08:00:00,1026.9,0.0,-0.7,360.0,2.8,5.4,0.504273,78.0
2022-01-10 09:00:00,1027.0,0.0,-0.7,0.0,1.1,0.0,0.499625,88.0
2022-01-10 10:00:00,1027.0,0.0,-1.2,10.0,0.6,7.6,0.506373,88.0
2022-01-10 11:00:00,1027.5,0.0,-1.2,250.0,0.6,5.4,0.526084,88.0
2022-01-10 12:00:00,1027.4,0.0,-0.6,0.0,0.6,0.0,0.5509,92.0
2022-01-10 13:00:00,1027.7,0.0,-0.7,0.0,1.1,0.0,0.641501,88.0
2022-01-10 14:00:00,1028.1,0.2,-0.1,0.0,1.1,0.0,0.716631,92.0
2022-01-10 15:00:00,1029.2,0.8,0.5,0.0,1.7,0.0,0.769943,92.0
2022-01-10 16:00:00,1029.6,0.8,1.0,100.0,2.2,5.4,0.772815,92.0
2022-01-10 17:00:00,1030.8,0.5,1.8,0.0,2.8,0.0,0.751732,93.0
2022-01-10 18:00:00,1031.2,0.5,1.7,0.0,3.3,0.0,0.751232,89.0
2022-01-10 19:00:00,1031.3,0.0,2.3,360.0,3.9,7.6,0.734415,89.0
2022-01-10 20:00:00,1030.3,0.0,3.3,330.0,5.0,5.4,0.670593,89.0
2022-01-10 21:00:00,1029.9,0.0,3.3,330.0,6.1,5.4,0.550414,82.0
2022-01-10 22:00:00,1029.6,0.0,4.0,340.0,7.2,7.6,0.616458,80.0
2022-01-10 23:00:00,1029.3,0.0,4.3,340.0,7.2,5.4,0.638888,82.0
2022-01-11 00:00:00,1028.7,0.0,5.1,0.0,7.8,0.0,0.662053,83.0
2022-01-11 01:00:00,1029.0,0.0,4.4,60.0,6.1,5.4,0.711387,89.0
2022-01-11 02:00:00,1028.7,0.0,4.4,290.0,6.1,5.4,0.702753,89.0
2022-01-11 03:00:00,1027.7,0.0,4.4,0.0,5.6,0.0,0.668519,92.0
2022-01-11 04:00:00,1027.5,0.0,4.4,0.0,5.0,0.0,0.637455,96.0
2022-01-11 05:00:00,1027.5,0.0,5.1,0.0,6.1,0.0,0.579501,93.0
2022-01-11 06:00:00,1027.1,0.0,5.1,0.0,6.1,0.0,0.521006,93.0
2022-01-11 07:00:00,1027.0,0.0,5.0,160.0,5.6,5.4,0.486512,96.0
2022-01-11 08:00:00,1027.5,0.0,5.1,0.0,6.1,0.0,0.455633,93.0
2022-01-11 09:00:00,1027.6,0.0,4.4,0.0,5.6,0.0,0.440965,92.0
2022-01-11 10:00:00,1027.1,0.0,4.4,40.0,5.6,7.6,0.440545,92.0
2022-01-11 11:00:00,1027.0,0.0,4.4,0.0,5.0,0.0,0.448428,96.0
2022-01-11 12:00:00,1027.1,0.0,4.4,0.0,5.6,0.0,0.46065,92.0
2022-01-11 13:00:00,1026.7,0.2,5.1,0.0,6.1,0.0,0.526505,93.0
2022-01-11 14:00:00,1026.7,0.8,5.1,0.0,6.1,0.0,0.599431,93.0
2022-01-11 15:00:00,1026.7,0.8,5.1,0.0,6.1,0.0,0.629654,93.0
2022-01-11 16:00:00,1026.6,0.3,5.1,0.0,6.1,0.0,0.610746,93.0
2022-01-11 17:00:00,1026.2,0.4,5.6,0.0,6.7,0.0,0.621611,93.0
2022-01-11 18:00:00,1026.8,0.1,6.1,0.0,7.2,0.0,0.61595,93.0
2022-01-11 19:00:00,1026.6,0.1,6.8,0.0,8.3,0.0,0.597281,90.0
2022-01-11 20:00:00,1025.6,0.0,7.2,20.0,8.9,5.4,0.599,89.0
2022-01-11 21:00:00,1025.1,0.0,7.2,0.0,9.4,0.0,0.577765,86.0
2022-01-11 22:00:00,1024.1,0.0,8.4,0.0,10.6,0.0,0.572146,86.0
2022-01-11 23:00:00,1023.9,0.0,8.4,50.0,10.6,5.4,0.567987,86.0
2022-01-12 00:00:00,1023.8,0.0,8.4,360.0,10.6,5.4,0.602923,86.0
2022-01-12 01:00:00,1023.6,0.0,8.4,0.0,10.6,0.0,0.615377,86.0
2022-01-12 02:00:00,1023.2,0.0,8.4,140.0,11.7,14.8,0.626721,80.0
2022-01-12 03:00:00,1022.9,0.0,8.3,140.0,12.2,14.8,0.599846,77.0
2022-01-12 04:00:00,1022.9,0.0,8.4,140.0,11.7,14.8,0.569011,80.0
2022-01-12 05:00:00,1022.8,0.0,8.4,180.0,13.3,18.4,0.500859,72.0
2022-01-12 06:00:00,1023.0,0.0,8.4,190.0,13.3,11.2,0.445031,72.0
2022-01-12 07:00:00,1023.4,0.0,8.3,0.0,12.8,0.0,0.408989,74.0
2022-01-12 08:00:00,1023.3,0.0,7.8,220.0,11.7,14.8,0.385411,77.0
2022-01-12 09:00:00,1023.7,0.0,7.8,0.0,11.7,0.0,0.367278,77.0
2022-01-12 10:00:00,1023.4,0.0,7.8,0.0,11.7,0.0,0.364344,77.0
2022-01-12 11:00:00,1023.7,0.0,7.8,0.0,11.7,0.0,0.356193,77.0
2022-01-12 12:00:00,1023.0,0.0,7.8,0.0,11.1,0.0,0.376292,80.0
2022-01-12 13:00:00,1022.4,0.0,7.2,0.0,9.4,0.0,0.442794,86.0
2022-01-12 14:00:00,1022.5,0.0,7.2,30.0,9.4,7.6,0.51015,86.0
2022-01-12 15:00:00,1022.1,0.0,7.2,0.0,8.9,0.0,0.5454,89.0
2022-01-12 16:00:00,1022.0,0.0,6.8,0.0,8.3,0.0,0.549738,90.0
2022-01-12 17:00:00,1022.0,0.0,6.1,0.0,7.2,0.0,0.529436,93.0
2022-01-12 18:00:00,1022.1,0.0,7.8,0.0,10.0,0.0,0.51149,86.0
2022-01-12 19:00:00,1022.0,0.0,6.6,0.0,11.1,0.0,0.425644,74.0
2022-01-12 20:00:00,1021.2,0.0,6.2,0.0,12.8,0.0,0.418728,64.0
2022-01-12 21:00:00,1020.6,0.0,6.6,0.0,13.3,0.0,0.379566,64.0
2022-01-12 22:00:00,1020.0,0.0,6.7,110.0,14.4,9.4,0.435544,60.0
2022-01-12 23:00:00,1019.4,0.0,7.9,120.0,13.9,7.6,0.463158,67.0
2022-01-13 00:00:00,1018.9,0.0,7.7,60.0,13.3,5.4,0.493323,69.0
2022-01-13 01:00:00,1018.5,0.0,6.7,350.0,10.6,9.4,0.549594,77.0
2022-01-13 02:00:00,1018.2,0.0,5.6,0.0,8.3,0.0,0.585293,83.0
2022-01-13 03:00:00,1018.9,0.0,5.1,270.0,6.1,11.2,0.583653,93.0
2022-01-13 04:00:00,1019.0,0.0,5.1,0.0,6.1,0.0,0.577732,93.0
2022-01-13 05:00:00,1019.2,0.0,4.0,0.0,5.0,0.0,0.521807,93.0
2022-01-13 06:00:00,1018.7,0.0,5.1,90.0,6.1,7.6,0.471655,93.0
2022-01-13 07:00:00,1018.6,0.0,5.0,100.0,6.7,14.8,0.420924,89.0
2022-01-13 08:00:00,1018.3,0.0,5.7,300.0,7.2,7.6,0.412114,90.0
2022-01-13 09:00:00,1018.1,0.3,5.6,0.0,6.7,0.0,0.403055,93.0
2022-01-13 10:00:00,1017.7,0.0,5.1,0.0,6.1,0.0,0.395416,93.0
2022-01-13 11:00:00,1017.6,0.2,5.0,10.0,6.7,7.0,0.399386,89.0
2022-01-13 12:00:00,1017.1,1.0,6.7,0.0,7.8,0.0,0.419682,93.0
2022-01-13 13:00:00,1017.2,0.0,7.8,190.0,10.6,22.3,0.480145,83.0
2022-01-13 14:00:00,1018.0,0.3,7.8,180.0,10.0,16.6,0.550304,86.0
