DT,dwpt,prcp,wdir,rhum,pres,wspd,temp,Donalsonville
2022-01-03 13:00:00,0.2,0.0,310.0,82.0,1024.0,31.7,3.0,0.396552
2022-01-03 14:00:00,0.4,0.0,320.0,81.0,1025.0,25.9,3.3,0.465517
2022-01-03 15:00:00,0.5,0.0,310.0,79.0,1026.0,24.1,3.8,0.482759
2022-01-03 16:00:00,0.6,0.0,320.0,77.0,1026.0,22.3,4.3,0.465517
2022-01-03 17:00:00,1.0,0.0,310.0,74.0,1025.0,20.5,5.3,0.431034
2022-01-03 18:00:00,1.1,0.0,320.0,73.0,1025.0,22.3,5.6,0.431034
2022-01-03 19:00:00,1.4,0.0,320.0,70.0,1025.0,24.1,6.5,0.37931
2022-01-03 20:00:00,1.2,0.0,330.0,66.0,1025.0,24.1,7.1,0.12069
2022-01-03 21:00:00,1.1,0.0,360.0,60.0,1025.0,18.4,8.4,0.137931
2022-01-03 22:00:00,1.0,0.0,350.0,62.0,1025.0,20.5,7.8,0.293103
2022-01-03 23:00:00,1.0,0.0,350.0,68.0,1026.0,16.6,6.5,0.551724
2022-01-04 00:00:00,1.5,0.0,330.0,77.0,1026.0,11.2,5.2,0.655172
2022-01-04 01:00:00,1.3,0.0,350.0,79.0,1026.0,18.4,4.6,0.396552
2022-01-04 02:00:00,1.1,0.0,360.0,79.0,1026.0,11.2,4.4,0.396552
2022-01-04 03:00:00,0.9,0.0,350.0,81.0,1027.0,9.4,3.9,0.37931
2022-01-04 04:00:00,1.8,0.0,290.0,95.0,1027.0,9.4,2.5,0.37931
2022-01-04 05:00:00,1.7,0.0,300.0,95.0,1027.0,11.2,2.4,0.37931
2022-01-04 06:00:00,1.4,0.0,360.0,95.0,1027.0,11.2,2.1,0.362069
2022-01-04 07:00:00,0.8,0.0,10.0,92.0,1027.0,9.4,2.0,0.362069
2022-01-04 08:00:00,0.6,0.0,360.0,92.0,1027.0,9.4,1.8,0.362069
2022-01-04 09:00:00,0.7,0.0,360.0,96.0,1026.0,5.4,1.3,0.344828
2022-01-04 10:00:00,0.6,0.0,40.0,97.0,1026.0,11.2,1.0,0.37931
2022-01-04 11:00:00,0.5,0.0,40.0,97.0,1027.0,11.2,0.9,0.396552
2022-01-04 12:00:00,0.4,0.0,30.0,97.0,1027.0,9.4,0.8,0.448276
2022-01-04 13:00:00,0.9,0.0,50.0,97.0,1028.0,9.4,1.3,0.689655
2022-01-04 14:00:00,1.9,0.0,50.0,93.0,1028.0,7.6,2.9,0.689655
2022-01-04 15:00:00,3.5,0.0,60.0,89.0,1028.0,13.0,5.2,0.551724
2022-01-04 16:00:00,4.5,0.0,90.0,79.0,1027.0,14.8,7.9,0.448276
2022-01-04 17:00:00,5.2,0.0,70.0,70.0,1026.0,11.2,10.4,0.465517
2022-01-04 18:00:00,5.7,0.0,30.0,66.0,1025.0,7.6,11.9,0.465517
2022-01-04 19:00:00,6.1,0.0,90.0,63.0,1023.0,13.0,13.0,0.344828
2022-01-04 20:00:00,6.9,0.0,90.0,64.0,1023.0,13.0,13.6,0.448276
2022-01-04 21:00:00,7.0,0.0,70.0,63.0,1023.0,16.6,13.9,0.310345
2022-01-04 22:00:00,7.3,0.0,90.0,64.0,1022.0,11.2,14.0,0.344828
2022-01-04 23:00:00,7.5,0.0,100.0,79.0,1023.0,9.4,11.0,0.517241
2022-01-05 00:00:00,8.3,0.0,0.0,87.0,1022.0,0.0,10.4,0.603448
2022-01-05 01:00:00,8.4,0.0,260.0,95.0,1022.0,9.4,9.2,0.362069
2022-01-05 02:00:00,7.8,0.0,0.0,98.0,1022.0,0.0,8.1,0.344828
2022-01-05 03:00:00,8.4,0.0,280.0,100.0,1022.0,5.4,8.4,0.344828
2022-01-05 04:00:00,8.5,0.0,310.0,96.0,1021.0,9.4,9.1,0.327586
2022-01-05 05:00:00,8.7,0.0,0.0,98.0,1021.0,0.0,9.0,0.310345
2022-01-05 06:00:00,8.7,0.0,330.0,95.0,1020.0,7.6,9.5,0.293103
2022-01-05 07:00:00,9.1,0.1,0.0,97.0,1020.0,0.0,9.6,0.275862
2022-01-05 08:00:00,9.2,0.2,300.0,96.0,1020.0,11.2,9.8,0.275862
2022-01-05 09:00:00,9.2,0.0,310.0,95.0,1020.0,9.4,10.0,0.258621
2022-01-05 10:00:00,9.2,0.0,330.0,94.0,1020.0,7.6,10.1,0.241379
2022-01-05 11:00:00,9.2,0.1,360.0,93.0,1020.0,7.6,10.3,0.293103
2022-01-05 12:00:00,9.1,0.0,330.0,91.0,1020.0,11.2,10.5,0.344828
2022-01-05 13:00:00,8.8,0.0,360.0,90.0,1020.0,9.4,10.4,0.568966
2022-01-05 14:00:00,8.6,0.0,350.0,85.0,1020.0,7.6,11.0,0.534483
2022-01-05 15:00:00,8.6,0.0,20.0,75.0,1020.0,9.4,12.9,0.344828
2022-01-05 16:00:00,8.2,0.0,360.0,62.0,1019.0,14.8,15.4,0.189655
2022-01-05 17:00:00,7.6,0.0,300.0,55.0,1018.0,14.8,16.7,0.12069
2022-01-05 18:00:00,7.0,0.0,280.0,50.0,1017.0,14.8,17.5,0.103448
2022-01-05 19:00:00,7.0,0.0,280.0,50.0,1016.0,18.4,17.5,0.241379
2022-01-05 20:00:00,7.0,0.0,280.0,52.0,1016.0,13.0,16.9,0.293103
2022-01-05 21:00:00,6.5,0.0,290.0,44.0,1016.0,13.0,19.0,0.293103
2022-01-05 22:00:00,7.0,0.0,290.0,49.0,1016.0,14.8,17.9,0.396552
2022-01-05 23:00:00,7.8,0.0,360.0,61.0,1017.0,7.6,15.3,0.448276
2022-01-06 00:00:00,9.0,0.0,0.0,76.0,1017.0,0.0,13.1,0.5
2022-01-06 01:00:00,9.6,0.0,0.0,92.0,1017.0,0.0,10.8,0.241379
2022-01-06 02:00:00,8.5,0.0,0.0,96.0,1017.0,0.0,9.1,0.241379
2022-01-06 03:00:00,8.6,0.0,0.0,98.0,1017.0,0.0,8.9,0.241379
2022-01-06 04:00:00,7.4,0.0,0.0,100.0,1017.0,0.0,7.4,0.224138
2022-01-06 05:00:00,7.1,0.0,210.0,97.0,1016.0,5.4,7.5,0.224138
2022-01-06 06:00:00,7.1,0.0,0.0,97.0,1016.0,0.0,7.5,0.224138
2022-01-06 07:00:00,7.3,0.0,0.0,91.0,1017.0,0.0,6.0,0.206897
2022-01-06 08:00:00,6.5,0.0,290.0,92.0,1017.0,7.6,6.6,0.206897
2022-01-06 09:00:00,7.3,0.0,0.0,88.0,1017.0,0.0,6.3,0.206897
2022-01-06 10:00:00,7.3,0.0,0.0,91.0,1017.0,0.0,5.5,0.224138
2022-01-06 11:00:00,6.2,0.0,150.0,94.0,1017.0,5.4,5.1,0.258621
2022-01-06 12:00:00,5.9,0.0,90.0,96.0,1017.0,7.6,4.4,0.327586
2022-01-06 13:00:00,9.0,0.0,0.0,100.0,1017.0,0.0,4.8,0.534483
2022-01-06 14:00:00,8.6,0.0,100.0,100.0,1017.0,5.4,8.6,0.482759
2022-01-06 15:00:00,9.6,0.0,140.0,81.0,1017.0,9.4,12.8,0.310345
2022-01-06 16:00:00,9.5,0.0,150.0,63.0,1016.0,14.8,16.6,0.155172
2022-01-06 17:00:00,8.4,0.0,190.0,47.0,1014.0,16.6,20.1,0.12069
2022-01-06 18:00:00,8.0,0.0,210.0,43.0,1014.0,25.9,21.1,0.086207
2022-01-06 19:00:00,8.9,0.0,190.0,46.0,1013.0,20.5,21.0,0.310345
2022-01-06 20:00:00,10.4,0.0,210.0,53.0,1013.0,13.0,20.3,0.431034
2022-01-06 21:00:00,12.0,0.1,240.0,61.0,1014.0,14.8,19.7,0.465517
2022-01-06 22:00:00,14.6,0.6,230.0,82.0,1014.0,14.8,17.7,0.482759
2022-01-06 23:00:00,14.9,4.3,220.0,87.0,1013.0,7.6,15.6,0.465517
2022-01-07 00:00:00,15.3,1.0,140.0,91.0,1014.0,16.6,14.9,0.5
2022-01-07 01:00:00,15.7,0.5,180.0,93.0,1014.0,7.6,14.3,0.258621
2022-01-07 02:00:00,16.0,0.2,200.0,94.0,1014.0,9.4,14.2,0.224138
2022-01-07 03:00:00,15.8,0.1,210.0,93.0,1014.0,11.2,15.5,0.206897
2022-01-07 04:00:00,13.0,0.0,250.0,94.0,1016.0,11.2,15.9,0.189655
2022-01-07 05:00:00,13.3,0.0,340.0,94.0,1016.0,24.1,14.3,0.172414
2022-01-07 06:00:00,12.2,0.0,320.0,94.0,1018.0,18.4,13.1,0.172414
2022-01-07 07:00:00,7.7,0.0,350.0,82.0,1019.0,24.1,10.6,0.155172
2022-01-07 08:00:00,5.3,0.0,350.0,82.0,1020.0,18.4,8.2,0.172414
2022-01-07 09:00:00,3.9,0.0,350.0,84.0,1021.0,22.3,6.4,0.172414
2022-01-07 10:00:00,3.3,0.0,350.0,88.0,1022.0,14.8,5.1,0.189655
2022-01-07 11:00:00,2.7,0.0,360.0,89.0,1023.0,16.6,4.4,0.224138
2022-01-07 12:00:00,2.2,0.0,360.0,90.0,1023.0,14.8,3.7,0.310345
2022-01-07 13:00:00,1.6,0.0,10.0,88.0,1025.0,16.6,3.4,0.551724
2022-01-07 14:00:00,1.4,0.0,10.0,81.0,1026.0,18.4,4.4,0.517241
2022-01-07 15:00:00,1.0,0.0,40.0,70.0,1026.0,20.5,6.1,0.327586
2022-01-07 16:00:00,0.0,0.0,50.0,58.0,1025.0,20.5,7.8,0.189655
2022-01-07 17:00:00,-0.7,0.0,40.0,49.0,1025.0,14.8,9.5,0.12069
2022-01-07 18:00:00,-1.0,0.0,10.0,44.0,1023.0,16.6,10.8,0.086207
2022-01-07 19:00:00,-1.7,0.0,30.0,39.0,1023.0,20.5,11.8,0.068966
2022-01-07 20:00:00,-0.9,0.0,20.0,39.0,1023.0,11.2,12.7,0.068966
2022-01-07 21:00:00,-1.1,0.0,10.0,38.0,1023.0,13.0,12.9,0.12069
2022-01-07 22:00:00,-1.4,0.0,60.0,38.0,1024.0,14.8,12.6,0.258621
2022-01-07 23:00:00,0.3,0.0,70.0,52.0,1025.0,9.4,9.7,0.448276
2022-01-08 00:00:00,0.1,0.0,30.0,53.0,1025.0,7.6,9.2,0.517241
2022-01-08 01:00:00,2.6,0.0,0.0,71.0,1026.0,0.0,7.5,0.310345
2022-01-08 02:00:00,3.1,0.0,90.0,89.0,1026.0,5.4,4.8,0.275862
2022-01-08 03:00:00,2.3,0.0,80.0,82.0,1027.0,9.4,5.1,0.258621
2022-01-08 04:00:00,1.7,0.0,100.0,79.0,1027.0,7.6,5.0,0.275862
2022-01-08 05:00:00,0.7,0.0,40.0,71.0,1027.0,5.4,5.5,0.258621
2022-01-08 06:00:00,1.2,0.0,50.0,81.0,1027.0,7.6,4.2,0.241379
2022-01-08 07:00:00,0.9,0.0,60.0,82.0,1027.0,7.6,3.7,0.241379
2022-01-08 08:00:00,0.7,0.0,60.0,80.0,1027.0,13.0,3.8,0.258621
2022-01-08 09:00:00,0.8,0.0,60.0,84.0,1027.0,9.4,3.2,0.241379
2022-01-08 10:00:00,0.3,0.0,80.0,86.0,1028.0,7.6,2.4,0.258621
2022-01-08 11:00:00,0.0,0.0,70.0,84.0,1028.0,13.0,2.4,0.293103
2022-01-08 12:00:00,-0.2,0.0,60.0,85.0,1030.0,11.2,2.1,0.310345
2022-01-08 13:00:00,-0.6,0.0,60.0,81.0,1030.0,13.0,2.3,0.344828
2022-01-08 14:00:00,-0.1,0.0,60.0,72.0,1031.0,14.8,4.5,0.275862
2022-01-08 15:00:00,-0.5,0.0,80.0,57.0,1031.0,16.6,7.5,0.086207
2022-01-08 16:00:00,-0.2,0.0,80.0,47.0,1031.0,14.8,10.7,-0.017241
2022-01-08 17:00:00,0.7,0.0,90.0,40.0,1030.0,16.6,14.1,-0.12069
2022-01-08 18:00:00,3.2,0.0,80.0,42.0,1029.0,22.3,16.1,-0.224138
2022-01-08 19:00:00,5.8,0.0,70.0,45.0,1028.0,18.4,17.9,-0.258621
2022-01-08 20:00:00,6.8,0.0,60.0,47.0,1028.0,18.4,18.3,-0.189655
2022-01-08 21:00:00,8.0,0.0,90.0,54.0,1029.0,18.4,17.4,0.034483
2022-01-08 22:00:00,8.7,0.0,70.0,56.0,1029.0,14.8,17.6,0.155172
2022-01-08 23:00:00,9.2,0.0,70.0,69.0,1029.0,14.8,14.8,0.189655
2022-01-09 00:00:00,9.1,0.0,80.0,80.0,1030.0,13.0,12.5,0.241379
2022-01-09 01:00:00,9.4,0.0,80.0,87.0,1030.0,11.2,11.5,0.241379
2022-01-09 02:00:00,9.4,0.0,80.0,94.0,1030.0,14.8,10.3,0.241379
2022-01-09 03:00:00,10.0,0.0,90.0,96.0,1030.0,13.0,10.6,0.224138
2022-01-09 04:00:00,11.0,0.0,80.0,97.0,1030.0,13.0,11.5,0.224138
2022-01-09 05:00:00,10.0,0.0,80.0,86.0,1030.0,14.8,10.9,0.224138
2022-01-09 06:00:00,11.6,0.0,70.0,88.0,1029.0,16.6,11.0,0.189655
2022-01-09 07:00:00,11.5,0.0,80.0,92.0,1028.0,14.8,11.8,0.189655
2022-01-09 08:00:00,11.6,0.0,110.0,93.0,1027.0,18.4,11.8,0.189655
2022-01-09 09:00:00,11.7,0.0,100.0,93.0,1027.0,9.4,12.2,0.189655
2022-01-09 10:00:00,12.3,0.0,70.0,94.0,1028.0,7.6,11.5,0.189655
2022-01-09 11:00:00,13.0,0.0,80.0,93.0,1027.0,11.2,12.2,0.189655
2022-01-09 12:00:00,12.9,0.0,90.0,95.0,1027.0,13.0,12.0,0.206897
2022-01-09 13:00:00,12.8,0.0,90.0,99.0,1028.0,11.2,12.1,0.206897
2022-01-09 14:00:00,12.7,0.0,20.0,99.0,1028.0,7.6,12.9,0.206897
2022-01-09 15:00:00,13.6,0.0,0.0,96.0,1028.0,0.0,14.2,0.189655
2022-01-09 16:00:00,15.0,0.0,180.0,86.0,1027.0,13.0,17.4,0.103448
2022-01-09 17:00:00,16.2,0.0,180.0,80.0,1026.0,18.4,19.7,-0.017241
2022-01-09 18:00:00,16.6,0.0,190.0,72.0,1024.0,20.5,21.9,-0.189655
2022-01-09 19:00:00,17.2,0.0,190.0,67.0,1024.0,20.5,23.7,-0.224138
2022-01-09 20:00:00,17.5,0.0,200.0,61.0,1023.0,25.9,25.6,-0.103448
2022-01-09 21:00:00,17.8,0.0,190.0,69.0,1023.0,18.4,23.8,0.068966
2022-01-09 22:00:00,18.0,0.0,190.0,71.0,1023.0,16.6,23.6,0.12069
2022-01-09 23:00:00,18.3,0.0,200.0,79.0,1023.0,11.2,22.1,0.189655
2022-01-10 00:00:00,18.7,0.0,180.0,87.0,1023.0,9.4,20.9,0.224138
2022-01-10 01:00:00,18.9,3.1,190.0,93.0,1024.0,11.2,20.1,0.224138
2022-01-10 02:00:00,19.0,2.5,210.0,97.0,1024.0,11.2,19.5,0.224138
2022-01-10 03:00:00,17.0,0.4,220.0,100.0,1026.0,13.0,19.1,0.224138
2022-01-10 04:00:00,16.9,4.6,310.0,99.0,1026.0,24.1,17.1,0.206897
2022-01-10 05:00:00,17.0,5.6,120.0,98.0,1022.0,9.4,15.9,0.189655
2022-01-10 06:00:00,17.0,0.5,190.0,98.0,1023.0,13.0,15.9,0.172414
2022-01-10 07:00:00,17.0,0.0,260.0,98.0,1023.0,9.4,15.2,0.155172
2022-01-10 08:00:00,17.3,0.0,250.0,98.0,1023.0,7.6,15.0,0.155172
2022-01-10 09:00:00,17.9,0.0,240.0,99.0,1023.0,11.2,15.3,0.137931
2022-01-10 10:00:00,17.7,0.1,270.0,99.0,1023.0,7.6,15.5,0.155172
2022-01-10 11:00:00,16.9,0.0,270.0,96.0,1023.0,7.6,15.6,0.189655
2022-01-10 12:00:00,12.1,0.5,350.0,94.0,1025.0,20.5,14.1,0.241379
2022-01-10 13:00:00,12.0,0.0,360.0,94.0,1026.0,22.3,12.9,0.448276
2022-01-10 14:00:00,10.6,0.0,360.0,87.0,1027.0,24.1,12.7,0.5
2022-01-10 15:00:00,11.1,0.0,360.0,87.0,1028.0,24.1,13.2,0.396552
2022-01-10 16:00:00,7.8,0.0,340.0,74.0,1028.0,20.5,12.3,0.155172
2022-01-10 17:00:00,3.7,0.0,340.0,52.0,1027.0,22.3,13.4,0.155172
2022-01-10 18:00:00,1.7,0.0,360.0,44.0,1027.0,25.9,13.7,0.172414
2022-01-10 19:00:00,2.3,0.0,360.0,47.0,1026.0,18.4,13.4,0.206897
2022-01-10 20:00:00,1.2,0.0,360.0,41.0,1027.0,24.1,14.3,0.12069
2022-01-10 21:00:00,0.1,0.0,10.0,40.0,1027.0,24.1,13.4,0.293103
2022-01-10 22:00:00,0.0,0.0,20.0,40.0,1027.0,16.6,13.3,0.344828
2022-01-10 23:00:00,1.7,0.0,340.0,52.0,1028.0,9.4,11.2,0.5
2022-01-11 00:00:00,-0.2,0.0,350.0,51.0,1028.0,13.0,9.4,0.448276
2022-01-11 01:00:00,-1.2,0.0,350.0,51.0,1028.0,11.2,8.4,0.327586
2022-01-11 02:00:00,-1.8,0.0,350.0,51.0,1030.0,9.4,7.7,0.310345
2022-01-11 03:00:00,-3.0,0.0,10.0,48.0,1030.0,14.8,7.3,0.310345
2022-01-11 04:00:00,-3.9,0.0,10.0,47.0,1031.0,14.8,6.6,0.310345
2022-01-11 05:00:00,-4.1,0.0,10.0,49.0,1031.0,9.4,5.8,0.293103
2022-01-11 06:00:00,-4.6,0.0,20.0,48.0,1030.0,14.8,5.6,0.293103
2022-01-11 07:00:00,-4.2,0.0,20.0,53.0,1031.0,9.4,4.6,0.293103
2022-01-11 08:00:00,-3.9,0.0,20.0,57.0,1031.0,9.4,3.8,0.293103
2022-01-11 09:00:00,-3.8,0.0,360.0,61.0,1031.0,7.6,3.0,0.275862
2022-01-11 10:00:00,-3.6,0.0,360.0,64.0,1031.0,7.6,2.5,0.293103
2022-01-11 11:00:00,-3.6,0.0,340.0,66.0,1032.0,7.6,2.1,0.327586
2022-01-11 12:00:00,-3.5,0.0,0.0,69.0,1032.0,0.0,1.6,0.413793
2022-01-11 13:00:00,-4.1,0.0,350.0,64.0,1033.0,7.6,2.0,0.637931
2022-01-11 14:00:00,-3.5,0.0,10.0,58.0,1033.0,11.2,4.0,0.586207
2022-01-11 15:00:00,-6.0,0.0,30.0,41.0,1033.0,24.1,6.3,0.362069
2022-01-11 16:00:00,-6.0,0.0,60.0,36.0,1032.0,22.3,8.2,0.241379
2022-01-11 17:00:00,-4.6,0.0,80.0,36.0,1032.0,20.5,9.8,0.12069
2022-01-11 18:00:00,-4.3,0.0,50.0,35.0,1031.0,11.2,10.5,0.086207
2022-01-11 19:00:00,-3.1,0.0,60.0,35.0,1030.0,16.6,11.9,-0.034483
2022-01-11 20:00:00,-2.3,0.0,80.0,36.0,1030.0,13.0,12.4,-0.12069
2022-01-11 21:00:00,-2.6,0.0,70.0,35.0,1029.0,14.8,12.5,-0.034483
2022-01-11 22:00:00,-1.8,0.0,60.0,38.0,1030.0,16.6,12.1,0.068966
2022-01-11 23:00:00,-1.4,0.0,50.0,46.0,1030.0,13.0,9.7,0.258621
2022-01-12 00:00:00,0.3,0.0,30.0,59.0,1031.0,11.2,7.8,0.327586
2022-01-12 01:00:00,-0.1,0.0,40.0,61.0,1031.0,11.2,6.9,0.344828
2022-01-12 02:00:00,-0.2,0.0,30.0,63.0,1031.0,13.0,6.3,0.362069
2022-01-12 03:00:00,-0.6,0.0,30.0,65.0,1031.0,11.2,5.5,0.344828
2022-01-12 04:00:00,-0.3,0.0,60.0,72.0,1031.0,5.4,4.3,0.310345
2022-01-12 05:00:00,-0.2,0.0,60.0,78.0,1029.0,9.4,3.3,0.327586
2022-01-12 06:00:00,-0.1,0.0,60.0,78.0,1029.0,9.4,3.4,0.310345
2022-01-12 07:00:00,0.8,0.0,70.0,83.0,1028.0,11.2,3.4,0.310345
2022-01-12 08:00:00,1.0,0.0,40.0,84.0,1029.0,7.6,3.4,0.310345
2022-01-12 09:00:00,2.2,0.0,20.0,91.0,1028.0,7.6,3.5,0.293103
2022-01-12 10:00:00,2.3,0.0,60.0,91.0,1029.0,11.2,3.6,0.310345
2022-01-12 11:00:00,2.4,0.0,40.0,87.0,1028.0,11.2,4.4,0.344828
2022-01-12 12:00:00,2.2,0.0,30.0,90.0,1029.0,9.4,3.7,0.431034
2022-01-12 13:00:00,2.2,0.0,40.0,91.0,1029.0,7.6,3.5,0.465517
2022-01-12 14:00:00,2.0,0.0,60.0,81.0,1028.0,13.0,5.0,0.413793
2022-01-12 15:00:00,2.8,0.0,50.0,78.0,1028.0,11.2,6.4,0.37931
2022-01-12 16:00:00,3.6,0.0,60.0,73.0,1027.0,13.0,8.2,0.206897
2022-01-12 17:00:00,4.1,0.0,60.0,61.0,1026.0,14.8,11.4,0.0
2022-01-12 18:00:00,5.2,0.0,30.0,56.0,1024.0,9.4,13.8,0.12069
2022-01-12 19:00:00,5.9,0.0,40.0,58.0,1024.0,5.4,14.0,0.103448
2022-01-12 20:00:00,6.0,0.0,50.0,57.0,1023.0,11.2,14.4,0.103448
2022-01-12 21:00:00,6.4,0.0,20.0,59.0,1023.0,5.4,14.3,0.224138
2022-01-12 22:00:00,6.5,0.0,10.0,59.0,1023.0,7.6,14.4,0.224138
2022-01-12 23:00:00,6.9,0.0,30.0,67.0,1023.0,5.4,12.9,0.275862
2022-01-13 00:00:00,7.3,0.0,60.0,74.0,1023.0,9.4,11.8,0.293103
2022-01-13 01:00:00,7.7,0.0,40.0,79.0,1023.0,9.4,11.2,0.310345
2022-01-13 02:00:00,8.0,0.0,320.0,86.0,1023.0,7.6,10.2,0.293103
2022-01-13 03:00:00,7.9,0.0,0.0,92.0,1022.0,0.0,9.1,0.293103
2022-01-13 04:00:00,6.7,0.0,0.0,97.0,1022.0,0.0,7.1,0.275862
2022-01-13 05:00:00,6.0,0.0,0.0,97.0,1021.0,0.0,6.4,0.258621
2022-01-13 06:00:00,4.9,0.0,320.0,89.0,1021.0,7.6,5.9,0.241379
2022-01-13 07:00:00,5.2,0.0,290.0,84.0,1021.0,5.4,5.3,0.241379
2022-01-13 08:00:00,4.9,0.0,0.0,86.0,1020.0,0.0,4.4,0.258621
2022-01-13 09:00:00,4.5,0.0,300.0,95.0,1020.0,7.6,4.2,0.241379
2022-01-13 10:00:00,4.1,0.0,310.0,95.0,1020.0,5.4,4.4,0.258621
2022-01-13 11:00:00,3.7,0.0,0.0,95.0,1020.0,0.0,4.2,0.293103
