# observation_id: 8db7d9ce-f3b2-11ed-a4f1-42ea8684a302,,
# metadata: https://api.forecastarbiter.com/observations/8db7d9ce-f3b2-11ed-a4f1-42ea8684a302/metadata,,
timestamp,value,quality_flag
20220107T13:00:00+0000,0.473015,16402
20220107T14:00:00+0000,0.53611,16402
20220107T15:00:00+0000,0.579605,16402
20220107T16:00:00+0000,0.601457,16402
20220107T17:00:00+0000,0.617996,16386
20220107T18:00:00+0000,0.617643,16386
20220107T19:00:00+0000,0.612862,16386
20220107T20:00:00+0000,0.60714,16386
20220107T21:00:00+0000,0.507764,16386
20220107T22:00:00+0000,0.552439,16386
20220107T23:00:00+0000,0.603664,16386
20220108T00:00:00+0000,0.642261,16386
20220108T01:00:00+0000,0.678798,16386
20220108T02:00:00+0000,0.681176,16402
20220108T03:00:00+0000,0.649964,16402
20220108T04:00:00+0000,0.619486,16402
20220108T05:00:00+0000,0.5699,16402
20220108T06:00:00+0000,0.541069,16402
20220108T07:00:00+0000,0.492131,16402
20220108T08:00:00+0000,0.486392,16402
20220108T09:00:00+0000,0.469082,16402
20220108T10:00:00+0000,0.459612,16402
20220108T11:00:00+0000,0.46647,16402
20220108T12:00:00+0000,0.485495,16402
20220108T13:00:00+0000,0.514473,16402
20220108T14:00:00+0000,0.559298,16402
20220108T15:00:00+0000,0.618068,16402
20220108T16:00:00+0000,0.65814,16402
20220108T17:00:00+0000,0.681349,16386
20220108T18:00:00+0000,0.657187,16386
20220108T19:00:00+0000,0.568604,16386
20220108T20:00:00+0000,0.468477,16386
20220108T21:00:00+0000,0.432577,16386
20220108T22:00:00+0000,0.451817,16386
20220108T23:00:00+0000,0.504599,16386
20220109T00:00:00+0000,0.565232,16386
20220109T01:00:00+0000,0.633171,16386
20220109T02:00:00+0000,0.639607,16402
20220109T03:00:00+0000,0.645026,16402
20220109T04:00:00+0000,0.619577,16402
20220109T05:00:00+0000,0.593267,16402
20220109T06:00:00+0000,0.556188,16402
20220109T07:00:00+0000,0.530756,16402
20220109T08:00:00+0000,0.510488,16402
20220109T09:00:00+0000,0.508062,16402
20220109T10:00:00+0000,0.517208,16402
20220109T11:00:00+0000,0.524458,16402
20220109T12:00:00+0000,0.552464,16402
20220109T13:00:00+0000,0.607797,16402
20220109T14:00:00+0000,0.66313,18450
20220109T15:00:00+0000,0.700218,16402
20220109T16:00:00+0000,0.727181,16402
20220109T17:00:00+0000,0.697612,16386
20220109T18:00:00+0000,0.623907,16386
20220109T19:00:00+0000,0.521549,16386
20220109T20:00:00+0000,0.483856,16386
20220109T21:00:00+0000,0.437021,16386
20220109T22:00:00+0000,0.483288,16386
20220109T23:00:00+0000,0.518503,16386
20220110T00:00:00+0000,0.597037,16386
20220110T01:00:00+0000,0.679228,16386
20220110T02:00:00+0000,0.695897,16402
20220110T03:00:00+0000,0.707773,16402
20220110T04:00:00+0000,0.659698,16402
20220110T05:00:00+0000,0.608046,16402
20220110T06:00:00+0000,0.54241,16402
20220110T07:00:00+0000,0.523021,16402
20220110T08:00:00+0000,0.504273,16402
20220110T09:00:00+0000,0.499625,16402
20220110T10:00:00+0000,0.506373,16402
20220110T11:00:00+0000,0.526084,16402
20220110T12:00:00+0000,0.5509,16402
20220110T13:00:00+0000,0.641501,16402
20220110T14:00:00+0000,0.716631,16402
20220110T15:00:00+0000,0.769943,16402
20220110T16:00:00+0000,0.772815,16402
20220110T17:00:00+0000,0.751732,16386
20220110T18:00:00+0000,0.751232,16386
20220110T19:00:00+0000,0.734415,16386
20220110T20:00:00+0000,0.670593,16386
20220110T21:00:00+0000,0.550414,16386
20220110T22:00:00+0000,0.616458,16386
20220110T23:00:00+0000,0.638888,16386
20220111T00:00:00+0000,0.662053,16386
20220111T01:00:00+0000,0.711387,16386
20220111T02:00:00+0000,0.702753,16402
20220111T03:00:00+0000,0.668519,16402
20220111T04:00:00+0000,0.637455,16402
20220111T05:00:00+0000,0.579501,16402
20220111T06:00:00+0000,0.521006,16402
20220111T07:00:00+0000,0.486512,16402
20220111T08:00:00+0000,0.455633,16402
20220111T09:00:00+0000,0.440965,16402
20220111T10:00:00+0000,0.440545,16402
20220111T11:00:00+0000,0.448428,16402
20220111T12:00:00+0000,0.46065,16402
20220111T13:00:00+0000,0.526505,16402
20220111T14:00:00+0000,0.599431,16402
20220111T15:00:00+0000,0.629654,16402
20220111T16:00:00+0000,0.610746,16402
20220111T17:00:00+0000,0.621611,16386
20220111T18:00:00+0000,0.61595,16386
20220111T19:00:00+0000,0.597281,16386
20220111T20:00:00+0000,0.599,16386
20220111T21:00:00+0000,0.577765,16386
20220111T22:00:00+0000,0.572146,16386
20220111T23:00:00+0000,0.567987,16386
20220112T00:00:00+0000,0.602923,16386
20220112T01:00:00+0000,0.615377,16386
20220112T02:00:00+0000,0.626721,16402
20220112T03:00:00+0000,0.599846,16402
20220112T04:00:00+0000,0.569011,16402
20220112T05:00:00+0000,0.500859,16402
20220112T06:00:00+0000,0.445031,16402
20220112T07:00:00+0000,0.408989,16402
20220112T08:00:00+0000,0.385411,16402
20220112T09:00:00+0000,0.367278,16402
20220112T10:00:00+0000,0.364344,16402
20220112T11:00:00+0000,0.356193,16402
20220112T12:00:00+0000,0.376292,16402
20220112T13:00:00+0000,0.442794,16402
20220112T14:00:00+0000,0.51015,16402
20220112T15:00:00+0000,0.5454,16402
20220112T16:00:00+0000,0.549738,16402
20220112T17:00:00+0000,0.529436,16386
20220112T18:00:00+0000,0.51149,16386
20220112T19:00:00+0000,0.425644,16386
20220112T20:00:00+0000,0.418728,16386
20220112T21:00:00+0000,0.379565,16386
20220112T22:00:00+0000,0.435544,16386
20220112T23:00:00+0000,0.463158,16386
20220113T00:00:00+0000,0.493323,16386
20220113T01:00:00+0000,0.549594,16386
20220113T02:00:00+0000,0.585293,16402
20220113T03:00:00+0000,0.583653,16402
20220113T04:00:00+0000,0.577732,16402
20220113T05:00:00+0000,0.521807,16402
20220113T06:00:00+0000,0.471655,16402
20220113T07:00:00+0000,0.420924,16402
20220113T08:00:00+0000,0.412114,16402
20220113T09:00:00+0000,0.403055,16402
20220113T10:00:00+0000,0.395416,16402
20220113T11:00:00+0000,0.399386,16402
20220113T12:00:00+0000,0.419682,16402
20220113T13:00:00+0000,0.480145,16402
20220113T14:00:00+0000,0.550304,16402
20220113T15:00:00+0000,0.579396,16402
20220113T16:00:00+0000,0.580318,16402
20220113T17:00:00+0000,0.59199,16386
20220113T18:00:00+0000,0.587218,16386
20220113T19:00:00+0000,0.595562,16386
20220113T20:00:00+0000,0.575315,16386
20220113T21:00:00+0000,0.555752,16386
20220113T22:00:00+0000,0.546392,16386
20220113T23:00:00+0000,0.533529,16386
20220114T00:00:00+0000,0.563431,16386
20220114T01:00:00+0000,0.598762,16386
20220114T02:00:00+0000,0.601447,16402
20220114T03:00:00+0000,0.571955,16402
20220114T04:00:00+0000,0.540567,16402
20220114T05:00:00+0000,0.486203,16402
20220114T06:00:00+0000,0.453722,16402
20220114T07:00:00+0000,0.419568,16402
20220114T08:00:00+0000,0.397717,16402
20220114T09:00:00+0000,0.381942,16402
20220114T10:00:00+0000,0.382495,16402
20220114T11:00:00+0000,0.388047,16402
20220114T12:00:00+0000,0.41382,16402
20220114T13:00:00+0000,0.465165,16402
20220114T14:00:00+0000,0.501801,16402
20220114T15:00:00+0000,0.553665,16402
20220114T16:00:00+0000,0.557737,16402
20220114T17:00:00+0000,0.532407,16386
20220114T18:00:00+0000,0.502282,16386
20220114T19:00:00+0000,0.50052,16386
20220114T20:00:00+0000,0.521737,16386
20220114T21:00:00+0000,0.509815,16386
20220114T22:00:00+0000,0.427501,16386
20220114T23:00:00+0000,0.441974,16386
20220115T00:00:00+0000,0.49093,16386
20220115T01:00:00+0000,0.55557,16386
20220115T02:00:00+0000,0.564776,16402
20220115T03:00:00+0000,0.561616,16402
20220115T04:00:00+0000,0.555185,16402
20220115T05:00:00+0000,0.524271,16402
20220115T06:00:00+0000,0.499694,16402
20220115T07:00:00+0000,0.478117,16402
20220115T08:00:00+0000,0.456482,16402
20220115T09:00:00+0000,0.446589,16402
20220115T10:00:00+0000,0.442833,16402
20220115T11:00:00+0000,0.459637,16402
20220115T12:00:00+0000,0.498093,16402
20220115T13:00:00+0000,0.515058,16402
20220115T14:00:00+0000,0.578363,16402
20220115T15:00:00+0000,0.641087,16402
20220115T16:00:00+0000,0.701902,16402
20220115T17:00:00+0000,0.70199,16386
20220115T18:00:00+0000,0.694341,16386
20220115T19:00:00+0000,0.652602,16386
20220115T20:00:00+0000,0.600838,16386
20220115T21:00:00+0000,0.560322,16386
20220115T22:00:00+0000,0.537647,16386
20220115T23:00:00+0000,0.564799,16386
20220116T00:00:00+0000,0.593092,16386
20220116T01:00:00+0000,0.639463,16386
20220116T02:00:00+0000,0.636974,16402
20220116T03:00:00+0000,0.625856,16402
20220116T04:00:00+0000,0.610232,16402
20220116T05:00:00+0000,0.577793,16402
20220116T06:00:00+0000,0.536768,16402
20220116T07:00:00+0000,0.500278,16402
20220116T08:00:00+0000,0.467893,16402
20220116T09:00:00+0000,0.451796,16402
20220116T10:00:00+0000,0.458211,16402
20220116T11:00:00+0000,0.464203,16402
20220116T12:00:00+0000,0.481246,16402
20220116T13:00:00+0000,0.513697,16402
20220116T14:00:00+0000,0.546045,16402
20220116T15:00:00+0000,0.60187,16402
20220116T16:00:00+0000,0.638289,16402
20220116T17:00:00+0000,0.679423,16386
20220116T18:00:00+0000,0.65041,16386
20220116T19:00:00+0000,0.596856,16386
20220116T20:00:00+0000,0.531687,16386
20220116T21:00:00+0000,0.441184,16386
20220116T22:00:00+0000,0.447241,16386
20220116T23:00:00+0000,0.516624,16386
20220117T00:00:00+0000,0.57745,16386
20220117T01:00:00+0000,0.631999,16386
20220117T02:00:00+0000,0.633229,16402
20220117T03:00:00+0000,0.617803,16402
20220117T04:00:00+0000,0.611155,16402
20220117T05:00:00+0000,0.575762,16402
20220117T06:00:00+0000,0.516133,16402
20220117T07:00:00+0000,0.476186,16402
20220117T08:00:00+0000,0.449461,16402
20220117T09:00:00+0000,0.441143,16402
20220117T10:00:00+0000,0.438285,16402
20220117T11:00:00+0000,0.446492,16402
20220117T12:00:00+0000,0.472967,16402
20220117T13:00:00+0000,0.528363,16402
20220117T14:00:00+0000,0.584552,16402
20220117T15:00:00+0000,0.631008,16402
20220117T16:00:00+0000,0.651646,16402
20220117T17:00:00+0000,0.651578,16386
20220117T18:00:00+0000,0.664657,16386
20220117T19:00:00+0000,0.668578,16386
20220117T20:00:00+0000,0.652669,16386
20220117T21:00:00+0000,0.647642,16386
20220117T22:00:00+0000,0.636323,16386
20220117T23:00:00+0000,0.630599,16386
20220118T00:00:00+0000,0.670858,16386
20220118T01:00:00+0000,0.719567,16386
20220118T02:00:00+0000,0.711868,16402
20220118T03:00:00+0000,0.694597,16402
20220118T04:00:00+0000,0.656237,16402
20220118T05:00:00+0000,0.581677,16402
20220118T06:00:00+0000,0.526282,16402
20220118T07:00:00+0000,0.485924,16402
20220118T08:00:00+0000,0.46078,16402
20220118T09:00:00+0000,0.447844,16402
20220118T10:00:00+0000,0.455166,16402
20220118T11:00:00+0000,0.452199,16402
20220118T12:00:00+0000,0.491464,16402
20220118T13:00:00+0000,0.552705,16402
20220118T14:00:00+0000,0.629889,16402
20220118T15:00:00+0000,0.651265,16402
20220118T16:00:00+0000,0.647202,16402
20220118T17:00:00+0000,0.618562,16386
20220118T18:00:00+0000,0.611022,16386
20220118T19:00:00+0000,0.596458,16386
20220118T20:00:00+0000,0.586303,16386
20220118T21:00:00+0000,0.579904,16386
20220118T22:00:00+0000,0.558704,16386
20220118T23:00:00+0000,0.568252,16386
20220119T00:00:00+0000,0.597487,16386
20220119T01:00:00+0000,0.63851,16386
20220119T02:00:00+0000,0.643956,16402
20220119T03:00:00+0000,0.610157,16402
20220119T04:00:00+0000,0.574214,16402
20220119T05:00:00+0000,0.533266,16402
20220119T06:00:00+0000,0.471749,16402
20220119T07:00:00+0000,0.418054,16402
20220119T08:00:00+0000,0.404099,16402
20220119T09:00:00+0000,0.39408,16402
20220119T10:00:00+0000,0.393958,16402
20220119T11:00:00+0000,0.398718,16402
20220119T12:00:00+0000,0.417478,16402
20220119T13:00:00+0000,0.482151,16402
20220119T14:00:00+0000,0.548798,16402
20220119T15:00:00+0000,0.589606,16402
20220119T16:00:00+0000,0.594731,16402
20220119T17:00:00+0000,0.596369,16386
20220119T18:00:00+0000,0.574944,16386
20220119T19:00:00+0000,0.568976,16386
20220119T20:00:00+0000,0.575408,16386
20220119T21:00:00+0000,0.554085,16386
20220119T22:00:00+0000,0.540615,16386
20220119T23:00:00+0000,0.539728,16386
20220120T00:00:00+0000,0.570596,16386
20220120T01:00:00+0000,0.591538,16386
20220120T02:00:00+0000,0.605004,16402
20220120T03:00:00+0000,0.590747,16402
20220120T04:00:00+0000,0.55732,16402
20220120T05:00:00+0000,0.502562,16402
20220120T06:00:00+0000,0.446935,16402
20220120T07:00:00+0000,0.395557,16402
20220120T08:00:00+0000,0.368565,16402
20220120T09:00:00+0000,0.354077,16402
20220120T10:00:00+0000,0.344222,16402
20220120T11:00:00+0000,0.345425,16402
20220120T12:00:00+0000,0.372448,16402
20220120T13:00:00+0000,0.414667,16402
20220120T14:00:00+0000,0.485195,16402
20220120T15:00:00+0000,0.526553,16402
20220120T16:00:00+0000,0.525577,16402
20220120T17:00:00+0000,0.526592,16386
20220120T18:00:00+0000,0.521747,16386
20220120T19:00:00+0000,0.462031,16386
20220120T20:00:00+0000,0.374294,16386
20220120T21:00:00+0000,0.381561,16386
20220120T22:00:00+0000,0.387356,16386
20220120T23:00:00+0000,0.417369,16386
20220121T00:00:00+0000,0.496867,16386
20220121T01:00:00+0000,0.572842,16386
20220121T02:00:00+0000,0.595854,16402
20220121T03:00:00+0000,0.575223,16402
20220121T04:00:00+0000,0.560158,16402
20220121T05:00:00+0000,0.516115,16402
20220121T06:00:00+0000,0.476125,16402
20220121T07:00:00+0000,0.451389,16402
20220121T08:00:00+0000,0.433652,16402
20220121T09:00:00+0000,0.42855,16402
20220121T10:00:00+0000,0.443161,16402
20220121T11:00:00+0000,0.464377,16402
20220121T12:00:00+0000,0.496322,16402
20220121T13:00:00+0000,0.560315,16402
20220121T14:00:00+0000,0.645529,16402
20220121T15:00:00+0000,0.69751,16402
20220121T16:00:00+0000,0.662395,16402
20220121T17:00:00+0000,0.662501,16386
20220121T18:00:00+0000,0.554782,16386
20220121T19:00:00+0000,0.472275,16386
20220121T20:00:00+0000,0.530373,16386
20220121T21:00:00+0000,0.530732,16386
20220121T22:00:00+0000,0.466255,16386
20220121T23:00:00+0000,0.475374,16386
20220122T00:00:00+0000,0.555282,16386
20220122T01:00:00+0000,0.611896,16386
20220122T02:00:00+0000,0.610839,16402
20220122T03:00:00+0000,0.594569,16402
20220122T04:00:00+0000,0.579965,16402
20220122T05:00:00+0000,0.531092,16402
20220122T06:00:00+0000,0.489592,16402
20220122T07:00:00+0000,0.449923,16402
20220122T08:00:00+0000,0.412374,16402
20220122T09:00:00+0000,0.398606,16402
20220122T10:00:00+0000,0.403739,16402
20220122T11:00:00+0000,0.409216,16402
20220122T12:00:00+0000,0.429916,16402
20220122T13:00:00+0000,0.472516,16402
20220122T14:00:00+0000,0.513599,16402
20220122T15:00:00+0000,0.551786,16402
20220122T16:00:00+0000,0.597183,16402
20220122T17:00:00+0000,0.627813,16386
20220122T18:00:00+0000,0.639306,16386
20220122T19:00:00+0000,0.617096,16386
20220122T20:00:00+0000,0.563945,16386
20220122T21:00:00+0000,0.411563,16386
20220122T22:00:00+0000,0.401717,16386
20220122T23:00:00+0000,0.458534,16386
20220123T00:00:00+0000,0.50695,16386
20220123T01:00:00+0000,0.579614,16386
20220123T02:00:00+0000,0.59163,16402
20220123T03:00:00+0000,0.586102,16402
20220123T04:00:00+0000,0.579968,16402
20220123T05:00:00+0000,0.555148,16402
20220123T06:00:00+0000,0.539018,16402
20220123T07:00:00+0000,0.506463,16402
20220123T08:00:00+0000,0.492112,16402
20220123T09:00:00+0000,0.494561,16402
20220123T10:00:00+0000,0.486815,16402
20220123T11:00:00+0000,0.504593,16402
20220123T12:00:00+0000,0.535766,16402
20220123T13:00:00+0000,0.569595,16402
20220123T14:00:00+0000,0.631269,16402
20220123T15:00:00+0000,0.684429,16402
20220123T16:00:00+0000,0.709496,16402
20220123T17:00:00+0000,0.672371,16386
20220123T18:00:00+0000,0.55179,16386
20220123T19:00:00+0000,0.479364,16386
20220123T20:00:00+0000,0.433753,16386
20220123T21:00:00+0000,0.404556,16386
20220123T22:00:00+0000,0.418675,16386
20220123T23:00:00+0000,0.500272,16386
20220124T00:00:00+0000,0.554182,16386
20220124T01:00:00+0000,0.63803,16386
20220124T02:00:00+0000,0.670568,16402
20220124T03:00:00+0000,0.682898,16402
20220124T04:00:00+0000,0.657626,16402
20220124T05:00:00+0000,0.609524,16402
20220124T06:00:00+0000,0.56651,16402
20220124T07:00:00+0000,0.523411,16402
20220124T08:00:00+0000,0.510027,16402
20220124T09:00:00+0000,0.514754,16402
20220124T10:00:00+0000,0.516519,16402
20220124T11:00:00+0000,0.532812,16402
20220124T12:00:00+0000,0.572008,16402
20220124T13:00:00+0000,0.636509,16402
20220124T14:00:00+0000,0.74514,16402
20220124T15:00:00+0000,0.773287,16402
20220124T16:00:00+0000,0.753273,16402
20220124T17:00:00+0000,0.750695,16386
20220124T18:00:00+0000,0.724991,16386
20220124T19:00:00+0000,0.728752,16386
20220124T20:00:00+0000,0.712336,16386
20220124T21:00:00+0000,0.689447,16386
20220124T22:00:00+0000,0.662028,16386
20220124T23:00:00+0000,0.660328,16386
20220125T00:00:00+0000,0.698979,16386
20220125T01:00:00+0000,0.753337,16386
20220125T02:00:00+0000,0.752613,16402
20220125T03:00:00+0000,0.735917,16402
20220125T04:00:00+0000,0.694138,16402
20220125T05:00:00+0000,0.646618,16402
20220125T06:00:00+0000,0.573278,16402
20220125T07:00:00+0000,0.533113,16402
20220125T08:00:00+0000,0.526388,16402
20220125T09:00:00+0000,0.531515,16402
20220125T10:00:00+0000,0.531623,16402
20220125T11:00:00+0000,0.558222,16402
20220125T12:00:00+0000,0.60738,16402
20220125T13:00:00+0000,0.690208,16402
20220125T14:00:00+0000,0.793421,16402
20220125T15:00:00+0000,0.819183,16402
20220125T16:00:00+0000,0.769097,16402
20220125T17:00:00+0000,0.675223,16386
20220125T18:00:00+0000,0.543045,16386
20220125T19:00:00+0000,0.468823,16386
20220125T20:00:00+0000,0.418147,16386
20220125T21:00:00+0000,0.40362,16386
20220125T22:00:00+0000,0.390621,16386
20220125T23:00:00+0000,0.434457,16386
20220126T00:00:00+0000,0.513288,16386
20220126T01:00:00+0000,0.618021,16386
20220126T02:00:00+0000,0.66552,16402
20220126T03:00:00+0000,0.677486,16402
20220126T04:00:00+0000,0.653175,16402
20220126T05:00:00+0000,0.621515,16402
20220126T06:00:00+0000,0.560957,16402
20220126T07:00:00+0000,0.525226,16402
20220126T08:00:00+0000,0.529662,16402
20220126T09:00:00+0000,0.549233,16402
20220126T10:00:00+0000,0.552806,16402
20220126T11:00:00+0000,0.58184,16402
20220126T12:00:00+0000,0.634695,16402
20220126T13:00:00+0000,0.727642,16402
20220126T14:00:00+0000,0.82683,16402
20220126T15:00:00+0000,0.87072,16402
20220126T16:00:00+0000,0.813434,16402
20220126T17:00:00+0000,0.685793,16386
20220126T18:00:00+0000,0.572787,16386
20220126T19:00:00+0000,0.489791,16386
20220126T20:00:00+0000,0.447955,16386
20220126T21:00:00+0000,0.414714,16386
20220126T22:00:00+0000,0.4351,16386
20220126T23:00:00+0000,0.489969,16386
20220127T00:00:00+0000,0.570188,16386
20220127T01:00:00+0000,0.652192,16386
20220127T02:00:00+0000,0.687606,16402
20220127T03:00:00+0000,0.687151,16402
20220127T04:00:00+0000,0.684403,16402
20220127T05:00:00+0000,0.629739,16402
20220127T06:00:00+0000,0.579865,16402
20220127T07:00:00+0000,0.538711,16402
20220127T08:00:00+0000,0.531557,16402
20220127T09:00:00+0000,0.522661,16402
20220127T10:00:00+0000,0.530743,16402
20220127T11:00:00+0000,0.552596,16402
20220127T12:00:00+0000,0.586442,16402
20220127T13:00:00+0000,0.659407,16402
20220127T14:00:00+0000,0.765163,16402
20220127T15:00:00+0000,0.790629,16402
20220127T16:00:00+0000,0.726768,16402
20220127T17:00:00+0000,0.620341,16386
20220127T18:00:00+0000,0.51219,16386
20220127T19:00:00+0000,0.453895,16386
20220127T20:00:00+0000,0.403391,16386
20220127T21:00:00+0000,0.384291,16386
20220127T22:00:00+0000,0.397604,16386
20220127T23:00:00+0000,0.456995,16386
20220128T00:00:00+0000,0.529607,16386
20220128T01:00:00+0000,0.607253,16386
20220128T02:00:00+0000,0.656883,16402
20220128T03:00:00+0000,0.655924,16402
20220128T04:00:00+0000,0.645159,16402
20220128T05:00:00+0000,0.599695,16402
20220128T06:00:00+0000,0.540291,16402
20220128T07:00:00+0000,0.519212,16402
20220128T08:00:00+0000,0.503852,16402
20220128T09:00:00+0000,0.513374,16402
20220128T10:00:00+0000,0.51829,16402
20220128T11:00:00+0000,0.536251,16402
20220128T12:00:00+0000,0.565057,16402
20220128T13:00:00+0000,0.632373,16402
20220128T14:00:00+0000,0.720256,16402
20220128T15:00:00+0000,0.778491,16402
20220128T16:00:00+0000,0.741731,16402
20220128T17:00:00+0000,0.674919,16386
