DT,dwpt,rhum,wdir,Amity,pres,temp,wspd,prcp
2022-01-02 04:00:00,-3.3,85.0,340.0,0.78834,1022.9,-1.1,9.4,0.0
2022-01-02 05:00:00,-2.8,85.0,0.0,0.741449,1022.6,-0.6,0.0,0.0
2022-01-02 06:00:00,-2.8,88.0,0.0,0.706105,1022.0,-1.1,0.0,0.0
2022-01-02 07:00:00,-2.8,88.0,0.0,0.672697,1021.4,-1.1,0.0,0.0
2022-01-02 08:00:00,-2.8,88.0,0.0,0.645525,1021.0,-1.1,0.0,0.0
2022-01-02 09:00:00,-3.3,89.0,0.0,0.609595,1020.3,-1.7,0.0,0.0
2022-01-02 10:00:00,-3.3,89.0,0.0,0.616228,1020.0,-1.7,0.0,0.0
2022-01-02 11:00:00,-2.2,92.0,0.0,0.616485,1019.3,-1.1,0.0,0.0
2022-01-02 12:00:00,-2.2,89.0,0.0,0.635137,1018.7,-0.6,0.0,0.0
2022-01-02 13:00:00,-2.2,89.0,0.0,0.669157,1017.7,-0.6,0.0,0.0
2022-01-02 14:00:00,-1.8,88.0,0.0,0.703446,1017.3,0.0,0.0,0.0
2022-01-02 15:00:00,-1.8,88.0,20.0,0.733548,1016.8,0.0,5.4,0.0
2022-01-02 16:00:00,-1.8,88.0,0.0,0.76472,1016.1,0.0,0.0,0.0
2022-01-02 17:00:00,-1.2,88.0,340.0,0.778277,1015.1,0.6,5.4,0.0
2022-01-02 18:00:00,-0.7,88.0,340.0,0.772386,1014.3,1.1,5.4,0.0
2022-01-02 19:00:00,0.0,79.0,120.0,0.717208,1013.3,3.3,5.4,0.0
2022-01-02 20:00:00,-1.2,53.0,190.0,0.690983,1011.9,7.8,24.1,0.0
2022-01-02 21:00:00,-1.0,50.0,190.0,0.71126,1010.7,8.9,33.5,0.0
2022-01-02 22:00:00,0.1,54.0,190.0,0.730033,1009.7,8.9,33.5,0.3
2022-01-02 23:00:00,0.1,54.0,190.0,0.731476,1008.4,8.9,27.7,1.9
2022-01-03 00:00:00,1.7,63.0,190.0,0.749747,1007.5,8.3,40.7,0.3
2022-01-03 01:00:00,1.1,56.0,180.0,0.777337,1005.9,9.4,37.1,0.3
2022-01-03 02:00:00,0.6,54.0,190.0,0.756927,1004.6,9.4,37.1,0.3
2022-01-03 03:00:00,2.7,68.0,190.0,0.736766,1003.5,8.3,33.5,0.8
2022-01-03 04:00:00,2.9,66.0,190.0,0.705482,1002.7,8.9,40.7,2.3
2022-01-03 05:00:00,3.9,74.0,200.0,0.645611,1001.6,8.3,31.7,0.3
2022-01-03 06:00:00,3.9,71.0,190.0,0.583563,1000.4,8.9,35.3,0.3
2022-01-03 07:00:00,5.1,77.0,200.0,0.535251,999.9,8.9,44.6,0.8
2022-01-03 08:00:00,5.0,86.0,260.0,0.483606,1000.0,7.2,18.4,1.0
2022-01-03 09:00:00,4.4,85.0,230.0,0.469177,998.0,6.7,24.1,0.5
2022-01-03 10:00:00,5.6,86.0,160.0,0.475447,998.1,7.8,24.1,6.1
2022-01-03 11:00:00,5.7,90.0,240.0,0.483918,999.0,7.2,11.2,7.4
2022-01-03 12:00:00,3.3,82.0,250.0,0.500053,999.0,6.1,25.9,4.8
2022-01-03 13:00:00,3.3,89.0,200.0,0.579068,999.4,5.0,13.0,2.5
2022-01-03 14:00:00,2.9,86.0,180.0,0.665421,999.5,5.0,14.8,1.8
2022-01-03 15:00:00,2.7,89.0,150.0,0.697394,1000.0,4.4,13.0,2.8
2022-01-03 16:00:00,3.3,89.0,160.0,0.696163,1000.4,5.0,24.1,1.0
2022-01-03 17:00:00,2.9,86.0,180.0,0.736765,1001.2,5.0,18.4,2.8
2022-01-03 18:00:00,2.3,86.0,170.0,0.753039,1002.0,4.4,22.3,0.7
2022-01-03 19:00:00,2.3,86.0,170.0,0.743226,1002.6,4.4,13.0,1.3
2022-01-03 20:00:00,2.9,86.0,160.0,0.743707,1002.1,5.0,16.6,0.6
2022-01-03 21:00:00,2.9,86.0,230.0,0.741851,1002.6,5.0,18.4,1.3
2022-01-03 22:00:00,1.7,79.0,220.0,0.735648,1002.4,5.0,20.5,0.4
2022-01-03 23:00:00,2.8,82.0,170.0,0.754791,1003.1,5.6,7.6,0.0
2022-01-04 00:00:00,2.2,82.0,200.0,0.790473,1003.7,5.0,24.1,1.2
2022-01-04 01:00:00,1.2,86.0,190.0,0.807057,1004.8,3.3,18.4,1.8
2022-01-04 02:00:00,0.6,89.0,170.0,0.813157,1004.9,2.2,16.6,0.1
2022-01-04 03:00:00,1.0,92.0,0.0,0.777721,1006.2,2.2,0.0,0.8
2022-01-04 04:00:00,1.0,92.0,160.0,0.7453,1007.2,2.2,7.6,0.3
2022-01-04 05:00:00,0.6,89.0,30.0,0.688859,1008.3,2.2,5.4,0.0
2022-01-04 06:00:00,1.2,89.0,130.0,0.599137,1009.2,2.8,5.4,0.5
2022-01-04 07:00:00,1.8,93.0,130.0,0.543845,1010.6,2.8,9.4,0.3
2022-01-04 08:00:00,1.7,89.0,150.0,0.542998,1011.7,3.3,11.2,0.0
2022-01-04 09:00:00,1.7,89.0,0.0,0.529808,1012.9,3.3,0.0,0.0
2022-01-04 10:00:00,1.7,89.0,130.0,0.521671,1013.7,3.3,11.2,0.0
2022-01-04 11:00:00,1.7,89.0,150.0,0.538219,1015.1,3.3,7.6,0.0
2022-01-04 12:00:00,1.8,83.0,180.0,0.56877,1015.1,4.4,18.4,0.0
2022-01-04 13:00:00,2.3,86.0,220.0,0.630391,1015.9,4.4,14.8,0.5
2022-01-04 14:00:00,2.3,86.0,210.0,0.712658,1016.7,4.4,13.0,0.3
2022-01-04 15:00:00,2.3,89.0,0.0,0.771641,1017.1,3.9,0.0,0.0
2022-01-04 16:00:00,2.3,89.0,150.0,0.743071,1018.0,3.9,9.4,0.0
2022-01-04 17:00:00,2.7,89.0,200.0,0.745971,1018.1,4.4,5.4,0.4
2022-01-04 18:00:00,3.3,89.0,160.0,0.705143,1018.4,5.0,13.0,0.1
2022-01-04 19:00:00,4.4,85.0,0.0,0.702894,1018.4,6.7,0.0,0.3
2022-01-04 20:00:00,4.4,89.0,170.0,0.707288,1017.8,6.1,16.6,0.1
2022-01-04 21:00:00,5.1,83.0,190.0,0.707478,1017.5,7.8,14.8,0.3
2022-01-04 22:00:00,5.1,83.0,160.0,0.69356,1017.1,7.8,13.0,0.3
2022-01-04 23:00:00,6.1,93.0,150.0,0.693616,1016.9,7.2,11.2,0.2
2022-01-05 00:00:00,6.1,93.0,150.0,0.723104,1016.2,7.2,11.2,1.0
2022-01-05 01:00:00,6.1,93.0,160.0,0.754064,1015.5,7.2,16.6,1.3
2022-01-05 02:00:00,5.7,90.0,140.0,0.762527,1014.9,7.2,13.0,0.5
2022-01-05 03:00:00,5.6,93.0,140.0,0.712902,1014.5,6.7,7.6,0.3
2022-01-05 04:00:00,5.6,93.0,150.0,0.670412,1014.3,6.7,11.2,0.5
2022-01-05 05:00:00,5.7,90.0,0.0,0.616307,1014.2,7.2,0.0,0.1
2022-01-05 06:00:00,6.1,93.0,240.0,0.54266,1015.3,7.2,11.2,0.0
2022-01-05 07:00:00,6.1,93.0,240.0,0.490843,1016.2,7.2,9.4,0.3
2022-01-05 08:00:00,5.6,93.0,0.0,0.469428,1017.3,6.7,0.0,0.0
2022-01-05 09:00:00,5.7,97.0,0.0,0.45598,1018.9,6.1,0.0,0.0
2022-01-05 10:00:00,5.1,93.0,0.0,0.452163,1019.9,6.1,0.0,0.0
2022-01-05 11:00:00,5.0,89.0,230.0,0.45324,1020.3,6.7,9.4,0.0
2022-01-05 12:00:00,5.1,93.0,250.0,0.489952,1021.5,6.1,9.4,0.0
2022-01-05 13:00:00,5.1,93.0,230.0,0.550964,1021.6,6.1,9.4,0.0
2022-01-05 14:00:00,5.1,93.0,290.0,0.604243,1021.9,6.1,5.4,0.2
2022-01-05 15:00:00,4.4,92.0,0.0,0.662719,1022.4,5.6,0.0,0.3
2022-01-05 16:00:00,3.9,89.0,0.0,0.667402,1022.5,5.6,0.0,0.5
2022-01-05 17:00:00,4.4,96.0,0.0,0.676474,1022.7,5.0,0.0,0.3
2022-01-05 18:00:00,5.1,93.0,0.0,0.678805,1022.8,6.1,0.0,0.8
2022-01-05 19:00:00,5.1,93.0,130.0,0.67252,1022.6,6.1,11.2,1.0
2022-01-05 20:00:00,5.0,89.0,110.0,0.683091,1022.1,6.7,5.4,1.3
2022-01-05 21:00:00,5.0,89.0,0.0,0.672398,1021.7,6.7,0.0,1.3
2022-01-05 22:00:00,5.1,93.0,90.0,0.670018,1020.2,6.1,7.6,1.8
2022-01-05 23:00:00,4.4,89.0,70.0,0.683193,1019.6,6.1,5.4,2.3
2022-01-06 00:00:00,4.4,92.0,50.0,0.713132,1018.8,5.6,7.6,1.0
2022-01-06 01:00:00,4.0,93.0,0.0,0.746645,1017.8,5.0,0.0,0.8
2022-01-06 02:00:00,4.0,100.0,340.0,0.744316,1017.0,4.0,9.0,1.5
2022-01-06 03:00:00,4.0,97.0,340.0,0.710316,1016.6,4.4,7.6,1.0
2022-01-06 04:00:00,4.0,97.0,310.0,0.681036,1016.6,4.4,5.4,1.5
2022-01-06 05:00:00,4.0,93.0,0.0,0.614449,1016.4,5.0,0.0,1.0
2022-01-06 06:00:00,4.0,93.0,0.0,0.549654,1015.5,5.0,0.0,0.3
2022-01-06 07:00:00,4.4,96.0,0.0,0.490123,1014.4,5.0,0.0,0.1
2022-01-06 08:00:00,4.4,92.0,0.0,0.448333,1013.0,5.6,0.0,0.2
2022-01-06 09:00:00,5.0,96.0,0.0,0.440274,1012.5,5.6,0.0,0.5
2022-01-06 10:00:00,9.9,86.0,190.0,0.420177,1011.2,12.2,20.5,0.8
2022-01-06 11:00:00,9.9,86.0,190.0,0.418579,1011.3,12.2,27.7,0.5
2022-01-06 12:00:00,9.9,86.0,200.0,0.428844,1011.2,12.2,24.1,0.8
2022-01-06 13:00:00,9.4,83.0,200.0,0.484091,1010.8,12.2,16.6,0.8
2022-01-06 14:00:00,10.6,90.0,210.0,0.555492,1010.7,12.2,14.8,1.5
2022-01-06 15:00:00,10.6,90.0,220.0,0.595271,1011.0,12.2,20.5,3.0
2022-01-06 16:00:00,10.6,90.0,200.0,0.603052,1010.8,12.2,25.9,0.3
2022-01-06 17:00:00,10.0,83.0,190.0,0.609238,1010.6,12.8,29.5,0.0
2022-01-06 18:00:00,9.9,86.0,190.0,0.603097,1010.8,12.2,35.3,0.7
2022-01-06 19:00:00,9.4,80.0,190.0,0.592975,1010.6,12.8,29.5,0.8
2022-01-06 20:00:00,9.4,80.0,190.0,0.573167,1009.6,12.8,31.7,0.0
2022-01-06 21:00:00,10.0,83.0,180.0,0.574288,1008.4,12.8,37.1,0.1
2022-01-06 22:00:00,9.9,86.0,180.0,0.571973,1007.7,12.2,35.3,0.1
2022-01-06 23:00:00,9.4,83.0,200.0,0.583707,1007.4,12.2,25.9,0.0
2022-01-07 00:00:00,8.3,77.0,200.0,0.608021,1006.7,12.2,35.3,0.0
2022-01-07 01:00:00,8.3,83.0,190.0,0.649146,1006.4,11.1,24.1,0.0
2022-01-07 02:00:00,7.8,80.0,200.0,0.618066,1005.6,11.1,18.4,0.0
2022-01-07 03:00:00,6.6,74.0,190.0,0.58576,1004.1,11.1,20.5,0.0
2022-01-07 04:00:00,6.0,71.0,200.0,0.549969,1003.0,11.1,16.6,0.0
2022-01-07 05:00:00,6.6,74.0,190.0,0.516339,1002.1,11.1,16.6,0.6
2022-01-07 06:00:00,6.7,77.0,190.0,0.470516,1000.4,10.6,22.3,1.8
2022-01-07 07:00:00,6.7,77.0,190.0,0.433296,999.5,10.6,25.9,0.5
2022-01-07 08:00:00,8.3,89.0,190.0,0.410718,998.8,10.0,24.1,1.3
2022-01-07 09:00:00,7.8,86.0,190.0,0.397733,997.4,10.0,25.9,1.0
2022-01-07 10:00:00,7.8,86.0,190.0,0.394528,996.6,10.0,22.3,0.3
2022-01-07 11:00:00,7.8,86.0,170.0,0.408376,996.1,10.0,27.7,0.0
2022-01-07 12:00:00,8.3,89.0,170.0,0.427344,995.1,10.0,25.9,1.8
2022-01-07 13:00:00,7.8,83.0,170.0,0.473015,993.7,10.6,31.7,1.0
2022-01-07 14:00:00,8.4,86.0,170.0,0.53611,992.7,10.6,31.7,1.8
2022-01-07 15:00:00,7.8,83.0,210.0,0.579605,993.1,10.6,35.3,1.0
2022-01-07 16:00:00,5.1,80.0,240.0,0.601457,998.2,8.3,38.9,0.5
2022-01-07 17:00:00,4.0,80.0,230.0,0.617996,1001.6,7.2,33.5,0.9
2022-01-07 18:00:00,4.0,80.0,230.0,0.617643,1004.3,7.2,33.5,0.0
2022-01-07 19:00:00,4.0,80.0,220.0,0.612862,1006.9,7.2,22.3,0.1
2022-01-07 20:00:00,3.8,76.0,250.0,0.60714,1008.4,7.8,22.3,0.0
2022-01-07 21:00:00,1.7,68.0,260.0,0.507764,1009.3,7.2,20.5,0.0
2022-01-07 22:00:00,2.3,71.0,250.0,0.552439,1010.1,7.2,20.5,0.0
2022-01-07 23:00:00,2.2,73.0,260.0,0.603664,1010.9,6.7,16.6,0.0
2022-01-08 00:00:00,1.6,73.0,240.0,0.642261,1011.8,6.1,11.2,0.0
2022-01-08 01:00:00,2.2,76.0,220.0,0.678798,1012.7,6.1,16.6,0.0
2022-01-08 02:00:00,2.2,79.0,190.0,0.681176,1013.2,5.6,13.0,0.0
2022-01-08 03:00:00,2.2,79.0,230.0,0.649964,1014.0,5.6,13.0,0.0
2022-01-08 04:00:00,2.8,82.0,230.0,0.619486,1015.0,5.6,14.8,0.1
2022-01-08 05:00:00,2.9,86.0,190.0,0.5699,1015.8,5.0,11.2,0.1
2022-01-08 06:00:00,2.2,82.0,220.0,0.541069,1016.3,5.0,7.6,0.0
2022-01-08 07:00:00,2.3,89.0,260.0,0.492131,1016.8,3.9,11.2,0.0
2022-01-08 08:00:00,2.3,86.0,190.0,0.486392,1017.6,4.4,13.0,0.0
2022-01-08 09:00:00,2.9,86.0,160.0,0.469082,1018.3,5.0,13.0,0.0
2022-01-08 10:00:00,2.9,86.0,0.0,0.459612,1019.2,5.0,0.0,0.0
2022-01-08 11:00:00,2.9,86.0,0.0,0.46647,1020.1,5.0,0.0,0.0
2022-01-08 12:00:00,2.7,89.0,250.0,0.485495,1020.4,4.4,7.6,0.3
2022-01-08 13:00:00,2.9,86.0,220.0,0.514473,1020.5,5.0,7.6,0.0
2022-01-08 14:00:00,3.3,89.0,220.0,0.559298,1021.5,5.0,11.2,0.0
2022-01-08 15:00:00,2.9,86.0,0.0,0.618068,1022.0,5.0,0.0,0.0
2022-01-08 16:00:00,2.7,89.0,0.0,0.65814,1022.7,4.4,0.0,0.0
2022-01-08 17:00:00,3.3,89.0,0.0,0.681349,1023.9,5.0,0.0,0.0
2022-01-08 18:00:00,3.3,82.0,0.0,0.657187,1024.5,6.1,0.0,0.0
2022-01-08 19:00:00,3.8,76.0,0.0,0.568604,1025.1,7.8,0.0,0.0
2022-01-08 20:00:00,3.8,76.0,0.0,0.468477,1024.9,7.8,0.0,0.0
2022-01-08 21:00:00,4.3,73.0,0.0,0.432577,1024.3,8.9,0.0,0.0
2022-01-08 22:00:00,4.0,69.0,0.0,0.451817,1024.0,9.4,0.0,0.0
2022-01-08 23:00:00,4.0,69.0,0.0,0.504599,1024.2,9.4,0.0,0.0
2022-01-09 00:00:00,3.9,74.0,360.0,0.565232,1024.5,8.3,5.4,0.0
2022-01-09 01:00:00,2.8,76.0,10.0,0.633171,1024.6,6.7,7.6,0.0
2022-01-09 02:00:00,2.8,82.0,340.0,0.639607,1024.5,5.6,9.4,0.0
2022-01-09 03:00:00,2.3,86.0,340.0,0.645026,1024.5,4.4,11.2,0.0
2022-01-09 04:00:00,2.3,89.0,340.0,0.619577,1024.8,3.9,11.2,0.0
2022-01-09 05:00:00,1.7,89.0,350.0,0.593267,1024.8,3.3,13.0,0.0
2022-01-09 06:00:00,1.0,92.0,350.0,0.556188,1025.0,2.2,9.4,0.0
2022-01-09 07:00:00,1.0,92.0,340.0,0.530756,1025.1,2.2,13.0,0.0
2022-01-09 08:00:00,0.6,89.0,350.0,0.510488,1025.0,2.2,11.2,0.0
2022-01-09 09:00:00,0.5,92.0,350.0,0.508062,1024.6,1.7,9.4,0.0
2022-01-09 10:00:00,0.5,92.0,350.0,0.517208,1024.5,1.7,9.4,0.0
2022-01-09 11:00:00,-0.7,88.0,340.0,0.524458,1024.8,1.1,9.4,0.0
2022-01-09 12:00:00,-0.6,92.0,0.0,0.552464,1024.8,0.6,0.0,0.0
2022-01-09 13:00:00,-0.7,88.0,350.0,0.607797,1024.7,1.1,11.2,0.0
2022-01-09 14:00:00,-0.6,92.0,360.0,0.66313,1024.8,0.6,7.6,0.0
2022-01-09 15:00:00,-0.6,92.0,0.0,0.700218,1025.3,0.6,0.0,0.0
2022-01-09 16:00:00,-2.2,92.0,270.0,0.727181,1025.4,-1.1,7.6,0.0
2022-01-09 17:00:00,-1.2,88.0,0.0,0.697612,1025.8,0.6,0.0,0.0
2022-01-09 18:00:00,1.7,89.0,0.0,0.623907,1026.5,3.3,0.0,0.0
2022-01-09 19:00:00,2.2,73.0,340.0,0.521549,1026.4,6.7,7.6,0.0
2022-01-09 20:00:00,2.2,63.0,360.0,0.483856,1025.9,8.9,7.6,0.0
2022-01-09 21:00:00,1.6,56.0,0.0,0.437021,1025.6,10.0,0.0,0.0
2022-01-09 22:00:00,2.1,54.0,0.0,0.483288,1025.2,11.1,0.0,0.0
2022-01-09 23:00:00,2.2,52.0,10.0,0.518503,1025.1,11.7,5.4,0.0
2022-01-10 00:00:00,2.9,59.0,330.0,0.597037,1025.1,10.6,7.6,0.0
2022-01-10 01:00:00,1.6,56.0,350.0,0.679228,1025.3,10.0,7.6,0.0
2022-01-10 02:00:00,1.7,68.0,340.0,0.695897,1025.3,7.2,9.4,0.0
2022-01-10 03:00:00,1.1,82.0,360.0,0.707773,1025.7,3.9,9.4,0.0
2022-01-10 04:00:00,1.1,82.0,360.0,0.659698,1025.5,3.9,11.2,0.0
2022-01-10 05:00:00,0.6,79.0,340.0,0.608046,1025.6,3.9,13.0,0.0
2022-01-10 06:00:00,0.0,79.0,350.0,0.54241,1025.8,3.3,13.0,0.0
2022-01-10 07:00:00,-0.6,82.0,350.0,0.523021,1026.4,2.2,9.4,0.0
2022-01-10 08:00:00,-0.7,78.0,360.0,0.504273,1026.9,2.8,5.4,0.0
2022-01-10 09:00:00,-0.7,88.0,0.0,0.499625,1027.0,1.1,0.0,0.0
2022-01-10 10:00:00,-1.2,88.0,10.0,0.506373,1027.0,0.6,7.6,0.0
2022-01-10 11:00:00,-1.2,88.0,250.0,0.526084,1027.5,0.6,5.4,0.0
2022-01-10 12:00:00,-0.6,92.0,0.0,0.5509,1027.4,0.6,0.0,0.0
2022-01-10 13:00:00,-0.7,88.0,0.0,0.641501,1027.7,1.1,0.0,0.0
2022-01-10 14:00:00,-0.1,92.0,0.0,0.716631,1028.1,1.1,0.0,0.2
2022-01-10 15:00:00,0.5,92.0,0.0,0.769943,1029.2,1.7,0.0,0.8
2022-01-10 16:00:00,1.0,92.0,100.0,0.772815,1029.6,2.2,5.4,0.8
2022-01-10 17:00:00,1.8,93.0,0.0,0.751732,1030.8,2.8,0.0,0.5
2022-01-10 18:00:00,1.7,89.0,0.0,0.751232,1031.2,3.3,0.0,0.5
2022-01-10 19:00:00,2.3,89.0,360.0,0.734415,1031.3,3.9,7.6,0.0
2022-01-10 20:00:00,3.3,89.0,330.0,0.670593,1030.3,5.0,5.4,0.0
2022-01-10 21:00:00,3.3,82.0,330.0,0.550414,1029.9,6.1,5.4,0.0
2022-01-10 22:00:00,4.0,80.0,340.0,0.616458,1029.6,7.2,7.6,0.0
2022-01-10 23:00:00,4.3,82.0,340.0,0.638888,1029.3,7.2,5.4,0.0
2022-01-11 00:00:00,5.1,83.0,0.0,0.662053,1028.7,7.8,0.0,0.0
2022-01-11 01:00:00,4.4,89.0,60.0,0.711387,1029.0,6.1,5.4,0.0
2022-01-11 02:00:00,4.4,89.0,290.0,0.702753,1028.7,6.1,5.4,0.0
2022-01-11 03:00:00,4.4,92.0,0.0,0.668519,1027.7,5.6,0.0,0.0
2022-01-11 04:00:00,4.4,96.0,0.0,0.637455,1027.5,5.0,0.0,0.0
2022-01-11 05:00:00,5.1,93.0,0.0,0.579501,1027.5,6.1,0.0,0.0
2022-01-11 06:00:00,5.1,93.0,0.0,0.521006,1027.1,6.1,0.0,0.0
2022-01-11 07:00:00,5.0,96.0,160.0,0.486512,1027.0,5.6,5.4,0.0
2022-01-11 08:00:00,5.1,93.0,0.0,0.455633,1027.5,6.1,0.0,0.0
2022-01-11 09:00:00,4.4,92.0,0.0,0.440965,1027.6,5.6,0.0,0.0
2022-01-11 10:00:00,4.4,92.0,40.0,0.440545,1027.1,5.6,7.6,0.0
2022-01-11 11:00:00,4.4,96.0,0.0,0.448428,1027.0,5.0,0.0,0.0
2022-01-11 12:00:00,4.4,92.0,0.0,0.46065,1027.1,5.6,0.0,0.0
2022-01-11 13:00:00,5.1,93.0,0.0,0.526505,1026.7,6.1,0.0,0.2
2022-01-11 14:00:00,5.1,93.0,0.0,0.599431,1026.7,6.1,0.0,0.8
2022-01-11 15:00:00,5.1,93.0,0.0,0.629654,1026.7,6.1,0.0,0.8
2022-01-11 16:00:00,5.1,93.0,0.0,0.610746,1026.6,6.1,0.0,0.3
2022-01-11 17:00:00,5.6,93.0,0.0,0.621611,1026.2,6.7,0.0,0.4
2022-01-11 18:00:00,6.1,93.0,0.0,0.61595,1026.8,7.2,0.0,0.1
2022-01-11 19:00:00,6.8,90.0,0.0,0.597281,1026.6,8.3,0.0,0.1
2022-01-11 20:00:00,7.2,89.0,20.0,0.599,1025.6,8.9,5.4,0.0
2022-01-11 21:00:00,7.2,86.0,0.0,0.577765,1025.1,9.4,0.0,0.0
2022-01-11 22:00:00,8.4,86.0,0.0,0.572146,1024.1,10.6,0.0,0.0
2022-01-11 23:00:00,8.4,86.0,50.0,0.567987,1023.9,10.6,5.4,0.0
2022-01-12 00:00:00,8.4,86.0,360.0,0.602923,1023.8,10.6,5.4,0.0
2022-01-12 01:00:00,8.4,86.0,0.0,0.615377,1023.6,10.6,0.0,0.0
2022-01-12 02:00:00,8.4,80.0,140.0,0.626721,1023.2,11.7,14.8,0.0
2022-01-12 03:00:00,8.3,77.0,140.0,0.599846,1022.9,12.2,14.8,0.0
2022-01-12 04:00:00,8.4,80.0,140.0,0.569011,1022.9,11.7,14.8,0.0
2022-01-12 05:00:00,8.4,72.0,180.0,0.500859,1022.8,13.3,18.4,0.0
2022-01-12 06:00:00,8.4,72.0,190.0,0.445031,1023.0,13.3,11.2,0.0
2022-01-12 07:00:00,8.3,74.0,0.0,0.408989,1023.4,12.8,0.0,0.0
2022-01-12 08:00:00,7.8,77.0,220.0,0.385411,1023.3,11.7,14.8,0.0
2022-01-12 09:00:00,7.8,77.0,0.0,0.367278,1023.7,11.7,0.0,0.0
2022-01-12 10:00:00,7.8,77.0,0.0,0.364344,1023.4,11.7,0.0,0.0
2022-01-12 11:00:00,7.8,77.0,0.0,0.356193,1023.7,11.7,0.0,0.0
2022-01-12 12:00:00,7.8,80.0,0.0,0.376292,1023.0,11.1,0.0,0.0
2022-01-12 13:00:00,7.2,86.0,0.0,0.442794,1022.4,9.4,0.0,0.0
2022-01-12 14:00:00,7.2,86.0,30.0,0.51015,1022.5,9.4,7.6,0.0
2022-01-12 15:00:00,7.2,89.0,0.0,0.5454,1022.1,8.9,0.0,0.0
2022-01-12 16:00:00,6.8,90.0,0.0,0.549738,1022.0,8.3,0.0,0.0
2022-01-12 17:00:00,6.1,93.0,0.0,0.529436,1022.0,7.2,0.0,0.0
2022-01-12 18:00:00,7.8,86.0,0.0,0.51149,1022.1,10.0,0.0,0.0
2022-01-12 19:00:00,6.6,74.0,0.0,0.425644,1022.0,11.1,0.0,0.0
2022-01-12 20:00:00,6.2,64.0,0.0,0.418728,1021.2,12.8,0.0,0.0
2022-01-12 21:00:00,6.6,64.0,0.0,0.379565,1020.6,13.3,0.0,0.0
2022-01-12 22:00:00,6.7,60.0,110.0,0.435544,1020.0,14.4,9.4,0.0
2022-01-12 23:00:00,7.9,67.0,120.0,0.463158,1019.4,13.9,7.6,0.0
2022-01-13 00:00:00,7.7,69.0,60.0,0.493323,1018.9,13.3,5.4,0.0
2022-01-13 01:00:00,6.7,77.0,350.0,0.549594,1018.5,10.6,9.4,0.0
2022-01-13 02:00:00,5.6,83.0,0.0,0.585293,1018.2,8.3,0.0,0.0
2022-01-13 03:00:00,5.1,93.0,270.0,0.583653,1018.9,6.1,11.2,0.0
2022-01-13 04:00:00,5.1,93.0,0.0,0.577732,1019.0,6.1,0.0,0.0
2022-01-13 05:00:00,4.0,93.0,0.0,0.521807,1019.2,5.0,0.0,0.0
2022-01-13 06:00:00,5.1,93.0,90.0,0.471655,1018.7,6.1,7.6,0.0
2022-01-13 07:00:00,5.0,89.0,100.0,0.420924,1018.6,6.7,14.8,0.0
2022-01-13 08:00:00,5.7,90.0,300.0,0.412114,1018.3,7.2,7.6,0.0
2022-01-13 09:00:00,5.6,93.0,0.0,0.403055,1018.1,6.7,0.0,0.3
2022-01-13 10:00:00,5.1,93.0,0.0,0.395416,1017.7,6.1,0.0,0.0
2022-01-13 11:00:00,5.0,89.0,10.0,0.399386,1017.6,6.7,7.0,0.2
2022-01-13 12:00:00,6.7,93.0,0.0,0.419682,1017.1,7.8,0.0,1.0
2022-01-13 13:00:00,7.8,83.0,190.0,0.480145,1017.2,10.6,22.3,0.0
2022-01-13 14:00:00,7.8,86.0,180.0,0.550304,1018.0,10.0,16.6,0.3
