DT,prcp,pres,dwpt,rhum,wdir,temp,wspd,Donalsonville
2022-01-03 06:00:00,0.0,1015.0,9.2,88.0,290.0,11.1,38.9,0.137931
2022-01-03 07:00:00,0.0,1017.0,6.8,87.0,290.0,8.8,29.5,0.12069
2022-01-03 08:00:00,0.0,1017.0,4.9,86.0,290.0,7.1,27.7,0.12069
2022-01-03 09:00:00,0.0,1019.0,3.3,83.0,290.0,6.0,40.7,0.12069
2022-01-03 10:00:00,0.0,1020.0,1.8,82.0,300.0,4.6,40.7,0.137931
2022-01-03 11:00:00,0.0,1021.0,1.0,83.0,290.0,3.6,31.7,0.172414
2022-01-03 12:00:00,0.0,1022.0,0.7,83.0,310.0,3.3,31.7,0.189655
2022-01-03 13:00:00,0.0,1023.0,0.2,82.0,310.0,3.0,31.7,0.396552
2022-01-03 14:00:00,0.0,1025.0,0.4,81.0,320.0,3.3,25.9,0.465517
2022-01-03 15:00:00,0.0,1026.0,0.5,79.0,310.0,3.8,24.1,0.482759
2022-01-03 16:00:00,0.0,1026.0,0.6,77.0,320.0,4.3,22.3,0.465517
2022-01-03 17:00:00,0.0,1025.0,1.0,74.0,310.0,5.3,20.5,0.431034
2022-01-03 18:00:00,0.0,1025.0,1.1,73.0,320.0,5.6,22.3,0.431034
2022-01-03 19:00:00,0.0,1024.0,1.4,70.0,320.0,6.5,24.1,0.37931
2022-01-03 20:00:00,0.0,1025.0,1.2,66.0,330.0,7.1,24.1,0.12069
2022-01-03 21:00:00,0.0,1025.0,1.1,60.0,360.0,8.4,18.4,0.137931
2022-01-03 22:00:00,0.0,1025.0,1.0,62.0,350.0,7.8,20.5,0.293103
2022-01-03 23:00:00,0.0,1026.0,1.0,68.0,350.0,6.5,16.6,0.551724
2022-01-04 00:00:00,0.0,1026.0,1.5,77.0,330.0,5.2,11.2,0.655172
2022-01-04 01:00:00,0.0,1026.0,1.3,79.0,350.0,4.6,18.4,0.396552
2022-01-04 02:00:00,0.0,1027.0,1.1,79.0,360.0,4.4,11.2,0.396552
2022-01-04 03:00:00,0.0,1027.0,0.9,81.0,350.0,3.9,9.4,0.37931
2022-01-04 04:00:00,0.0,1027.0,1.8,95.0,290.0,2.5,9.4,0.37931
2022-01-04 05:00:00,0.0,1027.0,1.7,95.0,300.0,2.4,11.2,0.37931
2022-01-04 06:00:00,0.0,1027.0,1.4,95.0,360.0,2.1,11.2,0.362069
2022-01-04 07:00:00,0.0,1027.0,0.8,92.0,10.0,2.0,9.4,0.362069
2022-01-04 08:00:00,0.0,1027.0,0.6,92.0,360.0,1.8,9.4,0.362069
2022-01-04 09:00:00,0.0,1026.0,0.7,96.0,360.0,1.3,5.4,0.344828
2022-01-04 10:00:00,0.0,1026.0,0.6,97.0,40.0,1.0,11.2,0.37931
2022-01-04 11:00:00,0.0,1027.0,0.5,97.0,40.0,0.9,11.2,0.396552
2022-01-04 12:00:00,0.0,1027.0,0.4,97.0,30.0,0.8,9.4,0.448276
2022-01-04 13:00:00,0.0,1028.0,0.9,97.0,50.0,1.3,9.4,0.689655
2022-01-04 14:00:00,0.0,1028.0,1.9,93.0,50.0,2.9,7.6,0.689655
2022-01-04 15:00:00,0.0,1028.0,3.5,89.0,60.0,5.2,13.0,0.551724
2022-01-04 16:00:00,0.0,1027.0,4.5,79.0,90.0,7.9,14.8,0.448276
2022-01-04 17:00:00,0.0,1026.0,5.2,70.0,70.0,10.4,11.2,0.465517
2022-01-04 18:00:00,0.0,1025.0,5.7,66.0,30.0,11.9,7.6,0.465517
2022-01-04 19:00:00,0.0,1023.0,6.1,63.0,90.0,13.0,13.0,0.344828
2022-01-04 20:00:00,0.0,1023.0,6.9,64.0,90.0,13.6,13.0,0.448276
2022-01-04 21:00:00,0.0,1023.0,7.0,63.0,70.0,13.9,16.6,0.310345
2022-01-04 22:00:00,0.0,1022.0,7.3,64.0,90.0,14.0,11.2,0.344828
2022-01-04 23:00:00,0.0,1023.0,7.5,79.0,100.0,11.0,9.4,0.517241
2022-01-05 00:00:00,0.0,1022.0,8.3,87.0,0.0,10.4,0.0,0.603448
2022-01-05 01:00:00,0.0,1022.0,8.4,95.0,260.0,9.2,9.4,0.362069
2022-01-05 02:00:00,0.0,1022.0,7.8,98.0,0.0,8.1,0.0,0.344828
2022-01-05 03:00:00,0.0,1022.0,8.4,100.0,280.0,8.4,5.4,0.344828
2022-01-05 04:00:00,0.0,1021.0,8.5,96.0,310.0,9.1,9.4,0.327586
2022-01-05 05:00:00,0.0,1021.0,8.7,98.0,0.0,9.0,0.0,0.310345
2022-01-05 06:00:00,0.0,1020.0,8.7,95.0,330.0,9.5,7.6,0.293103
2022-01-05 07:00:00,0.1,1020.0,9.1,97.0,0.0,9.6,0.0,0.275862
2022-01-05 08:00:00,0.2,1020.0,9.2,96.0,300.0,9.8,11.2,0.275862
2022-01-05 09:00:00,0.0,1020.0,9.2,95.0,310.0,10.0,9.4,0.258621
2022-01-05 10:00:00,0.0,1020.0,9.2,94.0,330.0,10.1,7.6,0.241379
2022-01-05 11:00:00,0.1,1020.0,9.2,93.0,360.0,10.3,7.6,0.293103
2022-01-05 12:00:00,0.0,1020.0,9.1,91.0,330.0,10.5,11.2,0.344828
2022-01-05 13:00:00,0.0,1020.0,8.8,90.0,360.0,10.4,9.4,0.568966
2022-01-05 14:00:00,0.0,1020.0,8.6,85.0,350.0,11.0,7.6,0.534483
2022-01-05 15:00:00,0.0,1020.0,8.6,75.0,20.0,12.9,9.4,0.344828
2022-01-05 16:00:00,0.0,1019.0,8.2,62.0,360.0,15.4,14.8,0.189655
2022-01-05 17:00:00,0.0,1019.0,7.6,55.0,300.0,16.7,14.8,0.12069
2022-01-05 18:00:00,0.0,1017.0,7.0,50.0,280.0,17.5,14.8,0.103448
2022-01-05 19:00:00,0.0,1016.0,7.0,50.0,280.0,17.5,18.4,0.241379
2022-01-05 20:00:00,0.0,1016.0,7.0,52.0,280.0,16.9,13.0,0.293103
2022-01-05 21:00:00,0.0,1016.0,6.5,44.0,290.0,19.0,13.0,0.293103
2022-01-05 22:00:00,0.0,1016.0,7.0,49.0,290.0,17.9,14.8,0.396552
2022-01-05 23:00:00,0.0,1017.0,7.8,61.0,360.0,15.3,7.6,0.448276
2022-01-06 00:00:00,0.0,1017.0,9.0,76.0,0.0,13.1,0.0,0.5
2022-01-06 01:00:00,0.0,1017.0,9.6,92.0,0.0,10.8,0.0,0.241379
2022-01-06 02:00:00,0.0,1017.0,8.5,96.0,0.0,9.1,0.0,0.241379
2022-01-06 03:00:00,0.0,1017.0,8.6,98.0,0.0,8.9,0.0,0.241379
2022-01-06 04:00:00,0.0,1017.0,7.4,100.0,0.0,7.4,0.0,0.224138
2022-01-06 05:00:00,0.0,1017.0,7.1,97.0,210.0,7.5,5.4,0.224138
2022-01-06 06:00:00,0.0,1016.0,7.1,97.0,0.0,7.5,0.0,0.224138
2022-01-06 07:00:00,0.0,1017.0,7.3,91.0,0.0,6.0,0.0,0.206897
2022-01-06 08:00:00,0.0,1017.0,6.5,92.0,290.0,6.6,7.6,0.206897
2022-01-06 09:00:00,0.0,1017.0,7.3,88.0,0.0,6.3,0.0,0.206897
2022-01-06 10:00:00,0.0,1017.0,7.3,91.0,0.0,5.5,0.0,0.224138
2022-01-06 11:00:00,0.0,1017.0,6.2,94.0,150.0,5.1,5.4,0.258621
2022-01-06 12:00:00,0.0,1017.0,5.9,96.0,90.0,4.4,7.6,0.327586
2022-01-06 13:00:00,0.0,1017.0,9.0,100.0,0.0,4.8,0.0,0.534483
2022-01-06 14:00:00,0.0,1017.0,8.6,100.0,100.0,8.6,5.4,0.482759
2022-01-06 15:00:00,0.0,1017.0,9.6,81.0,140.0,12.8,9.4,0.310345
2022-01-06 16:00:00,0.0,1016.0,9.5,63.0,150.0,16.6,14.8,0.155172
2022-01-06 17:00:00,0.0,1014.0,8.4,47.0,190.0,20.1,16.6,0.12069
2022-01-06 18:00:00,0.0,1014.0,8.0,43.0,210.0,21.1,25.9,0.086207
2022-01-06 19:00:00,0.0,1013.0,8.9,46.0,190.0,21.0,20.5,0.310345
2022-01-06 20:00:00,0.0,1013.0,10.4,53.0,210.0,20.3,13.0,0.431034
2022-01-06 21:00:00,0.1,1014.0,12.0,61.0,240.0,19.7,14.8,0.465517
2022-01-06 22:00:00,0.6,1014.0,14.6,82.0,230.0,17.7,14.8,0.482759
2022-01-06 23:00:00,4.3,1013.0,14.9,87.0,220.0,15.6,7.6,0.465517
2022-01-07 00:00:00,1.0,1014.0,15.3,91.0,140.0,14.9,16.6,0.5
2022-01-07 01:00:00,0.5,1014.0,15.7,93.0,180.0,14.3,7.6,0.258621
2022-01-07 02:00:00,0.2,1014.0,16.0,94.0,200.0,14.2,9.4,0.224138
2022-01-07 03:00:00,0.1,1015.0,15.8,93.0,210.0,15.5,11.2,0.206897
2022-01-07 04:00:00,0.0,1016.0,13.0,94.0,250.0,15.9,11.2,0.189655
2022-01-07 05:00:00,0.0,1017.0,13.3,94.0,340.0,14.3,24.1,0.172414
2022-01-07 06:00:00,0.0,1018.0,12.2,94.0,320.0,13.1,18.4,0.172414
2022-01-07 07:00:00,0.0,1019.0,7.7,82.0,350.0,10.6,24.1,0.155172
2022-01-07 08:00:00,0.0,1019.0,5.3,82.0,350.0,8.2,18.4,0.172414
2022-01-07 09:00:00,0.0,1021.0,3.9,84.0,350.0,6.4,22.3,0.172414
2022-01-07 10:00:00,0.0,1021.0,3.3,88.0,350.0,5.1,14.8,0.189655
2022-01-07 11:00:00,0.0,1023.0,2.7,89.0,360.0,4.4,16.6,0.224138
2022-01-07 12:00:00,0.0,1023.0,2.2,90.0,360.0,3.7,14.8,0.310345
2022-01-07 13:00:00,0.0,1024.0,1.6,88.0,10.0,3.4,16.6,0.551724
2022-01-07 14:00:00,0.0,1026.0,1.4,81.0,10.0,4.4,18.4,0.517241
2022-01-07 15:00:00,0.0,1026.0,1.0,70.0,40.0,6.1,20.5,0.327586
2022-01-07 16:00:00,0.0,1025.0,0.0,58.0,50.0,7.8,20.5,0.189655
2022-01-07 17:00:00,0.0,1025.0,-0.7,49.0,40.0,9.5,14.8,0.12069
2022-01-07 18:00:00,0.0,1023.0,-1.0,44.0,10.0,10.8,16.6,0.086207
2022-01-07 19:00:00,0.0,1023.0,-1.7,39.0,30.0,11.8,20.5,0.068966
2022-01-07 20:00:00,0.0,1023.0,-0.9,39.0,20.0,12.7,11.2,0.068966
2022-01-07 21:00:00,0.0,1024.0,-1.1,38.0,10.0,12.9,13.0,0.12069
2022-01-07 22:00:00,0.0,1024.0,-1.4,38.0,60.0,12.6,14.8,0.258621
2022-01-07 23:00:00,0.0,1025.0,0.3,52.0,70.0,9.7,9.4,0.448276
2022-01-08 00:00:00,0.0,1025.0,0.1,53.0,30.0,9.2,7.6,0.517241
2022-01-08 01:00:00,0.0,1026.0,2.6,71.0,0.0,7.5,0.0,0.310345
2022-01-08 02:00:00,0.0,1026.0,3.1,89.0,90.0,4.8,5.4,0.275862
2022-01-08 03:00:00,0.0,1027.0,2.3,82.0,80.0,5.1,9.4,0.258621
2022-01-08 04:00:00,0.0,1027.0,1.7,79.0,100.0,5.0,7.6,0.275862
2022-01-08 05:00:00,0.0,1026.0,0.7,71.0,40.0,5.5,5.4,0.258621
2022-01-08 06:00:00,0.0,1027.0,1.2,81.0,50.0,4.2,7.6,0.241379
2022-01-08 07:00:00,0.0,1027.0,0.9,82.0,60.0,3.7,7.6,0.241379
2022-01-08 08:00:00,0.0,1027.0,0.7,80.0,60.0,3.8,13.0,0.258621
2022-01-08 09:00:00,0.0,1027.0,0.8,84.0,60.0,3.2,9.4,0.241379
2022-01-08 10:00:00,0.0,1028.0,0.3,86.0,80.0,2.4,7.6,0.258621
2022-01-08 11:00:00,0.0,1029.0,0.0,84.0,70.0,2.4,13.0,0.293103
2022-01-08 12:00:00,0.0,1030.0,-0.2,85.0,60.0,2.1,11.2,0.310345
2022-01-08 13:00:00,0.0,1030.0,-0.6,81.0,60.0,2.3,13.0,0.344828
2022-01-08 14:00:00,0.0,1031.0,-0.1,72.0,60.0,4.5,14.8,0.275862
2022-01-08 15:00:00,0.0,1031.0,-0.5,57.0,80.0,7.5,16.6,0.086207
2022-01-08 16:00:00,0.0,1031.0,-0.2,47.0,80.0,10.7,14.8,-0.017241
2022-01-08 17:00:00,0.0,1030.0,0.7,40.0,90.0,14.1,16.6,-0.12069
2022-01-08 18:00:00,0.0,1030.0,3.2,42.0,80.0,16.1,22.3,-0.224138
2022-01-08 19:00:00,0.0,1028.0,5.8,45.0,70.0,17.9,18.4,-0.258621
2022-01-08 20:00:00,0.0,1028.0,6.8,47.0,60.0,18.3,18.4,-0.189655
2022-01-08 21:00:00,0.0,1029.0,8.0,54.0,90.0,17.4,18.4,0.034483
2022-01-08 22:00:00,0.0,1029.0,8.7,56.0,70.0,17.6,14.8,0.155172
2022-01-08 23:00:00,0.0,1029.0,9.2,69.0,70.0,14.8,14.8,0.189655
2022-01-09 00:00:00,0.0,1030.0,9.1,80.0,80.0,12.5,13.0,0.241379
2022-01-09 01:00:00,0.0,1030.0,9.4,87.0,80.0,11.5,11.2,0.241379
2022-01-09 02:00:00,0.0,1030.0,9.4,94.0,80.0,10.3,14.8,0.241379
2022-01-09 03:00:00,0.0,1030.0,10.0,96.0,90.0,10.6,13.0,0.224138
2022-01-09 04:00:00,0.0,1030.0,11.0,97.0,80.0,11.5,13.0,0.224138
2022-01-09 05:00:00,0.0,1029.0,10.0,86.0,80.0,10.9,14.8,0.224138
2022-01-09 06:00:00,0.0,1029.0,11.6,88.0,70.0,11.0,16.6,0.189655
2022-01-09 07:00:00,0.0,1028.0,11.5,92.0,80.0,11.8,14.8,0.189655
2022-01-09 08:00:00,0.0,1027.0,11.6,93.0,110.0,11.8,18.4,0.189655
2022-01-09 09:00:00,0.0,1027.0,11.7,93.0,100.0,12.2,9.4,0.189655
2022-01-09 10:00:00,0.0,1027.0,12.3,94.0,70.0,11.5,7.6,0.189655
2022-01-09 11:00:00,0.0,1027.0,13.0,93.0,80.0,12.2,11.2,0.189655
2022-01-09 12:00:00,0.0,1028.0,12.9,95.0,90.0,12.0,13.0,0.206897
2022-01-09 13:00:00,0.0,1028.0,12.8,99.0,90.0,12.1,11.2,0.206897
2022-01-09 14:00:00,0.0,1028.0,12.7,99.0,20.0,12.9,7.6,0.206897
2022-01-09 15:00:00,0.0,1028.0,13.6,96.0,0.0,14.2,0.0,0.189655
2022-01-09 16:00:00,0.0,1027.0,15.0,86.0,180.0,17.4,13.0,0.103448
2022-01-09 17:00:00,0.0,1026.0,16.2,80.0,180.0,19.7,18.4,-0.017241
2022-01-09 18:00:00,0.0,1024.0,16.6,72.0,190.0,21.9,20.5,-0.189655
2022-01-09 19:00:00,0.0,1023.0,17.2,67.0,190.0,23.7,20.5,-0.224138
2022-01-09 20:00:00,0.0,1023.0,17.5,61.0,200.0,25.6,25.9,-0.103448
2022-01-09 21:00:00,0.0,1023.0,17.8,69.0,190.0,23.8,18.4,0.068966
2022-01-09 22:00:00,0.0,1022.0,18.0,71.0,190.0,23.6,16.6,0.12069
2022-01-09 23:00:00,0.0,1023.0,18.3,79.0,200.0,22.1,11.2,0.189655
2022-01-10 00:00:00,0.0,1023.0,18.7,87.0,180.0,20.9,9.4,0.224138
2022-01-10 01:00:00,3.1,1024.0,18.9,93.0,190.0,20.1,11.2,0.224138
2022-01-10 02:00:00,2.5,1024.0,19.0,97.0,210.0,19.5,11.2,0.224138
2022-01-10 03:00:00,0.4,1026.0,17.0,100.0,220.0,19.1,13.0,0.224138
2022-01-10 04:00:00,4.6,1023.0,16.9,99.0,310.0,17.1,24.1,0.206897
2022-01-10 05:00:00,5.6,1022.0,17.0,98.0,120.0,15.9,9.4,0.189655
2022-01-10 06:00:00,0.5,1023.0,17.0,98.0,190.0,15.9,13.0,0.172414
2022-01-10 07:00:00,0.0,1023.0,17.0,98.0,260.0,15.2,9.4,0.155172
2022-01-10 08:00:00,0.0,1023.0,17.3,98.0,250.0,15.0,7.6,0.155172
2022-01-10 09:00:00,0.0,1023.0,17.9,99.0,240.0,15.3,11.2,0.137931
2022-01-10 10:00:00,0.1,1023.0,17.7,99.0,270.0,15.5,7.6,0.155172
2022-01-10 11:00:00,0.0,1024.0,16.9,96.0,270.0,15.6,7.6,0.189655
2022-01-10 12:00:00,0.5,1025.0,12.1,94.0,350.0,14.1,20.5,0.241379
2022-01-10 13:00:00,0.0,1026.0,12.0,94.0,360.0,12.9,22.3,0.448276
2022-01-10 14:00:00,0.0,1027.0,10.6,87.0,360.0,12.7,24.1,0.5
2022-01-10 15:00:00,0.0,1028.0,11.1,87.0,360.0,13.2,24.1,0.396552
2022-01-10 16:00:00,0.0,1028.0,7.8,74.0,340.0,12.3,20.5,0.155172
2022-01-10 17:00:00,0.0,1027.0,3.7,52.0,340.0,13.4,22.3,0.155172
2022-01-10 18:00:00,0.0,1027.0,1.7,44.0,360.0,13.7,25.9,0.172414
2022-01-10 19:00:00,0.0,1026.0,2.3,47.0,360.0,13.4,18.4,0.206897
2022-01-10 20:00:00,0.0,1027.0,1.2,41.0,360.0,14.3,24.1,0.12069
2022-01-10 21:00:00,0.0,1027.0,0.1,40.0,10.0,13.4,24.1,0.293103
2022-01-10 22:00:00,0.0,1027.0,0.0,40.0,20.0,13.3,16.6,0.344828
2022-01-10 23:00:00,0.0,1028.0,1.7,52.0,340.0,11.2,9.4,0.5
2022-01-11 00:00:00,0.0,1028.0,-0.2,51.0,350.0,9.4,13.0,0.448276
2022-01-11 01:00:00,0.0,1028.0,-1.2,51.0,350.0,8.4,11.2,0.327586
2022-01-11 02:00:00,0.0,1030.0,-1.8,51.0,350.0,7.7,9.4,0.310345
2022-01-11 03:00:00,0.0,1030.0,-3.0,48.0,10.0,7.3,14.8,0.310345
2022-01-11 04:00:00,0.0,1031.0,-3.9,47.0,10.0,6.6,14.8,0.310345
2022-01-11 05:00:00,0.0,1030.0,-4.1,49.0,10.0,5.8,9.4,0.293103
2022-01-11 06:00:00,0.0,1030.0,-4.6,48.0,20.0,5.6,14.8,0.293103
2022-01-11 07:00:00,0.0,1031.0,-4.2,53.0,20.0,4.6,9.4,0.293103
2022-01-11 08:00:00,0.0,1031.0,-3.9,57.0,20.0,3.8,9.4,0.293103
2022-01-11 09:00:00,0.0,1031.0,-3.8,61.0,360.0,3.0,7.6,0.275862
2022-01-11 10:00:00,0.0,1031.0,-3.6,64.0,360.0,2.5,7.6,0.293103
2022-01-11 11:00:00,0.0,1032.0,-3.6,66.0,340.0,2.1,7.6,0.327586
2022-01-11 12:00:00,0.0,1032.0,-3.5,69.0,0.0,1.6,0.0,0.413793
2022-01-11 13:00:00,0.0,1033.0,-4.1,64.0,350.0,2.0,7.6,0.637931
2022-01-11 14:00:00,0.0,1033.0,-3.5,58.0,10.0,4.0,11.2,0.586207
2022-01-11 15:00:00,0.0,1033.0,-6.0,41.0,30.0,6.3,24.1,0.362069
2022-01-11 16:00:00,0.0,1032.0,-6.0,36.0,60.0,8.2,22.3,0.241379
2022-01-11 17:00:00,0.0,1032.0,-4.6,36.0,80.0,9.8,20.5,0.12069
2022-01-11 18:00:00,0.0,1031.0,-4.3,35.0,50.0,10.5,11.2,0.086207
2022-01-11 19:00:00,0.0,1030.0,-3.1,35.0,60.0,11.9,16.6,-0.034483
2022-01-11 20:00:00,0.0,1030.0,-2.3,36.0,80.0,12.4,13.0,-0.12069
2022-01-11 21:00:00,0.0,1030.0,-2.6,35.0,70.0,12.5,14.8,-0.034483
2022-01-11 22:00:00,0.0,1030.0,-1.8,38.0,60.0,12.1,16.6,0.068966
2022-01-11 23:00:00,0.0,1030.0,-1.4,46.0,50.0,9.7,13.0,0.258621
2022-01-12 00:00:00,0.0,1030.0,0.3,59.0,30.0,7.8,11.2,0.327586
2022-01-12 01:00:00,0.0,1031.0,-0.1,61.0,40.0,6.9,11.2,0.344828
2022-01-12 02:00:00,0.0,1031.0,-0.2,63.0,30.0,6.3,13.0,0.362069
2022-01-12 03:00:00,0.0,1031.0,-0.6,65.0,30.0,5.5,11.2,0.344828
2022-01-12 04:00:00,0.0,1030.0,-0.3,72.0,60.0,4.3,5.4,0.310345
2022-01-12 05:00:00,0.0,1030.0,-0.2,78.0,60.0,3.3,9.4,0.327586
2022-01-12 06:00:00,0.0,1029.0,-0.1,78.0,60.0,3.4,9.4,0.310345
2022-01-12 07:00:00,0.0,1028.0,0.8,83.0,70.0,3.4,11.2,0.310345
2022-01-12 08:00:00,0.0,1029.0,1.0,84.0,40.0,3.4,7.6,0.310345
2022-01-12 09:00:00,0.0,1029.0,2.2,91.0,20.0,3.5,7.6,0.293103
2022-01-12 10:00:00,0.0,1029.0,2.3,91.0,60.0,3.6,11.2,0.310345
2022-01-12 11:00:00,0.0,1028.0,2.4,87.0,40.0,4.4,11.2,0.344828
2022-01-12 12:00:00,0.0,1029.0,2.2,90.0,30.0,3.7,9.4,0.431034
2022-01-12 13:00:00,0.0,1028.0,2.2,91.0,40.0,3.5,7.6,0.465517
2022-01-12 14:00:00,0.0,1028.0,2.0,81.0,60.0,5.0,13.0,0.413793
2022-01-12 15:00:00,0.0,1028.0,2.8,78.0,50.0,6.4,11.2,0.37931
2022-01-12 16:00:00,0.0,1027.0,3.6,73.0,60.0,8.2,13.0,0.206897
2022-01-12 17:00:00,0.0,1025.0,4.1,61.0,60.0,11.4,14.8,0.0
2022-01-12 18:00:00,0.0,1024.0,5.2,56.0,30.0,13.8,9.4,0.12069
2022-01-12 19:00:00,0.0,1024.0,5.9,58.0,40.0,14.0,5.4,0.103448
2022-01-12 20:00:00,0.0,1023.0,6.0,57.0,50.0,14.4,11.2,0.103448
2022-01-12 21:00:00,0.0,1023.0,6.4,59.0,20.0,14.3,5.4,0.224138
2022-01-12 22:00:00,0.0,1023.0,6.5,59.0,10.0,14.4,7.6,0.224138
2022-01-12 23:00:00,0.0,1023.0,6.9,67.0,30.0,12.9,5.4,0.275862
2022-01-13 00:00:00,0.0,1023.0,7.3,74.0,60.0,11.8,9.4,0.293103
2022-01-13 01:00:00,0.0,1023.0,7.7,79.0,40.0,11.2,9.4,0.310345
2022-01-13 02:00:00,0.0,1022.0,8.0,86.0,320.0,10.2,7.6,0.293103
2022-01-13 03:00:00,0.0,1022.0,7.9,92.0,0.0,9.1,0.0,0.293103
2022-01-13 04:00:00,0.0,1022.0,6.7,97.0,0.0,7.1,0.0,0.275862
2022-01-13 05:00:00,0.0,1021.0,6.0,97.0,0.0,6.4,0.0,0.258621
2022-01-13 06:00:00,0.0,1021.0,4.9,89.0,320.0,5.9,7.6,0.241379
2022-01-13 07:00:00,0.0,1021.0,5.2,84.0,290.0,5.3,5.4,0.241379
2022-01-13 08:00:00,0.0,1020.0,4.9,86.0,0.0,4.4,0.0,0.258621
2022-01-13 09:00:00,0.0,1020.0,4.5,95.0,300.0,4.2,7.6,0.241379
2022-01-13 10:00:00,0.0,1020.0,4.1,95.0,310.0,4.4,5.4,0.258621
2022-01-13 11:00:00,0.0,1019.0,3.7,95.0,0.0,4.2,0.0,0.293103
