,Waianae_solar
2023-01-02 02:00:00,1.5867749296356817
2023-01-02 03:00:00,1.586777562989969
2023-01-02 04:00:00,1.5867801915401234
2023-01-02 05:00:00,1.5867828152858432
2023-01-02 06:00:00,1.5867854342268266
2023-01-02 07:00:00,1.586788048362773
2023-01-02 08:00:00,1.5867906576933826
2023-01-02 09:00:00,1.5867932622183538
2023-01-02 10:00:00,1.5867958619373894
2023-01-02 11:00:00,1.586798456850189
2023-01-02 12:00:00,1.5868010469564557
2023-01-02 13:00:00,1.5868036322558912
2023-01-02 14:00:00,1.5868062127481988
2023-01-02 15:00:00,1.586808788433082
2023-01-02 16:00:00,1.5868113593102438
2023-01-02 17:00:00,1.586813925379391
2023-01-02 18:00:00,1.5868164866402261
2023-01-02 19:00:00,1.5868190430924571
2023-01-02 20:00:00,1.5868215947357889
2023-01-02 21:00:00,1.5868241415699287
2023-01-02 22:00:00,1.5868266835945841
2023-01-02 23:00:00,1.5868292208094625
2023-01-03 00:00:00,1.5868317532142733
2023-01-03 01:00:00,1.5868342808087241
2023-01-03 02:00:00,1.586836803592526
2023-01-03 03:00:00,1.5868393215653878
2023-01-03 04:00:00,1.5868418347270212
2023-01-03 05:00:00,1.5868443430771368
2023-01-03 06:00:00,1.5868468466154464
2023-01-03 07:00:00,1.5868493453416634
2023-01-03 08:00:00,1.5868518392554987
2023-01-03 09:00:00,1.5868543283566678
2023-01-03 10:00:00,1.5868568126448837
2023-01-03 11:00:00,1.5868592921198605
2023-01-03 12:00:00,1.586861766781314
2023-01-03 13:00:00,1.58686423662896
2023-01-03 14:00:00,1.5868667016625144
2023-01-03 15:00:00,1.5868691618816937
2023-01-03 16:00:00,1.5868716172862158
2023-01-03 17:00:00,1.5868740678757975
2023-01-03 18:00:00,1.5868765136501592
2023-01-03 19:00:00,1.5868789546090178
2023-01-03 20:00:00,1.586881390752094
2023-01-03 21:00:00,1.5868838220791075
2023-01-03 22:00:00,1.586886248589779
2023-01-03 23:00:00,1.58688867028383
2023-01-04 00:00:00,1.5868910871609814
2023-01-04 01:00:00,1.5868934992209567
2023-01-04 02:00:00,1.5868959064634776
2023-01-04 03:00:00,1.5868983088882684
2023-01-04 04:00:00,1.5869007064950522
2023-01-04 05:00:00,1.5869030992835542
2023-01-04 06:00:00,1.5869054872534998
2023-01-04 07:00:00,1.586907870404613
2023-01-04 08:00:00,1.5869102487366218
2023-01-04 09:00:00,1.586912622249252
2023-01-04 10:00:00,1.5869149909422307
2023-01-04 11:00:00,1.5869173548152862
2023-01-04 12:00:00,1.586919713868147
2023-01-04 13:00:00,1.586922068100542
2023-01-04 14:00:00,1.5869244175122
2023-01-04 15:00:00,1.5869267621028518
2023-01-04 16:00:00,1.5869291018722271
2023-01-04 17:00:00,1.5869314368200589
2023-01-04 18:00:00,1.5869337669460768
2023-01-04 19:00:00,1.5869360922500142
2023-01-04 20:00:00,1.5869384127316042
2023-01-04 21:00:00,1.5869407283905788
2023-01-04 22:00:00,1.5869430392266735
2023-01-04 23:00:00,1.5869453452396216
2023-01-05 00:00:00,1.586947646429159
2023-01-05 01:00:00,1.5869499427950207
2023-01-05 02:00:00,1.586952234336943
2023-01-05 03:00:00,1.5869545210546627
2023-01-05 04:00:00,1.5869568029479169
2023-01-05 05:00:00,1.586959080016444
2023-01-05 06:00:00,1.586961352259981
2023-01-05 07:00:00,1.5869636196782684
2023-01-05 08:00:00,1.5869658822710448
2023-01-05 09:00:00,1.5869681400380502
2023-01-05 10:00:00,1.5869703929790255
2023-01-05 11:00:00,1.5869726410937115
2023-01-05 12:00:00,1.5869748843818505
2023-01-05 13:00:00,1.5869771228431837
2023-01-05 14:00:00,1.586979356477455
2023-01-05 15:00:00,1.5869815852844071
2023-01-05 16:00:00,1.586983809263784
2023-01-05 17:00:00,1.5869860284153303
2023-01-05 18:00:00,1.5869882427387907
2023-01-05 19:00:00,1.5869904522339118
2023-01-05 20:00:00,1.586992656900438
2023-01-05 21:00:00,1.5869948567381176
2023-01-05 22:00:00,1.5869970517466965
2023-01-05 23:00:00,1.5869992419259238
2023-01-06 00:00:00,1.5870014272755468
2023-01-06 01:00:00,1.587003607795315
2023-01-06 02:00:00,1.5870057834849773
2023-01-06 03:00:00,1.587007954344284
2023-01-06 04:00:00,1.5870101203729867
2023-01-06 05:00:00,1.5870122815708343
2023-01-06 06:00:00,1.5870144379375803
2023-01-06 07:00:00,1.5870165894729766
2023-01-06 08:00:00,1.5870187361767751
2023-01-06 09:00:00,1.5870208780487303
2023-01-06 10:00:00,1.5870230150885951
2023-01-06 11:00:00,1.587025147296125
2023-01-06 12:00:00,1.5870272746710736
2023-01-06 13:00:00,1.5870293972131981
2023-01-06 14:00:00,1.5870315149222531
2023-01-06 15:00:00,1.5870336277979964
2023-01-06 16:00:00,1.5870357358401845
2023-01-06 17:00:00,1.5870378390485755
2023-01-06 18:00:00,1.5870399374229283
2023-01-06 19:00:00,1.5870420309630002
2023-01-06 20:00:00,1.5870441196685523
2023-01-06 21:00:00,1.5870462035393436
2023-01-06 22:00:00,1.5870482825751353
2023-01-06 23:00:00,1.587050356775688
2023-01-07 00:00:00,1.587052426140764
2023-01-07 01:00:00,1.587054490670125
2023-01-07 02:00:00,1.587056550363533
2023-01-07 03:00:00,1.5870586052207534
2023-01-07 04:00:00,1.587060655241548
2023-01-07 05:00:00,1.587062700425683
2023-01-07 06:00:00,1.5870647407729221
2023-01-07 07:00:00,1.5870667762830313
2023-01-07 08:00:00,1.587068806955777
2023-01-07 09:00:00,1.5870708327909253
2023-01-07 10:00:00,1.5870728537882444
2023-01-07 11:00:00,1.5870748699475006
2023-01-07 12:00:00,1.5870768812684637
2023-01-07 13:00:00,1.5870788877509014
2023-01-07 14:00:00,1.5870808893945842
2023-01-07 15:00:00,1.5870828861992814
2023-01-07 16:00:00,1.5870848781647637
2023-01-07 17:00:00,1.5870868652908028
2023-01-07 18:00:00,1.5870888475771692
2023-01-07 19:00:00,1.5870908250236362
2023-01-07 20:00:00,1.5870927976299762
2023-01-07 21:00:00,1.5870947653959624
2023-01-07 22:00:00,1.5870967283213686
2023-01-07 23:00:00,1.58709868640597
2023-01-08 00:00:00,1.5871006396495408
2023-01-08 01:00:00,1.5871025880518568
2023-01-08 02:00:00,1.5871045316126946
2023-01-08 03:00:00,1.5871064703318296
2023-01-08 04:00:00,1.587108404209041
2023-01-08 05:00:00,1.5871103332441048
2023-01-08 06:00:00,1.5871122574368002
2023-01-08 07:00:00,1.5871141767869061
2023-01-08 08:00:00,1.5871160912942015
2023-01-08 09:00:00,1.5871180009584671
2023-01-08 10:00:00,1.587119905779483
2023-01-08 11:00:00,1.5871218057570304
2023-01-08 12:00:00,1.587123700890891
2023-01-08 13:00:00,1.587125591180847
2023-01-08 14:00:00,1.5871274766266814
2023-01-08 15:00:00,1.5871293572281773
2023-01-08 16:00:00,1.587131232985119
2023-01-08 17:00:00,1.5871331038972902
2023-01-08 18:00:00,1.587134969964477
2023-01-08 19:00:00,1.5871368311864642
2023-01-08 20:00:00,1.5871386875630382
2023-01-08 21:00:00,1.5871405390939854
2023-01-08 22:00:00,1.5871423857790936
2023-01-08 23:00:00,1.5871442276181504
2023-01-09 00:00:00,1.5871460646109439
2023-01-09 01:00:00,1.5871478967572634
2023-01-09 02:00:00,1.587149724056898
2023-01-09 03:00:00,1.5871515465096382
2023-01-09 04:00:00,1.587153364115274
2023-01-09 05:00:00,1.5871551768735968
2023-01-09 06:00:00,1.5871569847843991
2023-01-09 07:00:00,1.5871587878474716
2023-01-09 08:00:00,1.5871605860626083
2023-01-09 09:00:00,1.5871623794296021
2023-01-09 10:00:00,1.5871641679482476
2023-01-09 11:00:00,1.5871659516183385
2023-01-09 12:00:00,1.58716773043967
2023-01-09 13:00:00,1.587169504412038
2023-01-09 14:00:00,1.5871712735352383
2023-01-09 15:00:00,1.5871730378090685
2023-01-09 16:00:00,1.5871747972333243
2023-01-09 17:00:00,1.5871765518078051
2023-01-09 18:00:00,1.5871783015323087
2023-01-09 19:00:00,1.5871800464066335
2023-01-09 20:00:00,1.58718178643058
2023-01-09 21:00:00,1.5871835216039472
2023-01-09 22:00:00,1.5871852519265368
2023-01-09 23:00:00,1.587186977398149
2023-01-10 00:00:00,1.5871886980185865
2023-01-10 01:00:00,1.587190413787651
2023-01-10 02:00:00,1.5871921247051453
2023-01-10 03:00:00,1.587193830770873
2023-01-10 04:00:00,1.587195531984638
2023-01-10 05:00:00,1.5871972283462452
2023-01-10 06:00:00,1.5871989198554988
2023-01-10 07:00:00,1.5872006065122053
2023-01-10 08:00:00,1.5872022883161705
2023-01-10 09:00:00,1.5872039652672014
2023-01-10 10:00:00,1.587205637365105
2023-01-10 11:00:00,1.5872073046096893
2023-01-10 12:00:00,1.587208967000763
2023-01-10 13:00:00,1.5872106245381343
2023-01-10 14:00:00,1.587212277221614
2023-01-10 15:00:00,1.5872139250510107
2023-01-10 16:00:00,1.5872155680261364
2023-01-10 17:00:00,1.5872172061468015
2023-01-10 18:00:00,1.5872188394128182
2023-01-10 19:00:00,1.5872204678239985
2023-01-10 20:00:00,1.5872220913801554
2023-01-10 21:00:00,1.5872237100811026
2023-01-10 22:00:00,1.5872253239266536
2023-01-10 23:00:00,1.5872269329166238
2023-01-11 00:00:00,1.5872285370508272
2023-01-11 01:00:00,1.5872301363290804
2023-01-11 02:00:00,1.5872317307511992
2023-01-11 03:00:00,1.5872333203170004
2023-01-11 04:00:00,1.5872349050263017
2023-01-11 05:00:00,1.5872364848789204
2023-01-11 06:00:00,1.5872380598746756
2023-01-11 07:00:00,1.5872396300133862
2023-01-11 08:00:00,1.5872411952948713
2023-01-11 09:00:00,1.5872427557189512
2023-01-11 10:00:00,1.5872443112854473
2023-01-11 11:00:00,1.5872458619941803
2023-01-11 12:00:00,1.5872474078449714
2023-01-11 13:00:00,1.5872489488376447
2023-01-11 14:00:00,1.587250484972021
2023-01-11 15:00:00,1.5872520162479258
2023-01-11 16:00:00,1.5872535426651815
2023-01-11 17:00:00,1.5872550642236136
2023-01-11 18:00:00,1.5872565809230474
2023-01-11 19:00:00,1.587258092763308
2023-01-11 20:00:00,1.587259599744222
2023-01-11 21:00:00,1.5872611018656162
2023-01-11 22:00:00,1.5872625991273184
2023-01-11 23:00:00,1.5872640915291558
2023-01-12 00:00:00,1.5872655790709576
2023-01-12 01:00:00,1.5872670617525524
2023-01-12 02:00:00,1.5872685395737698
2023-01-12 03:00:00,1.587270012534441
2023-01-12 04:00:00,1.587271480634395
2023-01-12 05:00:00,1.5872729438734647
2023-01-12 06:00:00,1.5872744022514813
2023-01-12 07:00:00,1.587275855768277
2023-01-12 08:00:00,1.587277304423685
2023-01-12 09:00:00,1.587278748217539
2023-01-12 10:00:00,1.5872801871496733
2023-01-12 11:00:00,1.587281621219922
2023-01-12 12:00:00,1.5872830504281206
2023-01-12 13:00:00,1.5872844747741044
2023-01-12 14:00:00,1.587285894257711
2023-01-12 15:00:00,1.587287308878776
2023-01-12 16:00:00,1.5872887186371374
2023-01-12 17:00:00,1.5872901235326333
2023-01-12 18:00:00,1.5872915235651017
2023-01-12 19:00:00,1.5872929187343827
2023-01-12 20:00:00,1.5872943090403149
2023-01-12 21:00:00,1.5872956944827394
2023-01-12 22:00:00,1.5872970750614968
2023-01-12 23:00:00,1.5872984507764283
2023-01-13 00:00:00,1.5872998216273755
2023-01-13 01:00:00,1.5873011876141814
2023-01-13 02:00:00,1.5873025487366894
2023-01-13 03:00:00,1.587303904994742
2023-01-13 04:00:00,1.5873052563881842
2023-01-13 05:00:00,1.5873066029168608
2023-01-13 06:00:00,1.5873079445806162
2023-01-13 07:00:00,1.5873092813792968
2023-01-13 08:00:00,1.5873106133127495
2023-01-13 09:00:00,1.5873119403808205
2023-01-13 10:00:00,1.5873132625833575
2023-01-13 11:00:00,1.5873145799202086
2023-01-13 12:00:00,1.5873158923912225
2023-01-13 13:00:00,1.5873171999962483
2023-01-13 14:00:00,1.5873185027351358
2023-01-13 15:00:00,1.5873198006077351
2023-01-13 16:00:00,1.587321093613898
2023-01-13 17:00:00,1.5873223817534743
2023-01-13 18:00:00,1.5873236650263174
2023-01-13 19:00:00,1.5873249434322791
2023-01-13 20:00:00,1.587326216971213
2023-01-13 21:00:00,1.5873274856429722
2023-01-13 22:00:00,1.5873287494474115
2023-01-13 23:00:00,1.5873300083843853
2023-01-14 00:00:00,1.5873312624537488
2023-01-14 01:00:00,1.5873325116553587
2023-01-14 02:00:00,1.5873337559890703
2023-01-14 03:00:00,1.5873349954547415
2023-01-14 04:00:00,1.5873362300522298
2023-01-14 05:00:00,1.5873374597813927
2023-01-14 06:00:00,1.5873386846420898
2023-01-14 07:00:00,1.5873399046341794
2023-01-14 08:00:00,1.5873411197575222
2023-01-14 09:00:00,1.587342330011978
2023-01-14 10:00:00,1.587343535397408
2023-01-14 11:00:00,1.5873447359136734
2023-01-14 12:00:00,1.5873459315606369
2023-01-14 13:00:00,1.58734712233816
2023-01-14 14:00:00,1.587348308246107
2023-01-14 15:00:00,1.5873494892843416
2023-01-14 16:00:00,1.5873506654527267
2023-01-14 17:00:00,1.5873518367511288
2023-01-14 18:00:00,1.5873530031794125
2023-01-14 19:00:00,1.5873541647374438
2023-01-14 20:00:00,1.5873553214250893
2023-01-14 21:00:00,1.5873564732422163
2023-01-14 22:00:00,1.5873576201886923
2023-01-14 23:00:00,1.5873587622643852
2023-01-15 00:00:00,1.5873598994691644
2023-01-15 01:00:00,1.5873610318028986
2023-01-15 02:00:00,1.587362159265458
2023-01-15 03:00:00,1.5873632818567132
2023-01-15 04:00:00,1.5873643995765347
2023-01-15 05:00:00,1.5873655124247947
2023-01-15 06:00:00,1.5873666204013648
2023-01-15 07:00:00,1.587367723506118
2023-01-15 08:00:00,1.5873688217389275
2023-01-15 09:00:00,1.587369915099667
2023-01-15 10:00:00,1.5873710035882107
2023-01-15 11:00:00,1.5873720872044341
2023-01-15 12:00:00,1.587373165948212
2023-01-15 13:00:00,1.5873742398194208
2023-01-15 14:00:00,1.5873753088179374
2023-01-15 15:00:00,1.5873763729436383
2023-01-15 16:00:00,1.5873774321964018
2023-01-15 17:00:00,1.5873784865761058
2023-01-15 18:00:00,1.5873795360826293
2023-01-15 19:00:00,1.5873805807158514
2023-01-15 20:00:00,1.5873816204756528
2023-01-15 21:00:00,1.5873826553619137
2023-01-15 22:00:00,1.5873836853745145
2023-01-15 23:00:00,1.5873847105133378
2023-01-16 00:00:00,1.587385730778265
2023-01-16 01:00:00,1.58738674616918
2023-01-16 02:00:00,1.5873877566859649
2023-01-16 03:00:00,1.5873887623285041
2023-01-16 04:00:00,1.5873897630966822
2023-01-16 05:00:00,1.587390758990384
2023-01-16 06:00:00,1.587391750009495
2023-01-16 07:00:00,1.5873927361539013
2023-01-16 08:00:00,1.58739371742349
2023-01-16 09:00:00,1.5873946938181478
2023-01-16 10:00:00,1.587395665337763
2023-01-16 11:00:00,1.5873966319822232
2023-01-16 12:00:00,1.5873975937514182
2023-01-16 13:00:00,1.5873985506452375
2023-01-16 14:00:00,1.58739950266357
2023-01-16 15:00:00,1.5874004498063077
2023-01-16 16:00:00,1.587401392073341
2023-01-16 17:00:00,1.5874023294645616
2023-01-16 18:00:00,1.587403261979862
2023-01-16 19:00:00,1.5874041896191349
2023-01-16 20:00:00,1.587405112382274
2023-01-16 21:00:00,1.587406030269173
2023-01-16 22:00:00,1.5874069432797266
2023-01-16 23:00:00,1.5874078514138295
2023-01-17 00:00:00,1.587408754671378
2023-01-17 01:00:00,1.5874096530522677
2023-01-17 02:00:00,1.5874105465563955
2023-01-17 03:00:00,1.5874114351836592
2023-01-17 04:00:00,1.587412318933956
2023-01-17 05:00:00,1.5874131978071846
2023-01-17 06:00:00,1.5874140718032443
2023-01-17 07:00:00,1.5874149409220344
2023-01-17 08:00:00,1.587415805163455
2023-01-17 09:00:00,1.5874166645274073
2023-01-17 10:00:00,1.5874175190137916
2023-01-17 11:00:00,1.5874183686225103
2023-01-17 12:00:00,1.5874192133534661
2023-01-17 13:00:00,1.587420053206561
2023-01-17 14:00:00,1.5874208881816994
2023-01-17 15:00:00,1.5874217182787849
2023-01-17 16:00:00,1.587422543497722
2023-01-17 17:00:00,1.587423363838416
2023-01-17 18:00:00,1.5874241793007733
2023-01-17 19:00:00,1.5874249898846993
2023-01-17 20:00:00,1.587425795590101
2023-01-17 21:00:00,1.587426596416886
2023-01-17 22:00:00,1.5874273923649622
2023-01-17 23:00:00,1.5874281834342385
2023-01-18 00:00:00,1.5874289696246233
2023-01-18 01:00:00,1.587429750936027
2023-01-18 02:00:00,1.5874305273683593
2023-01-18 03:00:00,1.587431298921531
2023-01-18 04:00:00,1.5874320655954537
2023-01-18 05:00:00,1.587432827390039
2023-01-18 06:00:00,1.5874335843051999
2023-01-18 07:00:00,1.5874343363408487
2023-01-18 08:00:00,1.5874350834968995
2023-01-18 09:00:00,1.5874358257732664
2023-01-18 10:00:00,1.5874365631698637
2023-01-18 11:00:00,1.5874372956866074
2023-01-18 12:00:00,1.5874380233234124
2023-01-18 13:00:00,1.5874387460801958
2023-01-18 14:00:00,1.5874394639568745
2023-01-18 15:00:00,1.5874401769533655
2023-01-18 16:00:00,1.5874408850695874
2023-01-18 17:00:00,1.5874415883054585
2023-01-18 18:00:00,1.5874422866608981
2023-01-18 19:00:00,1.587442980135826
2023-01-18 20:00:00,1.5874436687301625
2023-01-18 21:00:00,1.5874443524438282
2023-01-18 22:00:00,1.5874450312767452
2023-01-18 23:00:00,1.5874457052288347
2023-01-19 00:00:00,1.5874463743000196
2023-01-19 01:00:00,1.5874470384902235
2023-01-19 02:00:00,1.587447697799369
2023-01-19 03:00:00,1.5874483522273812
2023-01-19 04:00:00,1.587449001774185
2023-01-19 05:00:00,1.587449646439705
2023-01-19 06:00:00,1.5874502862238673
2023-01-19 07:00:00,1.587450921126599
2023-01-19 08:00:00,1.5874515511478269
2023-01-19 09:00:00,1.5874521762874778
2023-01-19 10:00:00,1.5874527965454812
2023-01-19 11:00:00,1.5874534119217647
2023-01-19 12:00:00,1.587454022416258
2023-01-19 13:00:00,1.5874546280288913
2023-01-19 14:00:00,1.5874552287595942
2023-01-19 15:00:00,1.5874558246082986
2023-01-19 16:00:00,1.5874564155749353
2023-01-19 17:00:00,1.5874570016594367
2023-01-19 18:00:00,1.5874575828617354
2023-01-19 19:00:00,1.5874581591817645
2023-01-19 20:00:00,1.5874587306194579
2023-01-19 21:00:00,1.58745929717475
2023-01-19 22:00:00,1.5874598588475757
2023-01-19 23:00:00,1.58746041563787
2023-01-20 00:00:00,1.5874609675455698
2023-01-20 01:00:00,1.5874615145706106
2023-01-20 02:00:00,1.5874620567129305
2023-01-20 03:00:00,1.5874625939724667
2023-01-20 04:00:00,1.5874631263491574
2023-01-20 05:00:00,1.5874636538429416
2023-01-20 06:00:00,1.5874641764537587
2023-01-20 07:00:00,1.5874646941815487
2023-01-20 08:00:00,1.5874652070262516
2023-01-20 09:00:00,1.5874657149878095
2023-01-20 10:00:00,1.5874662180661627
2023-01-20 11:00:00,1.5874667162612548
2023-01-20 12:00:00,1.5874672095730273
2023-01-20 13:00:00,1.587467698001424
2023-01-20 14:00:00,1.5874681815463894
2023-01-20 15:00:00,1.5874686602078665
2023-01-20 16:00:00,1.5874691339858016
2023-01-20 17:00:00,1.5874696028801398
2023-01-20 18:00:00,1.587470066890827
2023-01-20 19:00:00,1.5874705260178101
2023-01-20 20:00:00,1.5874709802610365
2023-01-20 21:00:00,1.5874714296204535
2023-01-20 22:00:00,1.5874718740960099
2023-01-20 23:00:00,1.5874723136876547
2023-01-21 00:00:00,1.5874727483953368
2023-01-21 01:00:00,1.5874731782190068
2023-01-21 02:00:00,1.5874736031586152
2023-01-21 03:00:00,1.587474023214113
2023-01-21 04:00:00,1.5874744383854518
2023-01-21 05:00:00,1.5874748486725843
2023-01-21 06:00:00,1.587475254075463
2023-01-21 07:00:00,1.5874756545940416
2023-01-21 08:00:00,1.5874760502282739
2023-01-21 09:00:00,1.5874764409781144
2023-01-21 10:00:00,1.5874768268435182
2023-01-21 11:00:00,1.587477207824441
2023-01-21 12:00:00,1.587477583920839
2023-01-21 13:00:00,1.5874779551326692
2023-01-21 14:00:00,1.5874783214598884
2023-01-21 15:00:00,1.587478682902455
2023-01-21 16:00:00,1.5874790394603273
2023-01-21 17:00:00,1.5874793911334641
2023-01-21 18:00:00,1.5874797379218253
2023-01-21 19:00:00,1.5874800798253712
2023-01-21 20:00:00,1.587480416844062
2023-01-21 21:00:00,1.587480748977859
2023-01-21 22:00:00,1.5874810762267249
2023-01-21 23:00:00,1.5874813985906207
2023-01-22 00:00:00,1.5874817160695103
2023-01-22 01:00:00,1.587482028663357
2023-01-22 02:00:00,1.587482336372125
2023-01-22 03:00:00,1.5874826391957786
2023-01-22 04:00:00,1.5874829371342833
2023-01-22 05:00:00,1.5874832301876047
2023-01-22 06:00:00,1.5874835183557094
2023-01-22 07:00:00,1.5874838016385637
2023-01-22 08:00:00,1.5874840800361354
2023-01-22 09:00:00,1.587484353548393
2023-01-22 10:00:00,1.5874846221753038
2023-01-22 11:00:00,1.587484885916838
2023-01-22 12:00:00,1.5874851447729652
2023-01-22 13:00:00,1.587485398743655
2023-01-22 14:00:00,1.5874856478288788
2023-01-22 15:00:00,1.587485892028608
2023-01-22 16:00:00,1.587486131342814
2023-01-22 17:00:00,1.5874863657714695
2023-01-22 18:00:00,1.587486595314548
2023-01-22 19:00:00,1.5874868199720227
2023-01-22 20:00:00,1.5874870397438676
2023-01-22 21:00:00,1.587487254630058
2023-01-22 22:00:00,1.5874874646305686
2023-01-22 23:00:00,1.5874876697453757
2023-01-23 00:00:00,1.5874878699744557
2023-01-23 01:00:00,1.5874880653177854
2023-01-23 02:00:00,1.5874882557753425
2023-01-23 03:00:00,1.5874884413471047
2023-01-23 04:00:00,1.587488622033051
2023-01-23 05:00:00,1.5874887978331609
2023-01-23 06:00:00,1.5874889687474139
2023-01-23 07:00:00,1.58748913477579
2023-01-23 08:00:00,1.5874892959182707
2023-01-23 09:00:00,1.587489452174837
2023-01-23 10:00:00,1.5874896035454713
2023-01-23 11:00:00,1.5874897500301564
2023-01-23 12:00:00,1.5874898916288747
2023-01-23 13:00:00,1.5874900283416105
2023-01-23 14:00:00,1.587490160168348
2023-01-23 15:00:00,1.5874902871090717
2023-01-23 16:00:00,1.5874904091637674
2023-01-23 17:00:00,1.587490526332421
2023-01-23 18:00:00,1.587490638615019
2023-01-23 19:00:00,1.5874907460115482
2023-01-23 20:00:00,1.587490848521997
2023-01-23 21:00:00,1.5874909461463527
2023-01-23 22:00:00,1.5874910388846044
2023-01-23 23:00:00,1.5874911267367418
2023-01-24 00:00:00,1.5874912097027545
2023-01-24 01:00:00,1.5874912877826328
2023-01-24 02:00:00,1.587491360976368
2023-01-24 03:00:00,1.5874914292839515
2023-01-24 04:00:00,1.5874914927053756
2023-01-24 05:00:00,1.587491551240633
2023-01-24 06:00:00,1.5874916048897165
2023-01-24 07:00:00,1.5874916536526207
2023-01-24 08:00:00,1.5874916975293392
2023-01-24 09:00:00,1.5874917365198675
2023-01-24 10:00:00,1.587491770624201
2023-01-24 11:00:00,1.5874917998423357
2023-01-24 12:00:00,1.5874918241742682
2023-01-24 13:00:00,1.5874918436199958
2023-01-24 14:00:00,1.5874918581795163
2023-01-24 15:00:00,1.5874918678528276
2023-01-24 16:00:00,1.5874918726399292
2023-01-24 17:00:00,1.58749187254082
2023-01-24 18:00:00,1.5874918675555003
2023-01-24 19:00:00,1.5874918576839707
2023-01-24 20:00:00,1.5874918429262321
2023-01-24 21:00:00,1.5874918232822863
2023-01-24 22:00:00,1.5874917987521355
2023-01-24 23:00:00,1.5874917693357826
2023-01-25 00:00:00,1.587491735033231
2023-01-25 01:00:00,1.5874916958444845
2023-01-25 02:00:00,1.5874916517695474
2023-01-25 03:00:00,1.5874916028084254
2023-01-25 04:00:00,1.5874915489611234
2023-01-25 05:00:00,1.5874914902276478
2023-01-25 06:00:00,1.5874914266080058
2023-01-25 07:00:00,1.587491358102204
2023-01-25 08:00:00,1.5874912847102507
2023-01-25 09:00:00,1.5874912064321542
2023-01-25 10:00:00,1.5874911232679234
2023-01-25 11:00:00,1.587491035217568
2023-01-25 12:00:00,1.587490942281098
2023-01-25 13:00:00,1.5874908444585243
2023-01-25 14:00:00,1.5874907417498576
2023-01-25 15:00:00,1.5874906341551103
2023-01-25 16:00:00,1.5874905216742943
2023-01-25 17:00:00,1.5874904043074227
2023-01-25 18:00:00,1.5874902820545091
2023-01-25 19:00:00,1.5874901549155673
2023-01-25 20:00:00,1.5874900228906121
2023-01-25 21:00:00,1.5874898859796582
2023-01-25 22:00:00,1.587489744182722
2023-01-25 23:00:00,1.5874895974998193
2023-01-26 00:00:00,1.5874894459309672
2023-01-26 01:00:00,1.587489289476183
2023-01-26 02:00:00,1.5874891281354846
2023-01-26 03:00:00,1.5874889619088906
2023-01-26 04:00:00,1.58748879079642
2023-01-26 05:00:00,1.5874886147980927
2023-01-26 06:00:00,1.5874884339139284
2023-01-26 07:00:00,1.5874882481439485
2023-01-26 08:00:00,1.587488057488174
2023-01-26 09:00:00,1.5874878619466268
2023-01-26 10:00:00,1.5874876615193292
2023-01-26 11:00:00,1.5874874562063048
2023-01-26 12:00:00,1.5874872460075764
2023-01-26 13:00:00,1.5874870309231688
2023-01-26 14:00:00,1.5874868109531064
2023-01-26 15:00:00,1.5874865860974143
2023-01-26 16:00:00,1.5874863563561188
2023-01-26 17:00:00,1.5874861217292457
