DT,pres,dwpt,prcp,rhum,temp,wspd,wdir,Donalsonville
2022-01-03 13:00:00,1023.0,0.2,0.0,82.0,3.0,31.7,310.0,0.396552
2022-01-03 14:00:00,1025.0,0.4,0.0,81.0,3.3,25.9,320.0,0.465517
2022-01-03 15:00:00,1026.0,0.5,0.0,79.0,3.8,24.1,310.0,0.482759
2022-01-03 16:00:00,1026.0,0.6,0.0,77.0,4.3,22.3,320.0,0.465517
2022-01-03 17:00:00,1025.0,1.0,0.0,74.0,5.3,20.5,310.0,0.431034
2022-01-03 18:00:00,1025.0,1.1,0.0,73.0,5.6,22.3,320.0,0.431034
2022-01-03 19:00:00,1024.0,1.4,0.0,70.0,6.5,24.1,320.0,0.37931
2022-01-03 20:00:00,1025.0,1.2,0.0,66.0,7.1,24.1,330.0,0.12069
2022-01-03 21:00:00,1025.0,1.1,0.0,60.0,8.4,18.4,360.0,0.137931
2022-01-03 22:00:00,1025.0,1.0,0.0,62.0,7.8,20.5,350.0,0.293103
2022-01-03 23:00:00,1026.0,1.0,0.0,68.0,6.5,16.6,350.0,0.551724
2022-01-04 00:00:00,1026.0,1.5,0.0,77.0,5.2,11.2,330.0,0.655172
2022-01-04 01:00:00,1026.0,1.3,0.0,79.0,4.6,18.4,350.0,0.396552
2022-01-04 02:00:00,1027.0,1.1,0.0,79.0,4.4,11.2,360.0,0.396552
2022-01-04 03:00:00,1027.0,0.9,0.0,81.0,3.9,9.4,350.0,0.37931
2022-01-04 04:00:00,1027.0,1.8,0.0,95.0,2.5,9.4,290.0,0.37931
2022-01-04 05:00:00,1027.0,1.7,0.0,95.0,2.4,11.2,300.0,0.37931
2022-01-04 06:00:00,1027.0,1.4,0.0,95.0,2.1,11.2,360.0,0.362069
2022-01-04 07:00:00,1027.0,0.8,0.0,92.0,2.0,9.4,10.0,0.362069
2022-01-04 08:00:00,1027.0,0.6,0.0,92.0,1.8,9.4,360.0,0.362069
2022-01-04 09:00:00,1026.0,0.7,0.0,96.0,1.3,5.4,360.0,0.344828
2022-01-04 10:00:00,1026.0,0.6,0.0,97.0,1.0,11.2,40.0,0.37931
2022-01-04 11:00:00,1027.0,0.5,0.0,97.0,0.9,11.2,40.0,0.396552
2022-01-04 12:00:00,1027.0,0.4,0.0,97.0,0.8,9.4,30.0,0.448276
2022-01-04 13:00:00,1028.0,0.9,0.0,97.0,1.3,9.4,50.0,0.689655
2022-01-04 14:00:00,1028.0,1.9,0.0,93.0,2.9,7.6,50.0,0.689655
2022-01-04 15:00:00,1028.0,3.5,0.0,89.0,5.2,13.0,60.0,0.551724
2022-01-04 16:00:00,1027.0,4.5,0.0,79.0,7.9,14.8,90.0,0.448276
2022-01-04 17:00:00,1026.0,5.2,0.0,70.0,10.4,11.2,70.0,0.465517
2022-01-04 18:00:00,1025.0,5.7,0.0,66.0,11.9,7.6,30.0,0.465517
2022-01-04 19:00:00,1023.0,6.1,0.0,63.0,13.0,13.0,90.0,0.344828
2022-01-04 20:00:00,1023.0,6.9,0.0,64.0,13.6,13.0,90.0,0.448276
2022-01-04 21:00:00,1023.0,7.0,0.0,63.0,13.9,16.6,70.0,0.310345
2022-01-04 22:00:00,1022.0,7.3,0.0,64.0,14.0,11.2,90.0,0.344828
2022-01-04 23:00:00,1023.0,7.5,0.0,79.0,11.0,9.4,100.0,0.517241
2022-01-05 00:00:00,1022.0,8.3,0.0,87.0,10.4,0.0,0.0,0.603448
2022-01-05 01:00:00,1022.0,8.4,0.0,95.0,9.2,9.4,260.0,0.362069
2022-01-05 02:00:00,1022.0,7.8,0.0,98.0,8.1,0.0,0.0,0.344828
2022-01-05 03:00:00,1022.0,8.4,0.0,100.0,8.4,5.4,280.0,0.344828
2022-01-05 04:00:00,1021.0,8.5,0.0,96.0,9.1,9.4,310.0,0.327586
2022-01-05 05:00:00,1021.0,8.7,0.0,98.0,9.0,0.0,0.0,0.310345
2022-01-05 06:00:00,1020.0,8.7,0.0,95.0,9.5,7.6,330.0,0.293103
2022-01-05 07:00:00,1020.0,9.1,0.1,97.0,9.6,0.0,0.0,0.275862
2022-01-05 08:00:00,1020.0,9.2,0.2,96.0,9.8,11.2,300.0,0.275862
2022-01-05 09:00:00,1020.0,9.2,0.0,95.0,10.0,9.4,310.0,0.258621
2022-01-05 10:00:00,1020.0,9.2,0.0,94.0,10.1,7.6,330.0,0.241379
2022-01-05 11:00:00,1020.0,9.2,0.1,93.0,10.3,7.6,360.0,0.293103
2022-01-05 12:00:00,1020.0,9.1,0.0,91.0,10.5,11.2,330.0,0.344828
2022-01-05 13:00:00,1020.0,8.8,0.0,90.0,10.4,9.4,360.0,0.568966
2022-01-05 14:00:00,1020.0,8.6,0.0,85.0,11.0,7.6,350.0,0.534483
2022-01-05 15:00:00,1020.0,8.6,0.0,75.0,12.9,9.4,20.0,0.344828
2022-01-05 16:00:00,1019.0,8.2,0.0,62.0,15.4,14.8,360.0,0.189655
2022-01-05 17:00:00,1019.0,7.6,0.0,55.0,16.7,14.8,300.0,0.12069
2022-01-05 18:00:00,1017.0,7.0,0.0,50.0,17.5,14.8,280.0,0.103448
2022-01-05 19:00:00,1016.0,7.0,0.0,50.0,17.5,18.4,280.0,0.241379
2022-01-05 20:00:00,1016.0,7.0,0.0,52.0,16.9,13.0,280.0,0.293103
2022-01-05 21:00:00,1016.0,6.5,0.0,44.0,19.0,13.0,290.0,0.293103
2022-01-05 22:00:00,1016.0,7.0,0.0,49.0,17.9,14.8,290.0,0.396552
2022-01-05 23:00:00,1017.0,7.8,0.0,61.0,15.3,7.6,360.0,0.448276
2022-01-06 00:00:00,1017.0,9.0,0.0,76.0,13.1,0.0,0.0,0.5
2022-01-06 01:00:00,1017.0,9.6,0.0,92.0,10.8,0.0,0.0,0.241379
2022-01-06 02:00:00,1017.0,8.5,0.0,96.0,9.1,0.0,0.0,0.241379
2022-01-06 03:00:00,1017.0,8.6,0.0,98.0,8.9,0.0,0.0,0.241379
2022-01-06 04:00:00,1017.0,7.4,0.0,100.0,7.4,0.0,0.0,0.224138
2022-01-06 05:00:00,1017.0,7.1,0.0,97.0,7.5,5.4,210.0,0.224138
2022-01-06 06:00:00,1016.0,7.1,0.0,97.0,7.5,0.0,0.0,0.224138
2022-01-06 07:00:00,1017.0,7.3,0.0,91.0,6.0,0.0,0.0,0.206897
2022-01-06 08:00:00,1017.0,6.5,0.0,92.0,6.6,7.6,290.0,0.206897
2022-01-06 09:00:00,1017.0,7.3,0.0,88.0,6.3,0.0,0.0,0.206897
2022-01-06 10:00:00,1017.0,7.3,0.0,91.0,5.5,0.0,0.0,0.224138
2022-01-06 11:00:00,1017.0,6.2,0.0,94.0,5.1,5.4,150.0,0.258621
2022-01-06 12:00:00,1017.0,5.9,0.0,96.0,4.4,7.6,90.0,0.327586
2022-01-06 13:00:00,1017.0,9.0,0.0,100.0,4.8,0.0,0.0,0.534483
2022-01-06 14:00:00,1017.0,8.6,0.0,100.0,8.6,5.4,100.0,0.482759
2022-01-06 15:00:00,1017.0,9.6,0.0,81.0,12.8,9.4,140.0,0.310345
2022-01-06 16:00:00,1016.0,9.5,0.0,63.0,16.6,14.8,150.0,0.155172
2022-01-06 17:00:00,1014.0,8.4,0.0,47.0,20.1,16.6,190.0,0.12069
2022-01-06 18:00:00,1014.0,8.0,0.0,43.0,21.1,25.9,210.0,0.086207
2022-01-06 19:00:00,1013.0,8.9,0.0,46.0,21.0,20.5,190.0,0.310345
2022-01-06 20:00:00,1013.0,10.4,0.0,53.0,20.3,13.0,210.0,0.431034
2022-01-06 21:00:00,1014.0,12.0,0.1,61.0,19.7,14.8,240.0,0.465517
2022-01-06 22:00:00,1014.0,14.6,0.6,82.0,17.7,14.8,230.0,0.482759
2022-01-06 23:00:00,1013.0,14.9,4.3,87.0,15.6,7.6,220.0,0.465517
2022-01-07 00:00:00,1014.0,15.3,1.0,91.0,14.9,16.6,140.0,0.5
2022-01-07 01:00:00,1014.0,15.7,0.5,93.0,14.3,7.6,180.0,0.258621
2022-01-07 02:00:00,1014.0,16.0,0.2,94.0,14.2,9.4,200.0,0.224138
2022-01-07 03:00:00,1015.0,15.8,0.1,93.0,15.5,11.2,210.0,0.206897
2022-01-07 04:00:00,1016.0,13.0,0.0,94.0,15.9,11.2,250.0,0.189655
2022-01-07 05:00:00,1017.0,13.3,0.0,94.0,14.3,24.1,340.0,0.172414
2022-01-07 06:00:00,1018.0,12.2,0.0,94.0,13.1,18.4,320.0,0.172414
2022-01-07 07:00:00,1019.0,7.7,0.0,82.0,10.6,24.1,350.0,0.155172
2022-01-07 08:00:00,1019.0,5.3,0.0,82.0,8.2,18.4,350.0,0.172414
2022-01-07 09:00:00,1021.0,3.9,0.0,84.0,6.4,22.3,350.0,0.172414
2022-01-07 10:00:00,1021.0,3.3,0.0,88.0,5.1,14.8,350.0,0.189655
2022-01-07 11:00:00,1023.0,2.7,0.0,89.0,4.4,16.6,360.0,0.224138
2022-01-07 12:00:00,1023.0,2.2,0.0,90.0,3.7,14.8,360.0,0.310345
2022-01-07 13:00:00,1024.0,1.6,0.0,88.0,3.4,16.6,10.0,0.551724
2022-01-07 14:00:00,1026.0,1.4,0.0,81.0,4.4,18.4,10.0,0.517241
2022-01-07 15:00:00,1026.0,1.0,0.0,70.0,6.1,20.5,40.0,0.327586
2022-01-07 16:00:00,1025.0,0.0,0.0,58.0,7.8,20.5,50.0,0.189655
2022-01-07 17:00:00,1025.0,-0.7,0.0,49.0,9.5,14.8,40.0,0.12069
2022-01-07 18:00:00,1023.0,-1.0,0.0,44.0,10.8,16.6,10.0,0.086207
2022-01-07 19:00:00,1023.0,-1.7,0.0,39.0,11.8,20.5,30.0,0.068966
2022-01-07 20:00:00,1023.0,-0.9,0.0,39.0,12.7,11.2,20.0,0.068966
2022-01-07 21:00:00,1024.0,-1.1,0.0,38.0,12.9,13.0,10.0,0.12069
2022-01-07 22:00:00,1024.0,-1.4,0.0,38.0,12.6,14.8,60.0,0.258621
2022-01-07 23:00:00,1025.0,0.3,0.0,52.0,9.7,9.4,70.0,0.448276
2022-01-08 00:00:00,1025.0,0.1,0.0,53.0,9.2,7.6,30.0,0.517241
2022-01-08 01:00:00,1026.0,2.6,0.0,71.0,7.5,0.0,0.0,0.310345
2022-01-08 02:00:00,1026.0,3.1,0.0,89.0,4.8,5.4,90.0,0.275862
2022-01-08 03:00:00,1027.0,2.3,0.0,82.0,5.1,9.4,80.0,0.258621
2022-01-08 04:00:00,1027.0,1.7,0.0,79.0,5.0,7.6,100.0,0.275862
2022-01-08 05:00:00,1026.0,0.7,0.0,71.0,5.5,5.4,40.0,0.258621
2022-01-08 06:00:00,1027.0,1.2,0.0,81.0,4.2,7.6,50.0,0.241379
2022-01-08 07:00:00,1027.0,0.9,0.0,82.0,3.7,7.6,60.0,0.241379
2022-01-08 08:00:00,1027.0,0.7,0.0,80.0,3.8,13.0,60.0,0.258621
2022-01-08 09:00:00,1027.0,0.8,0.0,84.0,3.2,9.4,60.0,0.241379
2022-01-08 10:00:00,1028.0,0.3,0.0,86.0,2.4,7.6,80.0,0.258621
2022-01-08 11:00:00,1029.0,0.0,0.0,84.0,2.4,13.0,70.0,0.293103
2022-01-08 12:00:00,1030.0,-0.2,0.0,85.0,2.1,11.2,60.0,0.310345
2022-01-08 13:00:00,1030.0,-0.6,0.0,81.0,2.3,13.0,60.0,0.344828
2022-01-08 14:00:00,1031.0,-0.1,0.0,72.0,4.5,14.8,60.0,0.275862
2022-01-08 15:00:00,1031.0,-0.5,0.0,57.0,7.5,16.6,80.0,0.086207
2022-01-08 16:00:00,1031.0,-0.2,0.0,47.0,10.7,14.8,80.0,-0.017241
2022-01-08 17:00:00,1030.0,0.7,0.0,40.0,14.1,16.6,90.0,-0.12069
2022-01-08 18:00:00,1030.0,3.2,0.0,42.0,16.1,22.3,80.0,-0.224138
2022-01-08 19:00:00,1028.0,5.8,0.0,45.0,17.9,18.4,70.0,-0.258621
2022-01-08 20:00:00,1028.0,6.8,0.0,47.0,18.3,18.4,60.0,-0.189655
2022-01-08 21:00:00,1029.0,8.0,0.0,54.0,17.4,18.4,90.0,0.034483
2022-01-08 22:00:00,1029.0,8.7,0.0,56.0,17.6,14.8,70.0,0.155172
2022-01-08 23:00:00,1029.0,9.2,0.0,69.0,14.8,14.8,70.0,0.189655
2022-01-09 00:00:00,1030.0,9.1,0.0,80.0,12.5,13.0,80.0,0.241379
2022-01-09 01:00:00,1030.0,9.4,0.0,87.0,11.5,11.2,80.0,0.241379
2022-01-09 02:00:00,1030.0,9.4,0.0,94.0,10.3,14.8,80.0,0.241379
2022-01-09 03:00:00,1030.0,10.0,0.0,96.0,10.6,13.0,90.0,0.224138
2022-01-09 04:00:00,1030.0,11.0,0.0,97.0,11.5,13.0,80.0,0.224138
2022-01-09 05:00:00,1029.0,10.0,0.0,86.0,10.9,14.8,80.0,0.224138
2022-01-09 06:00:00,1029.0,11.6,0.0,88.0,11.0,16.6,70.0,0.189655
2022-01-09 07:00:00,1028.0,11.5,0.0,92.0,11.8,14.8,80.0,0.189655
2022-01-09 08:00:00,1027.0,11.6,0.0,93.0,11.8,18.4,110.0,0.189655
2022-01-09 09:00:00,1027.0,11.7,0.0,93.0,12.2,9.4,100.0,0.189655
2022-01-09 10:00:00,1027.0,12.3,0.0,94.0,11.5,7.6,70.0,0.189655
2022-01-09 11:00:00,1027.0,13.0,0.0,93.0,12.2,11.2,80.0,0.189655
2022-01-09 12:00:00,1028.0,12.9,0.0,95.0,12.0,13.0,90.0,0.206897
2022-01-09 13:00:00,1028.0,12.8,0.0,99.0,12.1,11.2,90.0,0.206897
2022-01-09 14:00:00,1028.0,12.7,0.0,99.0,12.9,7.6,20.0,0.206897
2022-01-09 15:00:00,1028.0,13.6,0.0,96.0,14.2,0.0,0.0,0.189655
2022-01-09 16:00:00,1027.0,15.0,0.0,86.0,17.4,13.0,180.0,0.103448
2022-01-09 17:00:00,1026.0,16.2,0.0,80.0,19.7,18.4,180.0,-0.017241
2022-01-09 18:00:00,1024.0,16.6,0.0,72.0,21.9,20.5,190.0,-0.189655
2022-01-09 19:00:00,1023.0,17.2,0.0,67.0,23.7,20.5,190.0,-0.224138
2022-01-09 20:00:00,1023.0,17.5,0.0,61.0,25.6,25.9,200.0,-0.103448
2022-01-09 21:00:00,1023.0,17.8,0.0,69.0,23.8,18.4,190.0,0.068966
2022-01-09 22:00:00,1022.0,18.0,0.0,71.0,23.6,16.6,190.0,0.12069
2022-01-09 23:00:00,1023.0,18.3,0.0,79.0,22.1,11.2,200.0,0.189655
2022-01-10 00:00:00,1023.0,18.7,0.0,87.0,20.9,9.4,180.0,0.224138
2022-01-10 01:00:00,1024.0,18.9,3.1,93.0,20.1,11.2,190.0,0.224138
2022-01-10 02:00:00,1024.0,19.0,2.5,97.0,19.5,11.2,210.0,0.224138
2022-01-10 03:00:00,1026.0,17.0,0.4,100.0,19.1,13.0,220.0,0.224138
2022-01-10 04:00:00,1023.0,16.9,4.6,99.0,17.1,24.1,310.0,0.206897
2022-01-10 05:00:00,1022.0,17.0,5.6,98.0,15.9,9.4,120.0,0.189655
2022-01-10 06:00:00,1023.0,17.0,0.5,98.0,15.9,13.0,190.0,0.172414
2022-01-10 07:00:00,1023.0,17.0,0.0,98.0,15.2,9.4,260.0,0.155172
2022-01-10 08:00:00,1023.0,17.3,0.0,98.0,15.0,7.6,250.0,0.155172
2022-01-10 09:00:00,1023.0,17.9,0.0,99.0,15.3,11.2,240.0,0.137931
2022-01-10 10:00:00,1023.0,17.7,0.1,99.0,15.5,7.6,270.0,0.155172
2022-01-10 11:00:00,1024.0,16.9,0.0,96.0,15.6,7.6,270.0,0.189655
2022-01-10 12:00:00,1025.0,12.1,0.5,94.0,14.1,20.5,350.0,0.241379
2022-01-10 13:00:00,1026.0,12.0,0.0,94.0,12.9,22.3,360.0,0.448276
2022-01-10 14:00:00,1027.0,10.6,0.0,87.0,12.7,24.1,360.0,0.5
2022-01-10 15:00:00,1028.0,11.1,0.0,87.0,13.2,24.1,360.0,0.396552
2022-01-10 16:00:00,1028.0,7.8,0.0,74.0,12.3,20.5,340.0,0.155172
2022-01-10 17:00:00,1027.0,3.7,0.0,52.0,13.4,22.3,340.0,0.155172
2022-01-10 18:00:00,1027.0,1.7,0.0,44.0,13.7,25.9,360.0,0.172414
2022-01-10 19:00:00,1026.0,2.3,0.0,47.0,13.4,18.4,360.0,0.206897
2022-01-10 20:00:00,1027.0,1.2,0.0,41.0,14.3,24.1,360.0,0.12069
2022-01-10 21:00:00,1027.0,0.1,0.0,40.0,13.4,24.1,10.0,0.293103
2022-01-10 22:00:00,1027.0,0.0,0.0,40.0,13.3,16.6,20.0,0.344828
2022-01-10 23:00:00,1028.0,1.7,0.0,52.0,11.2,9.4,340.0,0.5
2022-01-11 00:00:00,1028.0,-0.2,0.0,51.0,9.4,13.0,350.0,0.448276
2022-01-11 01:00:00,1028.0,-1.2,0.0,51.0,8.4,11.2,350.0,0.327586
2022-01-11 02:00:00,1030.0,-1.8,0.0,51.0,7.7,9.4,350.0,0.310345
2022-01-11 03:00:00,1030.0,-3.0,0.0,48.0,7.3,14.8,10.0,0.310345
2022-01-11 04:00:00,1031.0,-3.9,0.0,47.0,6.6,14.8,10.0,0.310345
2022-01-11 05:00:00,1030.0,-4.1,0.0,49.0,5.8,9.4,10.0,0.293103
2022-01-11 06:00:00,1030.0,-4.6,0.0,48.0,5.6,14.8,20.0,0.293103
2022-01-11 07:00:00,1031.0,-4.2,0.0,53.0,4.6,9.4,20.0,0.293103
2022-01-11 08:00:00,1031.0,-3.9,0.0,57.0,3.8,9.4,20.0,0.293103
2022-01-11 09:00:00,1031.0,-3.8,0.0,61.0,3.0,7.6,360.0,0.275862
2022-01-11 10:00:00,1031.0,-3.6,0.0,64.0,2.5,7.6,360.0,0.293103
2022-01-11 11:00:00,1032.0,-3.6,0.0,66.0,2.1,7.6,340.0,0.327586
2022-01-11 12:00:00,1032.0,-3.5,0.0,69.0,1.6,0.0,0.0,0.413793
2022-01-11 13:00:00,1033.0,-4.1,0.0,64.0,2.0,7.6,350.0,0.637931
2022-01-11 14:00:00,1033.0,-3.5,0.0,58.0,4.0,11.2,10.0,0.586207
2022-01-11 15:00:00,1033.0,-6.0,0.0,41.0,6.3,24.1,30.0,0.362069
2022-01-11 16:00:00,1032.0,-6.0,0.0,36.0,8.2,22.3,60.0,0.241379
2022-01-11 17:00:00,1032.0,-4.6,0.0,36.0,9.8,20.5,80.0,0.12069
2022-01-11 18:00:00,1031.0,-4.3,0.0,35.0,10.5,11.2,50.0,0.086207
2022-01-11 19:00:00,1030.0,-3.1,0.0,35.0,11.9,16.6,60.0,-0.034483
2022-01-11 20:00:00,1030.0,-2.3,0.0,36.0,12.4,13.0,80.0,-0.12069
2022-01-11 21:00:00,1030.0,-2.6,0.0,35.0,12.5,14.8,70.0,-0.034483
2022-01-11 22:00:00,1030.0,-1.8,0.0,38.0,12.1,16.6,60.0,0.068966
2022-01-11 23:00:00,1030.0,-1.4,0.0,46.0,9.7,13.0,50.0,0.258621
2022-01-12 00:00:00,1030.0,0.3,0.0,59.0,7.8,11.2,30.0,0.327586
2022-01-12 01:00:00,1031.0,-0.1,0.0,61.0,6.9,11.2,40.0,0.344828
2022-01-12 02:00:00,1031.0,-0.2,0.0,63.0,6.3,13.0,30.0,0.362069
2022-01-12 03:00:00,1031.0,-0.6,0.0,65.0,5.5,11.2,30.0,0.344828
2022-01-12 04:00:00,1030.0,-0.3,0.0,72.0,4.3,5.4,60.0,0.310345
2022-01-12 05:00:00,1030.0,-0.2,0.0,78.0,3.3,9.4,60.0,0.327586
2022-01-12 06:00:00,1029.0,-0.1,0.0,78.0,3.4,9.4,60.0,0.310345
2022-01-12 07:00:00,1028.0,0.8,0.0,83.0,3.4,11.2,70.0,0.310345
2022-01-12 08:00:00,1029.0,1.0,0.0,84.0,3.4,7.6,40.0,0.310345
2022-01-12 09:00:00,1029.0,2.2,0.0,91.0,3.5,7.6,20.0,0.293103
2022-01-12 10:00:00,1029.0,2.3,0.0,91.0,3.6,11.2,60.0,0.310345
2022-01-12 11:00:00,1028.0,2.4,0.0,87.0,4.4,11.2,40.0,0.344828
2022-01-12 12:00:00,1029.0,2.2,0.0,90.0,3.7,9.4,30.0,0.431034
2022-01-12 13:00:00,1028.0,2.2,0.0,91.0,3.5,7.6,40.0,0.465517
2022-01-12 14:00:00,1028.0,2.0,0.0,81.0,5.0,13.0,60.0,0.413793
2022-01-12 15:00:00,1028.0,2.8,0.0,78.0,6.4,11.2,50.0,0.37931
2022-01-12 16:00:00,1027.0,3.6,0.0,73.0,8.2,13.0,60.0,0.206897
2022-01-12 17:00:00,1025.0,4.1,0.0,61.0,11.4,14.8,60.0,0.0
2022-01-12 18:00:00,1024.0,5.2,0.0,56.0,13.8,9.4,30.0,0.12069
2022-01-12 19:00:00,1024.0,5.9,0.0,58.0,14.0,5.4,40.0,0.103448
2022-01-12 20:00:00,1023.0,6.0,0.0,57.0,14.4,11.2,50.0,0.103448
2022-01-12 21:00:00,1023.0,6.4,0.0,59.0,14.3,5.4,20.0,0.224138
2022-01-12 22:00:00,1023.0,6.5,0.0,59.0,14.4,7.6,10.0,0.224138
2022-01-12 23:00:00,1023.0,6.9,0.0,67.0,12.9,5.4,30.0,0.275862
2022-01-13 00:00:00,1023.0,7.3,0.0,74.0,11.8,9.4,60.0,0.293103
2022-01-13 01:00:00,1023.0,7.7,0.0,79.0,11.2,9.4,40.0,0.310345
2022-01-13 02:00:00,1022.0,8.0,0.0,86.0,10.2,7.6,320.0,0.293103
2022-01-13 03:00:00,1022.0,7.9,0.0,92.0,9.1,0.0,0.0,0.293103
2022-01-13 04:00:00,1022.0,6.7,0.0,97.0,7.1,0.0,0.0,0.275862
2022-01-13 05:00:00,1021.0,6.0,0.0,97.0,6.4,0.0,0.0,0.258621
2022-01-13 06:00:00,1021.0,4.9,0.0,89.0,5.9,7.6,320.0,0.241379
2022-01-13 07:00:00,1021.0,5.2,0.0,84.0,5.3,5.4,290.0,0.241379
2022-01-13 08:00:00,1020.0,4.9,0.0,86.0,4.4,0.0,0.0,0.258621
2022-01-13 09:00:00,1020.0,4.5,0.0,95.0,4.2,7.6,300.0,0.241379
2022-01-13 10:00:00,1020.0,4.1,0.0,95.0,4.4,5.4,310.0,0.258621
2022-01-13 11:00:00,1019.0,3.7,0.0,95.0,4.2,0.0,0.0,0.293103
