DT,rhum,pres,prcp,dwpt,temp,Donalsonville,wdir,wspd
2022-01-06 15:00:00,81.0,1017.0,0.0,9.6,12.8,0.310345,140.0,9.4
2022-01-06 16:00:00,63.0,1016.0,0.0,9.5,16.6,0.155172,150.0,14.8
2022-01-06 17:00:00,47.0,1014.0,0.0,8.4,20.1,0.12069,190.0,16.6
2022-01-06 18:00:00,43.0,1014.0,0.0,8.0,21.1,0.086207,210.0,25.9
2022-01-06 19:00:00,46.0,1013.0,0.0,8.9,21.0,0.310345,190.0,20.5
2022-01-06 20:00:00,53.0,1013.0,0.0,10.4,20.3,0.431034,210.0,13.0
2022-01-06 21:00:00,61.0,1014.0,0.1,12.0,19.7,0.465517,240.0,14.8
2022-01-06 22:00:00,82.0,1014.0,0.6,14.6,17.7,0.482759,230.0,14.8
2022-01-06 23:00:00,87.0,1013.0,4.3,14.9,15.6,0.465517,220.0,7.6
2022-01-07 00:00:00,91.0,1014.0,1.0,15.3,14.9,0.5,140.0,16.6
2022-01-07 01:00:00,93.0,1014.0,0.5,15.7,14.3,0.258621,180.0,7.6
2022-01-07 02:00:00,94.0,1014.0,0.2,16.0,14.2,0.224138,200.0,9.4
2022-01-07 03:00:00,93.0,1014.0,0.1,15.8,15.5,0.206897,210.0,11.2
2022-01-07 04:00:00,94.0,1016.0,0.0,13.0,15.9,0.189655,250.0,11.2
2022-01-07 05:00:00,94.0,1016.0,0.0,13.3,14.3,0.172414,340.0,24.1
2022-01-07 06:00:00,94.0,1018.0,0.0,12.2,13.1,0.172414,320.0,18.4
2022-01-07 07:00:00,82.0,1019.0,0.0,7.7,10.6,0.155172,350.0,24.1
2022-01-07 08:00:00,82.0,1020.0,0.0,5.3,8.2,0.172414,350.0,18.4
2022-01-07 09:00:00,84.0,1021.0,0.0,3.9,6.4,0.172414,350.0,22.3
2022-01-07 10:00:00,88.0,1022.0,0.0,3.3,5.1,0.189655,350.0,14.8
2022-01-07 11:00:00,89.0,1023.0,0.0,2.7,4.4,0.224138,360.0,16.6
2022-01-07 12:00:00,90.0,1023.0,0.0,2.2,3.7,0.310345,360.0,14.8
2022-01-07 13:00:00,88.0,1025.0,0.0,1.6,3.4,0.551724,10.0,16.6
2022-01-07 14:00:00,81.0,1026.0,0.0,1.4,4.4,0.517241,10.0,18.4
2022-01-07 15:00:00,70.0,1026.0,0.0,1.0,6.1,0.327586,40.0,20.5
2022-01-07 16:00:00,58.0,1025.0,0.0,0.0,7.8,0.189655,50.0,20.5
2022-01-07 17:00:00,49.0,1025.0,0.0,-0.7,9.5,0.12069,40.0,14.8
2022-01-07 18:00:00,44.0,1023.0,0.0,-1.0,10.8,0.086207,10.0,16.6
2022-01-07 19:00:00,39.0,1023.0,0.0,-1.7,11.8,0.068966,30.0,20.5
2022-01-07 20:00:00,39.0,1023.0,0.0,-0.9,12.7,0.068966,20.0,11.2
2022-01-07 21:00:00,38.0,1023.0,0.0,-1.1,12.9,0.12069,10.0,13.0
2022-01-07 22:00:00,38.0,1024.0,0.0,-1.4,12.6,0.258621,60.0,14.8
2022-01-07 23:00:00,52.0,1025.0,0.0,0.3,9.7,0.448276,70.0,9.4
2022-01-08 00:00:00,53.0,1025.0,0.0,0.1,9.2,0.517241,30.0,7.6
2022-01-08 01:00:00,71.0,1026.0,0.0,2.6,7.5,0.310345,0.0,0.0
2022-01-08 02:00:00,89.0,1026.0,0.0,3.1,4.8,0.275862,90.0,5.4
2022-01-08 03:00:00,82.0,1027.0,0.0,2.3,5.1,0.258621,80.0,9.4
2022-01-08 04:00:00,79.0,1027.0,0.0,1.7,5.0,0.275862,100.0,7.6
2022-01-08 05:00:00,71.0,1027.0,0.0,0.7,5.5,0.258621,40.0,5.4
2022-01-08 06:00:00,81.0,1027.0,0.0,1.2,4.2,0.241379,50.0,7.6
2022-01-08 07:00:00,82.0,1027.0,0.0,0.9,3.7,0.241379,60.0,7.6
2022-01-08 08:00:00,80.0,1027.0,0.0,0.7,3.8,0.258621,60.0,13.0
2022-01-08 09:00:00,84.0,1027.0,0.0,0.8,3.2,0.241379,60.0,9.4
2022-01-08 10:00:00,86.0,1028.0,0.0,0.3,2.4,0.258621,80.0,7.6
2022-01-08 11:00:00,84.0,1028.0,0.0,0.0,2.4,0.293103,70.0,13.0
2022-01-08 12:00:00,85.0,1030.0,0.0,-0.2,2.1,0.310345,60.0,11.2
2022-01-08 13:00:00,81.0,1030.0,0.0,-0.6,2.3,0.344828,60.0,13.0
2022-01-08 14:00:00,72.0,1031.0,0.0,-0.1,4.5,0.275862,60.0,14.8
2022-01-08 15:00:00,57.0,1031.0,0.0,-0.5,7.5,0.086207,80.0,16.6
2022-01-08 16:00:00,47.0,1031.0,0.0,-0.2,10.7,-0.017241,80.0,14.8
2022-01-08 17:00:00,40.0,1030.0,0.0,0.7,14.1,-0.12069,90.0,16.6
2022-01-08 18:00:00,42.0,1029.0,0.0,3.2,16.1,-0.224138,80.0,22.3
2022-01-08 19:00:00,45.0,1028.0,0.0,5.8,17.9,-0.258621,70.0,18.4
2022-01-08 20:00:00,47.0,1028.0,0.0,6.8,18.3,-0.189655,60.0,18.4
2022-01-08 21:00:00,54.0,1029.0,0.0,8.0,17.4,0.034483,90.0,18.4
2022-01-08 22:00:00,56.0,1029.0,0.0,8.7,17.6,0.155172,70.0,14.8
2022-01-08 23:00:00,69.0,1029.0,0.0,9.2,14.8,0.189655,70.0,14.8
2022-01-09 00:00:00,80.0,1030.0,0.0,9.1,12.5,0.241379,80.0,13.0
2022-01-09 01:00:00,87.0,1030.0,0.0,9.4,11.5,0.241379,80.0,11.2
2022-01-09 02:00:00,94.0,1030.0,0.0,9.4,10.3,0.241379,80.0,14.8
2022-01-09 03:00:00,96.0,1030.0,0.0,10.0,10.6,0.224138,90.0,13.0
2022-01-09 04:00:00,97.0,1030.0,0.0,11.0,11.5,0.224138,80.0,13.0
2022-01-09 05:00:00,86.0,1030.0,0.0,10.0,10.9,0.224138,80.0,14.8
2022-01-09 06:00:00,88.0,1029.0,0.0,11.6,11.0,0.189655,70.0,16.6
2022-01-09 07:00:00,92.0,1028.0,0.0,11.5,11.8,0.189655,80.0,14.8
2022-01-09 08:00:00,93.0,1027.0,0.0,11.6,11.8,0.189655,110.0,18.4
2022-01-09 09:00:00,93.0,1027.0,0.0,11.7,12.2,0.189655,100.0,9.4
2022-01-09 10:00:00,94.0,1028.0,0.0,12.3,11.5,0.189655,70.0,7.6
2022-01-09 11:00:00,93.0,1027.0,0.0,13.0,12.2,0.189655,80.0,11.2
2022-01-09 12:00:00,95.0,1027.0,0.0,12.9,12.0,0.206897,90.0,13.0
2022-01-09 13:00:00,99.0,1028.0,0.0,12.8,12.1,0.206897,90.0,11.2
2022-01-09 14:00:00,99.0,1028.0,0.0,12.7,12.9,0.206897,20.0,7.6
2022-01-09 15:00:00,96.0,1028.0,0.0,13.6,14.2,0.189655,0.0,0.0
2022-01-09 16:00:00,86.0,1027.0,0.0,15.0,17.4,0.103448,180.0,13.0
2022-01-09 17:00:00,80.0,1026.0,0.0,16.2,19.7,-0.017241,180.0,18.4
2022-01-09 18:00:00,72.0,1024.0,0.0,16.6,21.9,-0.189655,190.0,20.5
2022-01-09 19:00:00,67.0,1024.0,0.0,17.2,23.7,-0.224138,190.0,20.5
2022-01-09 20:00:00,61.0,1023.0,0.0,17.5,25.6,-0.103448,200.0,25.9
2022-01-09 21:00:00,69.0,1023.0,0.0,17.8,23.8,0.068966,190.0,18.4
2022-01-09 22:00:00,71.0,1023.0,0.0,18.0,23.6,0.12069,190.0,16.6
2022-01-09 23:00:00,79.0,1023.0,0.0,18.3,22.1,0.189655,200.0,11.2
2022-01-10 00:00:00,87.0,1023.0,0.0,18.7,20.9,0.224138,180.0,9.4
2022-01-10 01:00:00,93.0,1024.0,3.1,18.9,20.1,0.224138,190.0,11.2
2022-01-10 02:00:00,97.0,1024.0,2.5,19.0,19.5,0.224138,210.0,11.2
2022-01-10 03:00:00,100.0,1026.0,0.4,17.0,19.1,0.224138,220.0,13.0
2022-01-10 04:00:00,99.0,1026.0,4.6,16.9,17.1,0.206897,310.0,24.1
2022-01-10 05:00:00,98.0,1022.0,5.6,17.0,15.9,0.189655,120.0,9.4
2022-01-10 06:00:00,98.0,1023.0,0.5,17.0,15.9,0.172414,190.0,13.0
2022-01-10 07:00:00,98.0,1023.0,0.0,17.0,15.2,0.155172,260.0,9.4
2022-01-10 08:00:00,98.0,1023.0,0.0,17.3,15.0,0.155172,250.0,7.6
2022-01-10 09:00:00,99.0,1023.0,0.0,17.9,15.3,0.137931,240.0,11.2
2022-01-10 10:00:00,99.0,1023.0,0.1,17.7,15.5,0.155172,270.0,7.6
2022-01-10 11:00:00,96.0,1023.0,0.0,16.9,15.6,0.189655,270.0,7.6
2022-01-10 12:00:00,94.0,1025.0,0.5,12.1,14.1,0.241379,350.0,20.5
2022-01-10 13:00:00,94.0,1026.0,0.0,12.0,12.9,0.448276,360.0,22.3
2022-01-10 14:00:00,87.0,1027.0,0.0,10.6,12.7,0.5,360.0,24.1
2022-01-10 15:00:00,87.0,1028.0,0.0,11.1,13.2,0.396552,360.0,24.1
2022-01-10 16:00:00,74.0,1028.0,0.0,7.8,12.3,0.155172,340.0,20.5
2022-01-10 17:00:00,52.0,1027.0,0.0,3.7,13.4,0.155172,340.0,22.3
2022-01-10 18:00:00,44.0,1027.0,0.0,1.7,13.7,0.172414,360.0,25.9
2022-01-10 19:00:00,47.0,1026.0,0.0,2.3,13.4,0.206897,360.0,18.4
2022-01-10 20:00:00,41.0,1027.0,0.0,1.2,14.3,0.12069,360.0,24.1
2022-01-10 21:00:00,40.0,1027.0,0.0,0.1,13.4,0.293103,10.0,24.1
2022-01-10 22:00:00,40.0,1027.0,0.0,0.0,13.3,0.344828,20.0,16.6
2022-01-10 23:00:00,52.0,1028.0,0.0,1.7,11.2,0.5,340.0,9.4
2022-01-11 00:00:00,51.0,1028.0,0.0,-0.2,9.4,0.448276,350.0,13.0
2022-01-11 01:00:00,51.0,1028.0,0.0,-1.2,8.4,0.327586,350.0,11.2
2022-01-11 02:00:00,51.0,1030.0,0.0,-1.8,7.7,0.310345,350.0,9.4
2022-01-11 03:00:00,48.0,1030.0,0.0,-3.0,7.3,0.310345,10.0,14.8
2022-01-11 04:00:00,47.0,1031.0,0.0,-3.9,6.6,0.310345,10.0,14.8
2022-01-11 05:00:00,49.0,1031.0,0.0,-4.1,5.8,0.293103,10.0,9.4
2022-01-11 06:00:00,48.0,1030.0,0.0,-4.6,5.6,0.293103,20.0,14.8
2022-01-11 07:00:00,53.0,1031.0,0.0,-4.2,4.6,0.293103,20.0,9.4
2022-01-11 08:00:00,57.0,1031.0,0.0,-3.9,3.8,0.293103,20.0,9.4
2022-01-11 09:00:00,61.0,1031.0,0.0,-3.8,3.0,0.275862,360.0,7.6
2022-01-11 10:00:00,64.0,1031.0,0.0,-3.6,2.5,0.293103,360.0,7.6
2022-01-11 11:00:00,66.0,1032.0,0.0,-3.6,2.1,0.327586,340.0,7.6
2022-01-11 12:00:00,69.0,1032.0,0.0,-3.5,1.6,0.413793,0.0,0.0
2022-01-11 13:00:00,64.0,1033.0,0.0,-4.1,2.0,0.637931,350.0,7.6
2022-01-11 14:00:00,58.0,1033.0,0.0,-3.5,4.0,0.586207,10.0,11.2
2022-01-11 15:00:00,41.0,1033.0,0.0,-6.0,6.3,0.362069,30.0,24.1
2022-01-11 16:00:00,36.0,1032.0,0.0,-6.0,8.2,0.241379,60.0,22.3
2022-01-11 17:00:00,36.0,1032.0,0.0,-4.6,9.8,0.12069,80.0,20.5
2022-01-11 18:00:00,35.0,1031.0,0.0,-4.3,10.5,0.086207,50.0,11.2
2022-01-11 19:00:00,35.0,1030.0,0.0,-3.1,11.9,-0.034483,60.0,16.6
2022-01-11 20:00:00,36.0,1030.0,0.0,-2.3,12.4,-0.12069,80.0,13.0
2022-01-11 21:00:00,35.0,1029.0,0.0,-2.6,12.5,-0.034483,70.0,14.8
2022-01-11 22:00:00,38.0,1030.0,0.0,-1.8,12.1,0.068966,60.0,16.6
2022-01-11 23:00:00,46.0,1030.0,0.0,-1.4,9.7,0.258621,50.0,13.0
2022-01-12 00:00:00,59.0,1031.0,0.0,0.3,7.8,0.327586,30.0,11.2
2022-01-12 01:00:00,61.0,1031.0,0.0,-0.1,6.9,0.344828,40.0,11.2
2022-01-12 02:00:00,63.0,1031.0,0.0,-0.2,6.3,0.362069,30.0,13.0
2022-01-12 03:00:00,65.0,1031.0,0.0,-0.6,5.5,0.344828,30.0,11.2
2022-01-12 04:00:00,72.0,1031.0,0.0,-0.3,4.3,0.310345,60.0,5.4
2022-01-12 05:00:00,78.0,1029.0,0.0,-0.2,3.3,0.327586,60.0,9.4
2022-01-12 06:00:00,78.0,1029.0,0.0,-0.1,3.4,0.310345,60.0,9.4
2022-01-12 07:00:00,83.0,1028.0,0.0,0.8,3.4,0.310345,70.0,11.2
2022-01-12 08:00:00,84.0,1029.0,0.0,1.0,3.4,0.310345,40.0,7.6
2022-01-12 09:00:00,91.0,1028.0,0.0,2.2,3.5,0.293103,20.0,7.6
2022-01-12 10:00:00,91.0,1029.0,0.0,2.3,3.6,0.310345,60.0,11.2
2022-01-12 11:00:00,87.0,1028.0,0.0,2.4,4.4,0.344828,40.0,11.2
2022-01-12 12:00:00,90.0,1029.0,0.0,2.2,3.7,0.431034,30.0,9.4
2022-01-12 13:00:00,91.0,1029.0,0.0,2.2,3.5,0.465517,40.0,7.6
2022-01-12 14:00:00,81.0,1028.0,0.0,2.0,5.0,0.413793,60.0,13.0
2022-01-12 15:00:00,78.0,1028.0,0.0,2.8,6.4,0.37931,50.0,11.2
2022-01-12 16:00:00,73.0,1027.0,0.0,3.6,8.2,0.206897,60.0,13.0
2022-01-12 17:00:00,61.0,1026.0,0.0,4.1,11.4,0.0,60.0,14.8
2022-01-12 18:00:00,56.0,1024.0,0.0,5.2,13.8,0.12069,30.0,9.4
2022-01-12 19:00:00,58.0,1024.0,0.0,5.9,14.0,0.103448,40.0,5.4
2022-01-12 20:00:00,57.0,1023.0,0.0,6.0,14.4,0.103448,50.0,11.2
2022-01-12 21:00:00,59.0,1023.0,0.0,6.4,14.3,0.224138,20.0,5.4
2022-01-12 22:00:00,59.0,1023.0,0.0,6.5,14.4,0.224138,10.0,7.6
2022-01-12 23:00:00,67.0,1023.0,0.0,6.9,12.9,0.275862,30.0,5.4
2022-01-13 00:00:00,74.0,1023.0,0.0,7.3,11.8,0.293103,60.0,9.4
2022-01-13 01:00:00,79.0,1023.0,0.0,7.7,11.2,0.310345,40.0,9.4
2022-01-13 02:00:00,86.0,1023.0,0.0,8.0,10.2,0.293103,320.0,7.6
2022-01-13 03:00:00,92.0,1022.0,0.0,7.9,9.1,0.293103,0.0,0.0
2022-01-13 04:00:00,97.0,1022.0,0.0,6.7,7.1,0.275862,0.0,0.0
2022-01-13 05:00:00,97.0,1021.0,0.0,6.0,6.4,0.258621,0.0,0.0
2022-01-13 06:00:00,89.0,1021.0,0.0,4.9,5.9,0.241379,320.0,7.6
2022-01-13 07:00:00,84.0,1021.0,0.0,5.2,5.3,0.241379,290.0,5.4
2022-01-13 08:00:00,86.0,1020.0,0.0,4.9,4.4,0.258621,0.0,0.0
2022-01-13 09:00:00,95.0,1020.0,0.0,4.5,4.2,0.241379,300.0,7.6
2022-01-13 10:00:00,95.0,1020.0,0.0,4.1,4.4,0.258621,310.0,5.4
2022-01-13 11:00:00,95.0,1020.0,0.0,3.7,4.2,0.293103,0.0,0.0
